 Time,Duct 1,Duct 2,Duct 3,Duct 4,Duct 5,Duct 56,Duct 6,Duct 7
 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00 , 0.00000000E+00
 0.203220338 , 326.890625 , 151.156250 , 151.156250 , 175.734375 , 107.218750 , 66.6093750 , 89.1640625 , 379.812500
 0.406440675 , 411.617188 , 215.578125 , 215.578125 , 196.039062 , 112.242188 , 194.367188 , 80.3671875 , 375.250000
 0.609661043 , 492.179688 , 277.750000 , 277.750000 , 214.562500 , 114.210938 , 335.125000 , 67.4765625 , 357.304688
 0.812881351 , 558.218750 , 327.500000 , 327.515625 , 230.843750 , 115.546875 , 454.500000 , 56.1875000 , 340.882812
 1.01610172 , 607.414062 , 363.750000 , 363.750000 , 243.742188 , 116.687500 , 543.570313 , 47.8593750 , 329.226562
 1.21932197 , 642.265625 , 389.000000 , 389.000000 , 253.335938 , 117.734375 , 605.789063 , 42.2421875 , 322.000000
 1.42254245 , 666.335938 , 406.187500 , 406.187500 , 260.171875 , 118.617188 , 647.843750 , 38.6015625 , 317.820312
 1.62576270 , 682.750000 , 417.820312 , 417.820312 , 264.953125 , 119.359375 , 675.867188 , 36.2968750 , 315.554688
 1.82898307 , 693.828125 , 425.609375 , 425.609375 , 268.234375 , 119.921875 , 694.421875 , 34.8359375 , 314.328125
 2.03220344 , 701.265625 , 430.835938 , 430.835938 , 270.445312 , 120.343750 , 706.687500 , 33.9140625 , 313.679688
 2.23542380 , 706.273438 , 434.312500 , 434.320312 , 271.960938 , 120.640625 , 714.804688 , 33.3125000 , 313.328125
 2.43864417 , 709.609375 , 436.632813 , 436.640625 , 272.976562 , 120.851562 , 720.171875 , 32.9375000 , 313.140625
 2.64186430 , 711.812500 , 438.171875 , 438.179688 , 273.640625 , 120.992188 , 723.726562 , 32.6796875 , 313.031250
 2.84508491 , 713.320312 , 439.210938 , 439.218750 , 274.101562 , 121.085938 , 726.093750 , 32.5156250 , 312.976562
 3.04830503 , 714.312500 , 439.906250 , 439.906250 , 274.406250 , 121.156250 , 727.671875 , 32.4140625 , 312.945312
 3.25152540 , 715.000000 , 440.390625 , 440.390625 , 274.609375 , 121.203125 , 728.734375 , 32.3437500 , 312.929688
 3.45474577 , 715.437500 , 440.703125 , 440.703125 , 274.734375 , 121.218750 , 729.445313 , 32.2890625 , 312.914062
 3.65796614 , 715.703125 , 440.882812 , 440.882812 , 274.820313 , 121.250000 , 729.867188 , 32.2578125 , 312.875000
 3.86118650 , 715.906250 , 441.023438 , 441.023438 , 274.882812 , 121.250000 , 730.195312 , 32.2421875 , 312.882812
 4.06440687 , 716.039062 , 441.109375 , 441.109375 , 274.929688 , 121.273438 , 730.390625 , 32.2265625 , 312.882812
 4.26762724 , 716.156250 , 441.187500 , 441.187500 , 274.968750 , 121.281250 , 730.539063 , 32.2265625 , 312.906250
 4.47084761 , 716.203125 , 441.218750 , 441.226563 , 274.976562 , 121.273438 , 730.648438 , 32.2109375 , 312.890625
 4.67406797 , 716.226562 , 441.242188 , 441.250000 , 274.976562 , 121.296875 , 730.695313 , 32.2109375 , 312.882812
 4.87728834 , 716.273438 , 441.265625 , 441.273438 , 275.000000 , 121.273438 , 730.742188 , 32.2109375 , 312.882812
 5.08050871 , 716.281250 , 441.273438 , 441.281250 , 275.000000 , 121.289062 , 730.765625 , 32.2031250 , 312.882812
 5.28372860 , 716.273438 , 441.265625 , 441.273438 , 275.000000 , 121.273438 , 730.773438 , 32.2031250 , 312.867188
 5.48694897 , 716.289062 , 441.273438 , 441.281250 , 275.007813 , 121.281250 , 730.781250 , 32.2031250 , 312.875000
 5.69016933 , 716.296875 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.796875 , 32.2031250 , 312.890625
 5.89338970 , 716.320312 , 441.289062 , 441.296875 , 275.023438 , 121.296875 , 730.812500 , 32.2031250 , 312.906250
 6.09661007 , 716.289062 , 441.281250 , 441.289062 , 275.000000 , 121.281250 , 730.796875 , 32.1953125 , 312.867188
 6.29983044 , 716.273438 , 441.273438 , 441.281250 , 274.992188 , 121.273438 , 730.796875 , 32.1953125 , 312.867188
 6.50305080 , 716.328125 , 441.289062 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 6.70627117 , 716.289062 , 441.281250 , 441.289062 , 275.000000 , 121.289062 , 730.804688 , 32.1953125 , 312.867188
 6.90949154 , 716.281250 , 441.273438 , 441.281250 , 275.000000 , 121.281250 , 730.796875 , 32.1953125 , 312.867188
 7.11271191 , 716.320312 , 441.289062 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.906250
 7.31593227 , 716.351562 , 441.304688 , 441.312500 , 275.031250 , 121.289062 , 730.828125 , 32.2031250 , 312.906250
 7.51915264 , 716.296875 , 441.281250 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.867188
 7.72237301 , 716.281250 , 441.265625 , 441.273438 , 275.000000 , 121.273438 , 730.789063 , 32.1953125 , 312.851562
 7.92559338 , 716.304688 , 441.281250 , 441.289062 , 275.007813 , 121.296875 , 730.796875 , 32.1953125 , 312.890625
 8.12881374 , 716.304688 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.1953125 , 312.890625
 8.33203411 , 716.304688 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.804688 , 32.2031250 , 312.890625
 8.53525448 , 716.304688 , 441.289062 , 441.296875 , 275.000000 , 121.296875 , 730.812500 , 32.2031250 , 312.890625
 8.73847485 , 716.320312 , 441.289062 , 441.296875 , 275.015625 , 121.289062 , 730.812500 , 32.1953125 , 312.890625
 8.94169521 , 716.320312 , 441.289062 , 441.296875 , 275.015625 , 121.289062 , 730.812500 , 32.2031250 , 312.890625
 9.14491558 , 716.328125 , 441.289062 , 441.296875 , 275.023438 , 121.289062 , 730.820313 , 32.1953125 , 312.906250
 9.34813595 , 716.328125 , 441.289062 , 441.296875 , 275.023438 , 121.296875 , 730.820313 , 32.2031250 , 312.906250
 9.55135632 , 716.351562 , 441.304688 , 441.312500 , 275.031250 , 121.289062 , 730.828125 , 32.2031250 , 312.906250
 9.75457668 , 716.289062 , 441.281250 , 441.289062 , 274.992188 , 121.289062 , 730.804688 , 32.1953125 , 312.867188
 9.95779705 , 716.328125 , 441.289062 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 10.1610174 , 716.328125 , 441.304688 , 441.312500 , 275.015625 , 121.289062 , 730.828125 , 32.2031250 , 312.890625
 10.3642368 , 716.289062 , 441.281250 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 10.5674582 , 716.273438 , 441.273438 , 441.281250 , 274.992188 , 121.273438 , 730.796875 , 32.1953125 , 312.859375
 10.7706776 , 716.320312 , 441.289062 , 441.296875 , 275.023438 , 121.296875 , 730.812500 , 32.2031250 , 312.898438
 10.9738979 , 716.289062 , 441.281250 , 441.289062 , 275.000000 , 121.289062 , 730.796875 , 32.1953125 , 312.867188
 11.1771193 , 716.281250 , 441.273438 , 441.281250 , 275.000000 , 121.281250 , 730.789063 , 32.1953125 , 312.867188
 11.3803387 , 716.320312 , 441.289062 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.2031250 , 312.898438
 11.5835590 , 716.343750 , 441.304688 , 441.312500 , 275.031250 , 121.273438 , 730.835938 , 32.2031250 , 312.906250
 11.7867804 , 716.281250 , 441.281250 , 441.289062 , 274.992188 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 11.9899998 , 716.312500 , 441.289062 , 441.296875 , 275.015625 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 12.1932201 , 716.328125 , 441.289062 , 441.296875 , 275.031250 , 121.289062 , 730.820313 , 32.2031250 , 312.890625
 12.3964415 , 716.289062 , 441.281250 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 12.5996609 , 716.273438 , 441.273438 , 441.281250 , 274.992188 , 121.273438 , 730.789063 , 32.1953125 , 312.851562
 12.8028812 , 716.320312 , 441.289062 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2109375 , 312.898438
 13.0061016 , 716.296875 , 441.281250 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.867188
 13.2093220 , 716.289062 , 441.273438 , 441.281250 , 275.000000 , 121.281250 , 730.789063 , 32.1953125 , 312.859375
 13.4125423 , 716.320312 , 441.289062 , 441.296875 , 275.015625 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 13.6157627 , 716.335938 , 441.304688 , 441.312500 , 275.015625 , 121.289062 , 730.835938 , 32.2031250 , 312.906250
 13.8189831 , 716.289062 , 441.273438 , 441.281250 , 275.000000 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 14.0222034 , 716.320312 , 441.289062 , 441.296875 , 275.015625 , 121.289062 , 730.812500 , 32.2031250 , 312.890625
 14.2254238 , 716.328125 , 441.289062 , 441.296875 , 275.023438 , 121.296875 , 730.820313 , 32.2031250 , 312.898438
 14.4286442 , 716.289062 , 441.281250 , 441.289062 , 274.992188 , 121.289062 , 730.796875 , 32.1953125 , 312.859375
 14.6318636 , 716.281250 , 441.265625 , 441.273438 , 275.000000 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 14.8350849 , 716.328125 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.906250
 15.0383053 , 716.296875 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.796875 , 32.2031250 , 312.867188
 15.2415257 , 716.281250 , 441.281250 , 441.281250 , 274.992188 , 121.273438 , 730.796875 , 32.1953125 , 312.867188
 15.4447460 , 716.320312 , 441.296875 , 441.296875 , 275.015625 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 15.6479664 , 716.335938 , 441.312500 , 441.312500 , 275.015625 , 121.289062 , 730.835938 , 32.2031250 , 312.906250
 15.8511868 , 716.289062 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 16.0544071 , 716.320312 , 441.296875 , 441.296875 , 275.015625 , 121.289062 , 730.812500 , 32.2031250 , 312.890625
 16.2576275 , 716.328125 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.820313 , 32.2031250 , 312.898438
 16.4608479 , 716.289062 , 441.289062 , 441.289062 , 274.992188 , 121.289062 , 730.796875 , 32.1953125 , 312.859375
 16.6640682 , 716.273438 , 441.273438 , 441.273438 , 275.000000 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 16.8672886 , 716.320312 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2109375 , 312.906250
 17.0705090 , 716.289062 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.796875 , 32.2031250 , 312.867188
 17.2737293 , 716.281250 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.2031250 , 312.867188
 17.4769497 , 716.320312 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.804688 , 32.2031250 , 312.898438
 17.6801701 , 716.343750 , 441.312500 , 441.312500 , 275.031250 , 121.273438 , 730.835938 , 32.2031250 , 312.906250
 17.8833904 , 716.281250 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 18.0866108 , 716.312500 , 441.296875 , 441.296875 , 275.015625 , 121.296875 , 730.804688 , 32.2031250 , 312.890625
 18.2898312 , 716.328125 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.820313 , 32.2109375 , 312.898438
 18.4930515 , 716.289062 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 18.6962719 , 716.273438 , 441.281250 , 441.281250 , 274.992188 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 18.8994923 , 716.328125 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 19.1027126 , 716.289062 , 441.289062 , 441.289062 , 275.000000 , 121.289062 , 730.796875 , 32.1953125 , 312.867188
 19.3059311 , 716.273438 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.2031250 , 312.859375
 19.5091534 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.804688 , 32.2109375 , 312.898438
 19.7123737 , 716.335938 , 441.312500 , 441.312500 , 275.031250 , 121.289062 , 730.820313 , 32.2031250 , 312.906250
 19.9155922 , 716.273438 , 441.289062 , 441.289062 , 274.992188 , 121.281250 , 730.804688 , 32.1875000 , 312.859375
 20.1188145 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.1953125 , 312.890625
 20.3220348 , 716.320312 , 441.312500 , 441.312500 , 275.015625 , 121.289062 , 730.828125 , 32.2031250 , 312.898438
 20.5252533 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
 20.7284756 , 716.265625 , 441.281250 , 441.281250 , 274.992188 , 121.273438 , 730.789063 , 32.1953125 , 312.859375
 20.9316959 , 716.320312 , 441.296875 , 441.296875 , 275.031250 , 121.289062 , 730.812500 , 32.2031250 , 312.906250
 21.1349144 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.289062 , 730.796875 , 32.1953125 , 312.867188
 21.3381367 , 716.273438 , 441.281250 , 441.281250 , 275.000000 , 121.281250 , 730.781250 , 32.2031250 , 312.859375
 21.5413551 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.296875 , 730.804688 , 32.2031250 , 312.898438
 21.7445755 , 716.335938 , 441.312500 , 441.312500 , 275.031250 , 121.289062 , 730.820313 , 32.2109375 , 312.906250
 21.9477978 , 716.273438 , 441.289062 , 441.289062 , 274.992188 , 121.281250 , 730.796875 , 32.1953125 , 312.859375
 22.1510162 , 716.312500 , 441.296875 , 441.296875 , 275.023438 , 121.289062 , 730.812500 , 32.1953125 , 312.890625
 22.3542366 , 716.320312 , 441.312500 , 441.312500 , 275.015625 , 121.289062 , 730.828125 , 32.2031250 , 312.898438
 22.5574589 , 716.281250 , 441.289062 , 441.289062 , 275.000000 , 121.281250 , 730.804688 , 32.1953125 , 312.859375
