s,status
Time,"Delta P"
 0.0000000E+000,-1
 1.0192189E+000,-1
 2.0119839E+000,-1
 3.0162439E+000,-1
 4.0037661E+000,-1
 5.0032439E+000,-1
 6.0027218E+000,-1
 7.0021996E+000,-1
 8.0016775E+000,-1
 9.0011549E+000,-1
 1.0000633E+001,-1
 1.1000111E+001,-1
 1.2025890E+001,-1
 1.3025369E+001,-1
 1.4014579E+001,-1
 1.5006778E+001,-1
 1.6011236E+001,-1
 1.7002132E+001,-1
 1.8013206E+001,-1
 1.9021694E+001,-1
 2.0019938E+001,-1
