Time,P1,P2,P3,Ideal 1,Ideal 2,Ideal 3
80,153.2478874,83.31641771,96.98117483,-16,-11.79745,-12.7282
100,153.2478874,83.31641771,96.98117483,-16,-11.79745,-12.7282
