 Time,Duct 1,Duct 2,Duct 3,Duct 4,Duct 5,Duct 56,Duct 6,Duct 7
 10.7500000 , 714.539062 , 440.203125 , 440.210938 , 274.320313 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 11.0000000 , 714.539062 , 440.203125 , 440.210938 , 274.320313 , 120.992188 , 728.984375 , 32.1250000 , 312.109375
 11.2500000 , 714.539062 , 440.203125 , 440.210938 , 274.320313 , 120.992188 , 728.984375 , 32.1250000 , 312.109375
 11.5000000 , 714.539062 , 440.203125 , 440.210938 , 274.320313 , 120.992188 , 728.984375 , 32.1250000 , 312.109375
 11.7500000 , 714.539062 , 440.203125 , 440.210938 , 274.320313 , 120.992188 , 728.984375 , 32.1250000 , 312.109375
 12.0000000 , 714.539062 , 440.203125 , 440.210938 , 274.320313 , 120.992188 , 728.984375 , 32.1171875 , 312.117188
 12.2500000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 12.5000000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 12.7500000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 13.0000000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 13.2500000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 13.5000000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 13.7500000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 14.0000000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 14.2500000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 14.5000000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 14.7500000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 15.0000000 , 714.531250 , 440.195312 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 15.2500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 15.5000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1171875 , 312.109375
 15.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 121.000000 , 728.968750 , 32.1171875 , 312.109375
 16.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 121.000000 , 728.968750 , 32.1171875 , 312.109375
 16.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 16.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 16.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 17.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 17.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 17.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 17.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 18.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 120.984375 , 728.984375 , 32.1171875 , 312.109375
 18.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 121.000000 , 728.968750 , 32.1171875 , 312.109375
 18.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.320313 , 121.000000 , 728.968750 , 32.1171875 , 312.109375
 18.7500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1171875 , 312.109375
 19.0000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1171875 , 312.109375
 19.2500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1171875 , 312.109375
 19.5000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 19.7500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 20.0000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 20.2500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 20.5000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 20.7500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 21.0000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 21.2500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 21.5000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 21.7500000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 22.0000000 , 714.531250 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 22.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 22.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 22.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 23.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 23.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 23.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 23.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 24.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.984375 , 32.1171875 , 312.109375
 24.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 24.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 24.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 25.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 25.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1250000 , 312.109375
 25.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 25.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 26.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 26.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 26.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 26.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 27.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 27.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.976563 , 32.1171875 , 312.109375
 27.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 27.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 28.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 28.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 28.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 28.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 29.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 29.2500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 29.5000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 29.7500000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
 30.0000000 , 714.523438 , 440.203125 , 440.203125 , 274.328125 , 120.992188 , 728.968750 , 32.1250000 , 312.109375
