Time, PVC, O2, CO2, H2O, CO, S, HCL, N2
1.000000, 0.000012, 0.000010, 0.155258, 0.065906, 0.014406, 0.039329, 0.133386, 0.591637
1.250000, 0.000001, 0.000002, 0.155266, 0.065909, 0.014407, 0.039331, 0.133392, 0.591637
1.500000, 0.000000, 0.000001, 0.155266, 0.065910, 0.014407, 0.039331, 0.133393, 0.591637
1.750000, 0.000000, 0.000001, 0.155267, 0.065910, 0.014407, 0.039331, 0.133393, 0.591637
2.000000, 0.000000, 0.000001, 0.155267, 0.065910, 0.014407, 0.039331, 0.133393, 0.591637
