Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.46104E+02, 0.63096E+02, 0.83512E+02
 0.10000E+00, 0.46061E+02, 0.63121E+02, 0.83466E+02
 0.20000E+00, 0.46183E+02, 0.63300E+02, 0.83581E+02
 0.30000E+00, 0.46357E+02, 0.63688E+02, 0.83040E+02
 0.40000E+00, 0.46450E+02, 0.65072E+02, 0.83562E+02
 0.50000E+00, 0.47182E+02, 0.67551E+02, 0.86998E+02
 0.60000E+00, 0.48686E+02, 0.70498E+02, 0.91644E+02
 0.70000E+00, 0.51410E+02, 0.75446E+02, 0.97736E+02
 0.80000E+00, 0.58570E+02, 0.84257E+02, 0.10693E+03
 0.90000E+00, 0.70748E+02, 0.97720E+02, 0.12027E+03
 0.10000E+01, 0.87554E+02, 0.12295E+03, 0.14952E+03
 0.11000E+01, 0.11731E+03, 0.16856E+03, 0.19928E+03
 0.12000E+01, 0.16724E+03, 0.22249E+03, 0.25607E+03
 0.13000E+01, 0.23037E+03, 0.29111E+03, 0.31925E+03
 0.14000E+01, 0.30477E+03, 0.36831E+03, 0.39654E+03
 0.15000E+01, 0.38471E+03, 0.43900E+03, 0.48878E+03
 0.16000E+01, 0.44912E+03, 0.51136E+03, 0.58472E+03
 0.17000E+01, 0.48536E+03, 0.58415E+03, 0.66501E+03
 0.18000E+01, 0.49968E+03, 0.63910E+03, 0.71505E+03
 0.19000E+01, 0.50885E+03, 0.66680E+03, 0.73958E+03
 0.20000E+01, 0.51980E+03, 0.68008E+03, 0.75400E+03
 0.21000E+01, 0.53009E+03, 0.68875E+03, 0.76719E+03
 0.22000E+01, 0.53712E+03, 0.69924E+03, 0.78402E+03
 0.23000E+01, 0.54053E+03, 0.71323E+03, 0.79711E+03
 0.24000E+01, 0.54205E+03, 0.73318E+03, 0.80331E+03
 0.25000E+01, 0.54680E+03, 0.75441E+03, 0.81543E+03
 0.26000E+01, 0.55991E+03, 0.78423E+03, 0.84688E+03
 0.27000E+01, 0.61652E+03, 0.86614E+03, 0.92403E+03
 0.28000E+01, 0.66419E+03, 0.92812E+03, 0.97916E+03
