Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.62667E+02, 0.84836E+02, 0.11004E+03
 0.10000E+00, 0.62949E+02, 0.83764E+02, 0.11084E+03
 0.20000E+00, 0.63424E+02, 0.82368E+02, 0.11242E+03
 0.30000E+00, 0.62904E+02, 0.81872E+02, 0.11320E+03
 0.40000E+00, 0.62504E+02, 0.82411E+02, 0.11519E+03
 0.50000E+00, 0.63722E+02, 0.84321E+02, 0.11984E+03
 0.60000E+00, 0.66913E+02, 0.88707E+02, 0.12576E+03
 0.70000E+00, 0.72847E+02, 0.96334E+02, 0.13405E+03
 0.80000E+00, 0.80218E+02, 0.10805E+03, 0.14614E+03
 0.90000E+00, 0.89492E+02, 0.12574E+03, 0.16710E+03
 0.10000E+01, 0.10762E+03, 0.15881E+03, 0.20476E+03
 0.11000E+01, 0.14388E+03, 0.20632E+03, 0.26252E+03
 0.12000E+01, 0.19021E+03, 0.25473E+03, 0.32002E+03
 0.13000E+01, 0.24120E+03, 0.30753E+03, 0.37301E+03
 0.14000E+01, 0.30203E+03, 0.37243E+03, 0.43711E+03
 0.15000E+01, 0.37424E+03, 0.45523E+03, 0.51947E+03
 0.16000E+01, 0.44378E+03, 0.55275E+03, 0.61877E+03
 0.17000E+01, 0.49402E+03, 0.64909E+03, 0.71860E+03
 0.18000E+01, 0.52765E+03, 0.71672E+03, 0.79240E+03
 0.19000E+01, 0.54611E+03, 0.74460E+03, 0.83887E+03
 0.20000E+01, 0.55769E+03, 0.75102E+03, 0.86412E+03
 0.21000E+01, 0.57027E+03, 0.75433E+03, 0.87415E+03
 0.22000E+01, 0.58006E+03, 0.76074E+03, 0.88332E+03
 0.23000E+01, 0.58578E+03, 0.76977E+03, 0.88970E+03
 0.24000E+01, 0.58976E+03, 0.78063E+03, 0.89701E+03
 0.25000E+01, 0.59935E+03, 0.79341E+03, 0.90667E+03
 0.26000E+01, 0.61640E+03, 0.82839E+03, 0.92273E+03
 0.27000E+01, 0.66656E+03, 0.91704E+03, 0.96352E+03
 0.28000E+01, 0.70746E+03, 0.97833E+03, 0.99349E+03
