Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.44343E+02, 0.62144E+02, 0.75547E+02
 0.10000E+00, 0.44369E+02, 0.61220E+02, 0.75666E+02
 0.20000E+00, 0.44683E+02, 0.60946E+02, 0.76479E+02
 0.30000E+00, 0.45604E+02, 0.62336E+02, 0.78427E+02
 0.40000E+00, 0.47353E+02, 0.63796E+02, 0.81315E+02
 0.50000E+00, 0.49672E+02, 0.65588E+02, 0.85147E+02
 0.60000E+00, 0.52710E+02, 0.68527E+02, 0.89316E+02
 0.70000E+00, 0.56845E+02, 0.74944E+02, 0.95612E+02
 0.80000E+00, 0.62814E+02, 0.85778E+02, 0.10515E+03
 0.90000E+00, 0.72702E+02, 0.99881E+02, 0.11925E+03
 0.10000E+01, 0.88271E+02, 0.12092E+03, 0.14480E+03
 0.11000E+01, 0.11862E+03, 0.15257E+03, 0.18910E+03
 0.12000E+01, 0.16972E+03, 0.19769E+03, 0.24697E+03
 0.13000E+01, 0.23591E+03, 0.26030E+03, 0.31346E+03
 0.14000E+01, 0.31035E+03, 0.33717E+03, 0.39674E+03
 0.15000E+01, 0.38071E+03, 0.41664E+03, 0.50020E+03
 0.16000E+01, 0.43161E+03, 0.49398E+03, 0.60977E+03
 0.17000E+01, 0.46247E+03, 0.55876E+03, 0.70048E+03
 0.18000E+01, 0.48234E+03, 0.60697E+03, 0.75149E+03
 0.19000E+01, 0.49465E+03, 0.63898E+03, 0.76702E+03
 0.20000E+01, 0.50140E+03, 0.65382E+03, 0.77101E+03
 0.21000E+01, 0.50664E+03, 0.66667E+03, 0.77676E+03
 0.22000E+01, 0.50945E+03, 0.68199E+03, 0.78831E+03
 0.23000E+01, 0.51044E+03, 0.69659E+03, 0.80420E+03
 0.24000E+01, 0.51214E+03, 0.70749E+03, 0.81903E+03
 0.25000E+01, 0.51774E+03, 0.72052E+03, 0.83120E+03
 0.26000E+01, 0.53209E+03, 0.75680E+03, 0.85539E+03
 0.27000E+01, 0.57346E+03, 0.84670E+03, 0.93434E+03
 0.28000E+01, 0.60545E+03, 0.90951E+03, 0.99467E+03
