s,s,s,s,C,C,C,C,C,C,C,C
FDS Time,"TIMER","open stair door","open hall door","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.7648571E+001, 5.7653610E+001, 5.7671608E+001, 5.7697808E+001, 5.7751700E+001, 5.7706256E+001, 5.7706857E+001, 5.7577403E+001
 5.0017905E+000, 2.9817967E+000, 2.9817967E+000, 2.9817967E+000, 5.9394917E+001, 5.8704516E+001, 5.8714817E+001, 5.8595873E+001, 5.8662228E+001, 5.9171198E+001, 5.9967586E+001, 5.8328149E+001
 1.0001872E+001, 7.6926604E+000, 7.6926604E+000, 7.6926604E+000, 8.6097889E+001, 8.4630581E+001, 8.2924866E+001, 7.6226512E+001, 6.9850479E+001, 6.7821456E+001, 6.7278086E+001, 6.2086098E+001
 1.5001995E+001, 1.2509329E+001, 1.2509329E+001, 1.2509329E+001, 1.5341324E+002, 1.4662066E+002, 1.4420003E+002, 1.2748031E+002, 1.1180933E+002, 9.3812844E+001, 8.4250794E+001, 6.6416911E+001
 2.0002975E+001, 1.7578118E+001, 1.7578118E+001, 1.7578118E+001, 2.4021131E+002, 2.3576312E+002, 2.3666519E+002, 2.1104521E+002, 9.6003412E+001, 7.1358364E+001, 6.4865559E+001, 6.0996690E+001
 2.5008486E+001, 2.2482385E+001, 2.2482385E+001, 2.2482385E+001, 3.2547655E+002, 3.1235352E+002, 2.9723255E+002, 2.9649753E+002, 1.4643407E+002, 1.0061052E+002, 9.1434884E+001, 7.2885515E+001
 3.0006687E+001, 2.7525589E+001, 2.7525589E+001, 2.7525589E+001, 4.3100582E+002, 4.2435366E+002, 4.1630987E+002, 3.8075267E+002, 1.9910776E+002, 1.2504685E+002, 8.8813974E+001, 7.5440735E+001
 3.5007278E+001, 3.2466422E+001, 3.2466422E+001, 3.2466422E+001, 5.1112923E+002, 4.9875147E+002, 4.9468328E+002, 4.7096888E+002, 2.2557895E+002, 1.5367628E+002, 9.8944075E+001, 8.0235104E+001
 4.0000763E+001, 3.7496420E+001, 3.7496420E+001, 3.7496420E+001, 5.3593917E+002, 5.1321409E+002, 5.1354318E+002, 5.0806867E+002, 2.7352821E+002, 1.4866163E+002, 1.0889534E+002, 8.3414609E+001
