s,C,C,C,C,C,C,C,C,C
 1.8500481E+002, 6.5640531E+002, 5.4215283E+002, 9.9168422E+001, 6.9972639E+002, 5.1388444E+002, 1.1348460E+002, 6.9972639E+002, 5.1388444E+002, 1.1348460E+002
 1.9000720E+002, 7.0113806E+002, 5.4084239E+002, 1.0532031E+002, 6.2726623E+002, 5.2515317E+002, 1.1424503E+002, 6.2726623E+002, 5.2515317E+002, 1.1424503E+002
 1.9500775E+002, 6.4577445E+002, 5.2852452E+002, 1.1814729E+002, 6.8790282E+002, 5.3018707E+002, 1.1485617E+002, 6.8790282E+002, 5.3018707E+002, 1.1485617E+002
 2.0000067E+002, 6.7896384E+002, 5.1796254E+002, 1.1786811E+002, 6.5997896E+002, 5.0220116E+002, 1.1056397E+002, 6.5997896E+002, 5.0220116E+002, 1.1056397E+002
 2.0500798E+002, 7.0767545E+002, 5.2112734E+002, 1.3106404E+002, 6.5166229E+002, 5.6901220E+002, 1.1075210E+002, 6.5166229E+002, 5.6901220E+002, 1.1075210E+002
 2.1000813E+002, 6.1143839E+002, 5.7297672E+002, 1.1465883E+002, 6.5444665E+002, 5.5182836E+002, 1.2243463E+002, 6.5444665E+002, 5.5182836E+002, 1.2243463E+002
 2.1500792E+002, 6.3146250E+002, 5.3856683E+002, 1.1629636E+002, 6.7858702E+002, 5.3164302E+002, 1.2332334E+002, 6.7858702E+002, 5.3164302E+002, 1.2332334E+002
 2.2000764E+002, 6.3446248E+002, 5.1702749E+002, 1.1133802E+002, 6.8207183E+002, 5.0910141E+002, 1.2508625E+002, 6.8207183E+002, 5.0910141E+002, 1.2508625E+002
 2.2500366E+002, 6.4852419E+002, 5.3138050E+002, 1.1176039E+002, 6.9107799E+002, 5.2563345E+002, 1.1972104E+002, 6.9107799E+002, 5.2563345E+002, 1.1972104E+002
 2.3000151E+002, 6.7105188E+002, 5.0530344E+002, 1.0806343E+002, 6.9392387E+002, 4.8832767E+002, 1.1023748E+002, 6.9392387E+002, 4.8832767E+002, 1.1023748E+002
 2.3500595E+002, 6.4336944E+002, 5.3398777E+002, 1.1065840E+002, 6.5858965E+002, 4.9746998E+002, 1.2237611E+002, 6.5858965E+002, 4.9746998E+002, 1.2237611E+002
 2.4000616E+002, 6.1665882E+002, 5.0620953E+002, 1.1905097E+002, 6.4133559E+002, 5.2174372E+002, 1.2184904E+002, 6.4133559E+002, 5.2174372E+002, 1.2184904E+002
 2.4500179E+002, 6.0183548E+002, 4.8625125E+002, 1.0747993E+002, 6.5248197E+002, 4.8874793E+002, 1.1143169E+002, 6.5248197E+002, 4.8874793E+002, 1.1143169E+002
 2.5001051E+002, 4.8876653E+002, 3.3060142E+002, 8.1539546E+001, 5.0519799E+002, 3.1633641E+002, 9.0180133E+001, 5.0519799E+002, 3.1633641E+002, 9.0180133E+001
 2.5500078E+002, 4.2110693E+002, 2.7177833E+002, 7.9555690E+001, 4.3699039E+002, 2.8131717E+002, 7.8971492E+001, 4.3699039E+002, 2.8131717E+002, 7.8971492E+001
 2.6000949E+002, 3.8243561E+002, 2.5786596E+002, 7.3423664E+001, 3.8506675E+002, 2.5386353E+002, 7.2027399E+001, 3.8506675E+002, 2.5386353E+002, 7.2027399E+001
 2.6501825E+002, 3.5284668E+002, 2.4242702E+002, 6.8903243E+001, 3.5780649E+002, 2.4469316E+002, 7.4740192E+001, 3.5780649E+002, 2.4469316E+002, 7.4740192E+001
 2.7000848E+002, 3.3313776E+002, 2.3767391E+002, 7.2851278E+001, 3.3047250E+002, 2.3105819E+002, 7.1979599E+001, 3.3047250E+002, 2.3105819E+002, 7.1979599E+001
 2.7501724E+002, 3.1737666E+002, 2.1794397E+002, 6.8196081E+001, 3.1766201E+002, 2.2341453E+002, 6.8867403E+001, 3.1766201E+002, 2.2341453E+002, 6.8867403E+001
 2.8000357E+002, 3.1000028E+002, 2.2125148E+002, 6.5649160E+001, 3.1245127E+002, 2.1764061E+002, 6.4504537E+001, 3.1245127E+002, 2.1764061E+002, 6.4504537E+001
 2.8501102E+002, 2.8997116E+002, 2.1163184E+002, 6.3651053E+001, 2.9367379E+002, 2.1101014E+002, 6.2664714E+001, 2.9367379E+002, 2.1101014E+002, 6.2664714E+001
 2.9001849E+002, 2.8343212E+002, 2.1018928E+002, 6.1124738E+001, 2.8390318E+002, 2.0551793E+002, 6.1736904E+001, 2.8390318E+002, 2.0551793E+002, 6.1736904E+001
 2.9500610E+002, 2.8032770E+002, 1.9537753E+002, 5.7624935E+001, 2.7855353E+002, 1.9395499E+002, 5.9362885E+001, 2.7855353E+002, 1.9395499E+002, 5.9362885E+001
 3.0000705E+002, 2.6243278E+002, 1.8859138E+002, 5.6935864E+001, 2.6848418E+002, 1.8833130E+002, 5.7344544E+001, 2.6848418E+002, 1.8833130E+002, 5.7344544E+001
 3.0501846E+002, 2.6078907E+002, 1.8533867E+002, 5.5079445E+001, 2.6506177E+002, 1.8460413E+002, 5.5699062E+001, 2.6506177E+002, 1.8460413E+002, 5.5699062E+001
 3.1001062E+002, 2.6014786E+002, 1.7969563E+002, 5.5063915E+001, 2.5601611E+002, 1.7979879E+002, 5.5562499E+001, 2.5601611E+002, 1.7979879E+002, 5.5562499E+001
 3.1500021E+002, 2.5259835E+002, 1.7616400E+002, 5.4599003E+001, 2.4816919E+002, 1.8162767E+002, 5.3817045E+001, 2.4816919E+002, 1.8162767E+002, 5.3817045E+001
 3.2001935E+002, 2.4339224E+002, 1.7074336E+002, 5.3956592E+001, 2.4342279E+002, 1.7845305E+002, 5.1232179E+001, 2.4342279E+002, 1.7845305E+002, 5.1232179E+001
 3.2501227E+002, 2.4349821E+002, 1.6934211E+002, 5.1884572E+001, 2.4612051E+002, 1.6975106E+002, 5.2092253E+001, 2.4612051E+002, 1.6975106E+002, 5.2092253E+001
 3.3000589E+002, 2.3987002E+002, 1.6513450E+002, 5.5560339E+001, 2.3774935E+002, 1.6811697E+002, 5.6718719E+001, 2.3774935E+002, 1.6811697E+002, 5.6718719E+001
 3.3500156E+002, 2.3531995E+002, 1.7138155E+002, 5.1653481E+001, 2.3366923E+002, 1.6699875E+002, 5.2318722E+001, 2.3366923E+002, 1.6699875E+002, 5.2318722E+001
 3.4000482E+002, 2.3166590E+002, 1.5725954E+002, 5.1044639E+001, 2.3305237E+002, 1.6297625E+002, 5.0123310E+001, 2.3305237E+002, 1.6297625E+002, 5.0123310E+001
 3.4500977E+002, 2.2865441E+002, 1.5768789E+002, 4.8769892E+001, 2.2685413E+002, 1.6130399E+002, 4.9081653E+001, 2.2685413E+002, 1.6130399E+002, 4.9081653E+001
 3.5001367E+002, 2.1952271E+002, 1.6239907E+002, 5.1703651E+001, 2.2745655E+002, 1.5621868E+002, 5.0987984E+001, 2.2745655E+002, 1.5621868E+002, 5.0987984E+001
 3.5501028E+002, 2.2437725E+002, 1.5649559E+002, 4.8097873E+001, 2.2420493E+002, 1.5648476E+002, 4.8561701E+001, 2.2420493E+002, 1.5648476E+002, 4.8561701E+001
 3.6000571E+002, 2.1808553E+002, 1.5579689E+002, 4.8302966E+001, 2.2433883E+002, 1.5486707E+002, 4.8733989E+001, 2.2433883E+002, 1.5486707E+002, 4.8733989E+001
 3.6500073E+002, 2.2043400E+002, 1.5231151E+002, 4.8055798E+001, 2.1664808E+002, 1.5113202E+002, 4.4981597E+001, 2.1664808E+002, 1.5113202E+002, 4.4981597E+001
 3.7001932E+002, 2.1421844E+002, 1.5592346E+002, 4.6071612E+001, 2.1149890E+002, 1.4670678E+002, 4.8888811E+001, 2.1149890E+002, 1.4670678E+002, 4.8888811E+001
 3.7501086E+002, 2.1254755E+002, 1.5235898E+002, 4.4856787E+001, 2.1249696E+002, 1.4544806E+002, 4.7616565E+001, 2.1249696E+002, 1.4544806E+002, 4.7616565E+001
 3.8001056E+002, 2.1268617E+002, 1.4153969E+002, 4.4109575E+001, 2.0683523E+002, 1.4895710E+002, 4.4908012E+001, 2.0683523E+002, 1.4895710E+002, 4.4908012E+001
 3.8500046E+002, 2.0676521E+002, 1.4867386E+002, 4.3656329E+001, 2.0863625E+002, 1.4808125E+002, 4.3251559E+001, 2.0863625E+002, 1.4808125E+002, 4.3251559E+001
 3.9000601E+002, 2.0567768E+002, 1.4251970E+002, 4.4305229E+001, 2.0552185E+002, 1.4676099E+002, 4.4217621E+001, 2.0552185E+002, 1.4676099E+002, 4.4217621E+001
 3.9501904E+002, 2.0506651E+002, 1.4505014E+002, 4.3090709E+001, 2.0757805E+002, 1.4340213E+002, 4.6366905E+001, 2.0757805E+002, 1.4340213E+002, 4.6366905E+001
 4.0000339E+002, 2.0221902E+002, 1.3873197E+002, 4.3072671E+001, 2.0129177E+002, 1.4370505E+002, 4.3572608E+001, 2.0129177E+002, 1.4370505E+002, 4.3572608E+001
