s,s,s,s,C,C,C,C,C,C,C,C
FDS Time,"TIMER","open stair door","open hall door","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10"
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3589494E+001, 4.3592640E+001, 4.3603874E+001, 4.3620214E+001, 4.3653779E+001, 4.3625480E+001, 4.3625855E+001, 4.3544997E+001
 5.0099206E+000, 3.0540703E+000, 3.0540703E+000, 3.0540703E+000, 4.4102199E+001, 4.4147762E+001, 4.4236468E+001, 4.4198229E+001, 4.4291287E+001, 4.4695548E+001, 4.5319559E+001, 4.4134080E+001
 1.0005236E+001, 7.6627403E+000, 7.6627403E+000, 7.6627403E+000, 6.4605027E+001, 6.3628940E+001, 6.2140292E+001, 6.0522679E+001, 5.6931266E+001, 5.3479732E+001, 5.0261098E+001, 4.7098712E+001
 1.5011837E+001, 1.2503715E+001, 1.2503715E+001, 1.2503715E+001, 9.9191882E+001, 9.6176435E+001, 9.4533547E+001, 9.0281361E+001, 8.2360032E+001, 7.6664813E+001, 6.7178754E+001, 5.2715227E+001
 2.0004704E+001, 1.7613959E+001, 1.7613959E+001, 1.7613959E+001, 1.6770030E+002, 1.6638811E+002, 1.6819093E+002, 1.5452990E+002, 7.9374437E+001, 5.3401927E+001, 5.0118300E+001, 4.5844097E+001
 2.5000811E+001, 2.2507858E+001, 2.2507858E+001, 2.2507858E+001, 2.1520931E+002, 2.0547155E+002, 2.0379824E+002, 1.6234922E+002, 9.5231162E+001, 6.7872550E+001, 5.8844560E+001, 5.2191363E+001
 3.0000362E+001, 2.7532166E+001, 2.7532166E+001, 2.7532166E+001, 2.8568959E+002, 2.6129453E+002, 2.7024238E+002, 2.6718980E+002, 1.0977219E+002, 7.6918090E+001, 6.5051091E+001, 5.5322811E+001
 3.5000214E+001, 3.2469424E+001, 3.2469424E+001, 3.2469424E+001, 3.5144493E+002, 3.4893741E+002, 3.2902234E+002, 3.2332881E+002, 1.3130514E+002, 7.7430682E+001, 6.8710215E+001, 5.5196031E+001
 4.0007706E+001, 3.7497353E+001, 3.7497353E+001, 3.7497353E+001, 3.9686651E+002, 3.8305807E+002, 3.8784372E+002, 3.7845198E+002, 1.9526660E+002, 9.9939480E+001, 6.9297347E+001, 5.7665380E+001
 4.5002586E+001, 4.2465642E+001, 4.2465642E+001, 4.2465642E+001, 4.5639486E+002, 4.4376248E+002, 4.4052411E+002, 4.2395174E+002, 1.9727025E+002, 1.1548857E+002, 8.3402583E+001, 6.4580386E+001
 5.0003937E+001, 4.7497057E+001, 4.7497057E+001, 4.7497057E+001, 5.1273060E+002, 5.1435100E+002, 4.9828374E+002, 4.3346730E+002, 2.1641348E+002, 1.2721651E+002, 9.0847744E+001, 6.7626049E+001
 5.5002514E+001, 5.2478255E+001, 5.2478255E+001, 5.2478255E+001, 5.2703580E+002, 5.0941378E+002, 5.0156304E+002, 4.8474458E+002, 2.4944571E+002, 1.2672021E+002, 8.9882858E+001, 7.1392786E+001
 6.0002197E+001, 5.7482463E+001, 5.7482463E+001, 5.7482463E+001, 5.5822059E+002, 5.3942278E+002, 5.4201839E+002, 5.1073873E+002, 3.1470950E+002, 1.4408888E+002, 9.2432363E+001, 7.6534304E+001
 6.5007172E+001, 6.2506484E+001, 6.2506484E+001, 6.2506484E+001, 5.6661128E+002, 5.5320433E+002, 5.3851096E+002, 4.8939437E+002, 3.5047420E+002, 1.4106413E+002, 9.7648959E+001, 7.9840091E+001
 7.0008057E+001, 6.7517986E+001, 6.7517986E+001, 6.7517986E+001, 6.1755200E+002, 6.0238848E+002, 5.8471178E+002, 5.2541824E+002, 2.8848329E+002, 1.6175570E+002, 1.0840498E+002, 8.9421120E+001
 7.5001991E+001, 7.2529584E+001, 7.2529584E+001, 7.2529584E+001, 6.2574833E+002, 6.1163715E+002, 5.9133433E+002, 5.2284119E+002, 3.2503869E+002, 1.4052883E+002, 1.0635031E+002, 9.3898835E+001
 8.0002426E+001, 7.7491810E+001, 7.7491810E+001, 7.7491810E+001, 6.5380681E+002, 6.4574863E+002, 6.1824000E+002, 5.3749938E+002, 3.2334705E+002, 1.4365741E+002, 1.1368959E+002, 9.1226944E+001
