Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.59602E+02, 0.84428E+02, 0.11023E+03
 0.10000E+00, 0.59693E+02, 0.82460E+02, 0.10806E+03
 0.20000E+00, 0.59788E+02, 0.78645E+02, 0.10687E+03
 0.30000E+00, 0.59827E+02, 0.76780E+02, 0.10956E+03
 0.40000E+00, 0.61086E+02, 0.76550E+02, 0.11245E+03
 0.50000E+00, 0.63498E+02, 0.78048E+02, 0.11667E+03
 0.60000E+00, 0.66638E+02, 0.84277E+02, 0.12413E+03
 0.70000E+00, 0.73168E+02, 0.94963E+02, 0.13479E+03
 0.80000E+00, 0.83929E+02, 0.10660E+03, 0.14858E+03
 0.90000E+00, 0.96235E+02, 0.12274E+03, 0.16698E+03
 0.10000E+01, 0.11417E+03, 0.15273E+03, 0.20399E+03
 0.11000E+01, 0.14706E+03, 0.19375E+03, 0.26213E+03
 0.12000E+01, 0.19444E+03, 0.23669E+03, 0.32720E+03
 0.13000E+01, 0.25383E+03, 0.28577E+03, 0.39114E+03
 0.14000E+01, 0.32689E+03, 0.34529E+03, 0.46521E+03
 0.15000E+01, 0.40665E+03, 0.41209E+03, 0.56122E+03
 0.16000E+01, 0.47523E+03, 0.47726E+03, 0.66460E+03
 0.17000E+01, 0.52146E+03, 0.53838E+03, 0.76615E+03
 0.18000E+01, 0.54437E+03, 0.59748E+03, 0.84638E+03
 0.19000E+01, 0.55454E+03, 0.63767E+03, 0.88253E+03
 0.20000E+01, 0.56553E+03, 0.65681E+03, 0.89627E+03
 0.21000E+01, 0.57709E+03, 0.66797E+03, 0.90556E+03
 0.22000E+01, 0.58638E+03, 0.67621E+03, 0.90905E+03
 0.23000E+01, 0.59503E+03, 0.68535E+03, 0.91036E+03
 0.24000E+01, 0.60375E+03, 0.69643E+03, 0.90939E+03
 0.25000E+01, 0.61126E+03, 0.71236E+03, 0.91217E+03
 0.26000E+01, 0.62661E+03, 0.74024E+03, 0.92915E+03
 0.27000E+01, 0.69460E+03, 0.81053E+03, 0.96411E+03
 0.28000E+01, 0.75062E+03, 0.86289E+03, 0.98609E+03
