Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.45102E+02, 0.61784E+02, 0.75931E+02
 0.10000E+00, 0.44865E+02, 0.61800E+02, 0.76136E+02
 0.20000E+00, 0.44215E+02, 0.61491E+02, 0.76898E+02
 0.30000E+00, 0.43667E+02, 0.61238E+02, 0.78579E+02
 0.40000E+00, 0.43583E+02, 0.61976E+02, 0.81092E+02
 0.50000E+00, 0.44365E+02, 0.63266E+02, 0.83708E+02
 0.60000E+00, 0.46774E+02, 0.66733E+02, 0.87398E+02
 0.70000E+00, 0.51385E+02, 0.74206E+02, 0.94924E+02
 0.80000E+00, 0.57221E+02, 0.84897E+02, 0.10602E+03
 0.90000E+00, 0.66088E+02, 0.97996E+02, 0.12019E+03
 0.10000E+01, 0.85997E+02, 0.11801E+03, 0.14417E+03
 0.11000E+01, 0.12250E+03, 0.15479E+03, 0.19202E+03
 0.12000E+01, 0.17623E+03, 0.20905E+03, 0.24881E+03
 0.13000E+01, 0.24375E+03, 0.28317E+03, 0.31070E+03
 0.14000E+01, 0.32300E+03, 0.37591E+03, 0.39952E+03
 0.15000E+01, 0.39723E+03, 0.47149E+03, 0.50643E+03
 0.16000E+01, 0.44963E+03, 0.54110E+03, 0.60334E+03
 0.17000E+01, 0.48424E+03, 0.57950E+03, 0.68340E+03
 0.18000E+01, 0.50721E+03, 0.60671E+03, 0.74790E+03
 0.19000E+01, 0.52015E+03, 0.62980E+03, 0.78721E+03
 0.20000E+01, 0.52488E+03, 0.64688E+03, 0.80439E+03
 0.21000E+01, 0.52733E+03, 0.65864E+03, 0.80865E+03
 0.22000E+01, 0.52936E+03, 0.67344E+03, 0.81256E+03
 0.23000E+01, 0.53097E+03, 0.68757E+03, 0.82182E+03
 0.24000E+01, 0.53301E+03, 0.69597E+03, 0.82941E+03
 0.25000E+01, 0.53852E+03, 0.70592E+03, 0.83655E+03
 0.26000E+01, 0.54919E+03, 0.72916E+03, 0.86430E+03
 0.27000E+01, 0.59477E+03, 0.81348E+03, 0.94214E+03
 0.28000E+01, 0.63396E+03, 0.88127E+03, 0.99742E+03
