Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.40203E+02, 0.48881E+02, 0.66206E+02
 0.10000E+00, 0.40719E+02, 0.49271E+02, 0.66557E+02
 0.20000E+00, 0.42039E+02, 0.50036E+02, 0.67584E+02
 0.30000E+00, 0.43390E+02, 0.50907E+02, 0.69386E+02
 0.40000E+00, 0.44784E+02, 0.52069E+02, 0.72096E+02
 0.50000E+00, 0.46915E+02, 0.53649E+02, 0.75300E+02
 0.60000E+00, 0.49982E+02, 0.56260E+02, 0.79272E+02
 0.70000E+00, 0.53781E+02, 0.59930E+02, 0.85665E+02
 0.80000E+00, 0.58818E+02, 0.65337E+02, 0.94900E+02
 0.90000E+00, 0.66357E+02, 0.75533E+02, 0.10849E+03
 0.10000E+01, 0.80684E+02, 0.99370E+02, 0.13444E+03
 0.11000E+01, 0.10672E+03, 0.13251E+03, 0.17988E+03
 0.12000E+01, 0.14597E+03, 0.17360E+03, 0.23582E+03
 0.13000E+01, 0.19888E+03, 0.23121E+03, 0.31067E+03
 0.14000E+01, 0.27453E+03, 0.30834E+03, 0.40993E+03
 0.15000E+01, 0.34297E+03, 0.39483E+03, 0.51055E+03
 0.16000E+01, 0.37435E+03, 0.46090E+03, 0.59586E+03
 0.17000E+01, 0.38827E+03, 0.49607E+03, 0.65283E+03
 0.18000E+01, 0.40143E+03, 0.51890E+03, 0.68008E+03
 0.19000E+01, 0.41603E+03, 0.54095E+03, 0.70045E+03
 0.20000E+01, 0.42805E+03, 0.55436E+03, 0.73075E+03
 0.21000E+01, 0.43524E+03, 0.55791E+03, 0.76074E+03
 0.22000E+01, 0.43623E+03, 0.55938E+03, 0.78004E+03
 0.23000E+01, 0.43523E+03, 0.56186E+03, 0.79148E+03
 0.24000E+01, 0.43785E+03, 0.56536E+03, 0.80136E+03
 0.25000E+01, 0.44446E+03, 0.57018E+03, 0.81489E+03
 0.26000E+01, 0.45766E+03, 0.58300E+03, 0.85325E+03
 0.27000E+01, 0.50467E+03, 0.65326E+03, 0.96011E+03
 0.28000E+01, 0.54229E+03, 0.71344E+03, 0.10370E+04
