Z,TEMP_MIN,TEMP_AVG,TEMP_MAX
 m,C,C,C
 0.00000E+00, 0.44872E+02, 0.60051E+02, 0.74981E+02
 0.10000E+00, 0.44817E+02, 0.59763E+02, 0.75366E+02
 0.20000E+00, 0.44734E+02, 0.59509E+02, 0.76766E+02
 0.30000E+00, 0.45019E+02, 0.59974E+02, 0.78338E+02
 0.40000E+00, 0.45855E+02, 0.61236E+02, 0.80568E+02
 0.50000E+00, 0.47382E+02, 0.63845E+02, 0.84878E+02
 0.60000E+00, 0.50371E+02, 0.68025E+02, 0.90314E+02
 0.70000E+00, 0.55835E+02, 0.73038E+02, 0.98142E+02
 0.80000E+00, 0.62558E+02, 0.79895E+02, 0.10906E+03
 0.90000E+00, 0.69406E+02, 0.91108E+02, 0.12250E+03
 0.10000E+01, 0.83297E+02, 0.11323E+03, 0.14874E+03
 0.11000E+01, 0.11326E+03, 0.15721E+03, 0.19206E+03
 0.12000E+01, 0.16210E+03, 0.21424E+03, 0.24160E+03
 0.13000E+01, 0.23141E+03, 0.28754E+03, 0.30323E+03
 0.14000E+01, 0.31952E+03, 0.37885E+03, 0.38743E+03
 0.15000E+01, 0.39824E+03, 0.46253E+03, 0.48838E+03
 0.16000E+01, 0.44809E+03, 0.52839E+03, 0.59363E+03
 0.17000E+01, 0.47951E+03, 0.58072E+03, 0.68081E+03
 0.18000E+01, 0.50793E+03, 0.61899E+03, 0.73466E+03
 0.19000E+01, 0.52958E+03, 0.64379E+03, 0.76081E+03
 0.20000E+01, 0.53739E+03, 0.66265E+03, 0.77242E+03
 0.21000E+01, 0.54094E+03, 0.68130E+03, 0.78079E+03
 0.22000E+01, 0.54555E+03, 0.69749E+03, 0.78945E+03
 0.23000E+01, 0.55223E+03, 0.70830E+03, 0.79840E+03
 0.24000E+01, 0.55802E+03, 0.71759E+03, 0.80796E+03
 0.25000E+01, 0.56470E+03, 0.72886E+03, 0.81987E+03
 0.26000E+01, 0.57763E+03, 0.75395E+03, 0.85036E+03
 0.27000E+01, 0.63855E+03, 0.84084E+03, 0.93201E+03
 0.28000E+01, 0.69081E+03, 0.90948E+03, 0.99027E+03
