s,kW,kW,kW,kW,kg/s
FDS_HRR_Time,HRR,RAD_LOSS,CONV_LOSS,COND_LOSS,BURN_RATE
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.3254933E-003, 0.0000000E+000, 0.0000000E+000
 5.0064120E+000, 1.9489928E+002, 7.0666374E+001, 5.1370716E+000, 1.0952956E+002, 4.1591971E-003
 1.0007999E+001, 4.7168000E+002, 1.8909104E+002, 1.9797924E+002, 2.6367283E+002, 1.0206027E-002
 1.5004840E+001, 7.8124958E+002, 3.4314085E+002, 2.9127089E+002, 4.6411693E+002, 1.6704540E-002
 2.0007557E+001, 1.0897181E+003, 5.2284075E+002, 3.4905172E+002, 6.8704402E+002, 2.3298549E-002
 2.5005785E+001, 1.4130701E+003, 7.2069046E+002, 4.0507763E+002, 9.2259891E+002, 2.9965137E-002
 3.0003986E+001, 1.7003717E+003, 9.4290911E+002, 4.1606657E+002, 1.1786858E+003, 3.6598621E-002
 3.5003662E+001, 1.9912195E+003, 1.1703020E+003, 4.3543210E+002, 1.4366101E+003, 4.1327035E-002
 4.0000999E+001, 2.1203501E+003, 1.3043788E+003, 4.0441031E+002, 1.5963077E+003, 4.4122821E-002
 4.5009853E+001, 2.2007400E+003, 1.4204872E+003, 3.5775525E+002, 1.7255321E+003, 4.6931446E-002
 5.0006855E+001, 2.3579342E+003, 1.5610624E+003, 3.4113790E+002, 1.8723927E+003, 4.9747937E-002
 5.5007893E+001, 2.4938143E+003, 1.6753052E+003, 3.4938642E+002, 2.0007461E+003, 5.2536662E-002
 6.0009304E+001, 2.5451208E+003, 1.7590931E+003, 3.0913219E+002, 2.1009455E+003, 5.5345187E-002
 6.5006378E+001, 2.6507867E+003, 1.8379977E+003, 3.3601100E+002, 2.1638639E+003, 5.7369850E-002
 7.0000626E+001, 2.6962227E+003, 1.8805035E+003, 3.4097070E+002, 2.2260133E+003, 5.6293183E-002
 7.5006226E+001, 2.5806301E+003, 1.8560602E+003, 2.7249958E+002, 2.2064232E+003, 5.4879097E-002
 8.0010040E+001, 2.4898912E+003, 1.7748421E+003, 2.7652123E+002, 2.1087201E+003, 5.3460274E-002
 8.5009567E+001, 2.4766139E+003, 1.7436411E+003, 2.9500202E+002, 2.0732334E+003, 5.2046114E-002
 9.0004349E+001, 2.3420901E+003, 1.6763816E+003, 2.5805014E+002, 2.0093327E+003, 5.0632092E-002
 9.5005302E+001, 2.3730530E+003, 1.6783806E+003, 2.8485665E+002, 2.0028899E+003, 4.9221095E-002
 1.0000809E+002, 2.3000573E+003, 1.6380911E+003, 2.5523014E+002, 1.9631804E+003, 4.7806404E-002
 1.0500719E+002, 2.2455612E+003, 1.5899253E+003, 2.7035576E+002, 1.9045108E+003, 4.6390014E-002
 1.1000477E+002, 2.2182953E+003, 1.5683951E+003, 2.5959222E+002, 1.8846507E+003, 4.5503657E-002
 1.1500392E+002, 2.1581007E+003, 1.5268010E+003, 2.5979385E+002, 1.8353827E+003, 4.6751086E-002
 1.2000170E+002, 2.2399780E+003, 1.5641502E+003, 2.8835001E+002, 1.8733361E+003, 4.8232161E-002
 1.2501070E+002, 2.1900997E+003, 1.5362276E+003, 2.8545246E+002, 1.8387039E+003, 4.9713226E-002
