s,Pa,Pa,Pa,C,C,C,kg/m3,kg/m3,kg/m3
 4.1647195E+002, 4.9969150E+004, 4.9969150E+004, 4.9969150E+004, 5.5017784E+001, 5.5035051E+001, 5.4890504E+001, 1.5969239E+000, 1.5968399E+000, 1.5975435E+000
 4.1702536E+002, 4.9969151E+004, 4.9969151E+004, 4.9969151E+004, 5.5017291E+001, 5.5035669E+001, 5.4889426E+001, 1.5969263E+000, 1.5968369E+000, 1.5975488E+000
 4.1765784E+002, 4.9969152E+004, 4.9969152E+004, 4.9969152E+004, 5.5016557E+001, 5.5036193E+001, 5.4888580E+001, 1.5969299E+000, 1.5968343E+000, 1.5975529E+000
 4.1821121E+002, 4.9969152E+004, 4.9969152E+004, 4.9969152E+004, 5.5015591E+001, 5.5036623E+001, 5.4887955E+001, 1.5969346E+000, 1.5968322E+000, 1.5975559E+000
 4.1884369E+002, 4.9969153E+004, 4.9969153E+004, 4.9969153E+004, 5.5014384E+001, 5.5036951E+001, 5.4887543E+001, 1.5969405E+000, 1.5968307E+000, 1.5975579E+000
 4.1947614E+002, 4.9969153E+004, 4.9969153E+004, 4.9969153E+004, 5.5012840E+001, 5.5037189E+001, 5.4887293E+001, 1.5969480E+000, 1.5968295E+000, 1.5975592E+000
 4.2002954E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.5011157E+001, 5.5037303E+001, 5.4887190E+001, 1.5969562E+000, 1.5968289E+000, 1.5975597E+000
 4.2066199E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.5009244E+001, 5.5037307E+001, 5.4887165E+001, 1.5969655E+000, 1.5968289E+000, 1.5975598E+000
 4.2121539E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.5007120E+001, 5.5037201E+001, 5.4887166E+001, 1.5969758E+000, 1.5968295E+000, 1.5975598E+000
 4.2184784E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.5004785E+001, 5.5036976E+001, 5.4887149E+001, 1.5969872E+000, 1.5968305E+000, 1.5975599E+000
 4.2240125E+002, 4.9969154E+004, 4.9969154E+004, 4.9969155E+004, 5.5002263E+001, 5.5036634E+001, 5.4887087E+001, 1.5969995E+000, 1.5968322E+000, 1.5975602E+000
 4.2303369E+002, 4.9969154E+004, 4.9969154E+004, 4.9969155E+004, 5.4999558E+001, 5.5036164E+001, 5.4886962E+001, 1.5970126E+000, 1.5968345E+000, 1.5975608E+000
 4.2366614E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.4996497E+001, 5.5035517E+001, 5.4886774E+001, 1.5970275E+000, 1.5968376E+000, 1.5975617E+000
 4.2421954E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.4993482E+001, 5.5034769E+001, 5.4886575E+001, 1.5970422E+000, 1.5968413E+000, 1.5975627E+000
 4.2485199E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.4990341E+001, 5.5033871E+001, 5.4886403E+001, 1.5970575E+000, 1.5968457E+000, 1.5975635E+000
 4.2540540E+002, 4.9969154E+004, 4.9969154E+004, 4.9969154E+004, 5.4987096E+001, 5.5032821E+001, 5.4886321E+001, 1.5970733E+000, 1.5968508E+000, 1.5975639E+000
 4.2603787E+002, 4.9969154E+004, 4.9969153E+004, 4.9969154E+004, 5.4983762E+001, 5.5031605E+001, 5.4886406E+001, 1.5970895E+000, 1.5968567E+000, 1.5975635E+000
 4.2667032E+002, 4.9969153E+004, 4.9969153E+004, 4.9969153E+004, 5.4980131E+001, 5.5030123E+001, 5.4886762E+001, 1.5971072E+000, 1.5968639E+000, 1.5975618E+000
 4.2722372E+002, 4.9969153E+004, 4.9969153E+004, 4.9969153E+004, 5.4976671E+001, 5.5028552E+001, 5.4887420E+001, 1.5971240E+000, 1.5968715E+000, 1.5975585E+000
 4.2785617E+002, 4.9969152E+004, 4.9969152E+004, 4.9969152E+004, 5.4973169E+001, 5.5026795E+001, 5.4888470E+001, 1.5971410E+000, 1.5968801E+000, 1.5975534E+000
 4.2840958E+002, 4.9969152E+004, 4.9969151E+004, 4.9969152E+004, 5.4969638E+001, 5.5024857E+001, 5.4889941E+001, 1.5971582E+000, 1.5968895E+000, 1.5975463E+000
 4.2904202E+002, 4.9969151E+004, 4.9969151E+004, 4.9969151E+004, 5.4966085E+001, 5.5022727E+001, 5.4891876E+001, 1.5971755E+000, 1.5968998E+000, 1.5975368E+000
 4.2967447E+002, 4.9969150E+004, 4.9969150E+004, 4.9969150E+004, 5.4962279E+001, 5.5020251E+001, 5.4894436E+001, 1.5971940E+000, 1.5969119E+000, 1.5975243E+000
 4.3022787E+002, 4.9969150E+004, 4.9969149E+004, 4.9969149E+004, 5.4958700E+001, 5.5017744E+001, 5.4897274E+001, 1.5972115E+000, 1.5969241E+000, 1.5975105E+000
 4.3086032E+002, 4.9969149E+004, 4.9969149E+004, 4.9969149E+004, 5.4955111E+001, 5.5015058E+001, 5.4900494E+001, 1.5972289E+000, 1.5969371E+000, 1.5974948E+000
 4.3141373E+002, 4.9969148E+004, 4.9969148E+004, 4.9969148E+004, 5.4951514E+001, 5.5012210E+001, 5.4904006E+001, 1.5972464E+000, 1.5969510E+000, 1.5974777E+000
 4.3204617E+002, 4.9969147E+004, 4.9969147E+004, 4.9969147E+004, 5.4947910E+001, 5.5009205E+001, 5.4907729E+001, 1.5972640E+000, 1.5969656E+000, 1.5974596E+000
 4.3267865E+002, 4.9969146E+004, 4.9969146E+004, 4.9969146E+004, 5.4944057E+001, 5.5005849E+001, 5.4911812E+001, 1.5972827E+000, 1.5969819E+000, 1.5974397E+000
 4.3323203E+002, 4.9969145E+004, 4.9969145E+004, 4.9969145E+004, 5.4940440E+001, 5.5002581E+001, 5.4915646E+001, 1.5973003E+000, 1.5969978E+000, 1.5974210E+000
 4.3386450E+002, 4.9969144E+004, 4.9969144E+004, 4.9969144E+004, 5.4936820E+001, 5.4999210E+001, 5.4919397E+001, 1.5973179E+000, 1.5970142E+000, 1.5974027E+000
 4.3441791E+002, 4.9969143E+004, 4.9969143E+004, 4.9969143E+004, 5.4933202E+001, 5.4995761E+001, 5.4923005E+001, 1.5973355E+000, 1.5970310E+000, 1.5973852E+000
 4.3505035E+002, 4.9969142E+004, 4.9969142E+004, 4.9969142E+004, 5.4929592E+001, 5.4992250E+001, 5.4926418E+001, 1.5973531E+000, 1.5970481E+000, 1.5973685E+000
 4.3560376E+002, 4.9969141E+004, 4.9969141E+004, 4.9969140E+004, 5.4925998E+001, 5.4988700E+001, 5.4929624E+001, 1.5973706E+000, 1.5970653E+000, 1.5973529E+000
 4.3623621E+002, 4.9969139E+004, 4.9969139E+004, 4.9969139E+004, 5.4922432E+001, 5.4985128E+001, 5.4932620E+001, 1.5973879E+000, 1.5970827E+000, 1.5973383E+000
 4.3686865E+002, 4.9969138E+004, 4.9969138E+004, 4.9969138E+004, 5.4918672E+001, 5.4981315E+001, 5.4935628E+001, 1.5974062E+000, 1.5971012E+000, 1.5973236E+000
 4.3742206E+002, 4.9969137E+004, 4.9969137E+004, 4.9969137E+004, 5.4915203E+001, 5.4977752E+001, 5.4938319E+001, 1.5974231E+000, 1.5971186E+000, 1.5973105E+000
 4.3805450E+002, 4.9969136E+004, 4.9969135E+004, 4.9969135E+004, 5.4911805E+001, 5.4974210E+001, 5.4940935E+001, 1.5974396E+000, 1.5971358E+000, 1.5972978E+000
 4.3860791E+002, 4.9969134E+004, 4.9969134E+004, 4.9969134E+004, 5.4908492E+001, 5.4970694E+001, 5.4943524E+001, 1.5974557E+000, 1.5971529E+000, 1.5972852E+000
 4.3924036E+002, 4.9969133E+004, 4.9969133E+004, 4.9969133E+004, 5.4905285E+001, 5.4967209E+001, 5.4946122E+001, 1.5974713E+000, 1.5971699E+000, 1.5972725E+000
 4.3987283E+002, 4.9969131E+004, 4.9969131E+004, 4.9969131E+004, 5.4901997E+001, 5.4963525E+001, 5.4948921E+001, 1.5974873E+000, 1.5971878E+000, 1.5972589E+000
 4.4042621E+002, 4.9969130E+004, 4.9969130E+004, 4.9969130E+004, 5.4899057E+001, 5.4960104E+001, 5.4951573E+001, 1.5975016E+000, 1.5972044E+000, 1.5972459E+000
 4.4105869E+002, 4.9969129E+004, 4.9969129E+004, 4.9969128E+004, 5.4896275E+001, 5.4956715E+001, 5.4954234E+001, 1.5975152E+000, 1.5972209E+000, 1.5972330E+000
 4.4161206E+002, 4.9969127E+004, 4.9969127E+004, 4.9969127E+004, 5.4893655E+001, 5.4953359E+001, 5.4956875E+001, 1.5975279E+000, 1.5972372E+000, 1.5972201E+000
 4.4224454E+002, 4.9969126E+004, 4.9969126E+004, 4.9969125E+004, 5.4891213E+001, 5.4950042E+001, 5.4959456E+001, 1.5975398E+000, 1.5972533E+000, 1.5972075E+000
 4.4287698E+002, 4.9969124E+004, 4.9969124E+004, 4.9969124E+004, 5.4888805E+001, 5.4946555E+001, 5.4962095E+001, 1.5975515E+000, 1.5972703E+000, 1.5971947E+000
 4.4343039E+002, 4.9969123E+004, 4.9969123E+004, 4.9969123E+004, 5.4886738E+001, 5.4943343E+001, 5.4964418E+001, 1.5975616E+000, 1.5972859E+000, 1.5971833E+000
 4.4406284E+002, 4.9969122E+004, 4.9969122E+004, 4.9969121E+004, 5.4884860E+001, 5.4940203E+001, 5.4966549E+001, 1.5975707E+000, 1.5973012E+000, 1.5971729E+000
 4.4461624E+002, 4.9969120E+004, 4.9969120E+004, 4.9969120E+004, 5.4883164E+001, 5.4937148E+001, 5.4968464E+001, 1.5975789E+000, 1.5973161E+000, 1.5971636E+000
 4.4524869E+002, 4.9969119E+004, 4.9969119E+004, 4.9969119E+004, 5.4881655E+001, 5.4934197E+001, 5.4970125E+001, 1.5975863E+000, 1.5973304E+000, 1.5971555E+000
 4.4580209E+002, 4.9969118E+004, 4.9969118E+004, 4.9969117E+004, 5.4880319E+001, 5.4931362E+001, 5.4971528E+001, 1.5975928E+000, 1.5973442E+000, 1.5971487E+000
 4.4643454E+002, 4.9969116E+004, 4.9969116E+004, 4.9969116E+004, 5.4879158E+001, 5.4928666E+001, 5.4972653E+001, 1.5975984E+000, 1.5973573E+000, 1.5971432E+000
 4.4706702E+002, 4.9969115E+004, 4.9969115E+004, 4.9969115E+004, 5.4878098E+001, 5.4925953E+001, 5.4973554E+001, 1.5976035E+000, 1.5973705E+000, 1.5971388E+000
 4.4762039E+002, 4.9969114E+004, 4.9969114E+004, 4.9969114E+004, 5.4877262E+001, 5.4923574E+001, 5.4974127E+001, 1.5976076E+000, 1.5973821E+000, 1.5971360E+000
 4.4825287E+002, 4.9969113E+004, 4.9969113E+004, 4.9969112E+004, 5.4876574E+001, 5.4921369E+001, 5.4974443E+001, 1.5976109E+000, 1.5973928E+000, 1.5971344E+000
 4.4880624E+002, 4.9969112E+004, 4.9969112E+004, 4.9969111E+004, 5.4876017E+001, 5.4919334E+001, 5.4974531E+001, 1.5976136E+000, 1.5974027E+000, 1.5971340E+000
 4.4943872E+002, 4.9969110E+004, 4.9969111E+004, 4.9969110E+004, 5.4875587E+001, 5.4917479E+001, 5.4974407E+001, 1.5976157E+000, 1.5974117E+000, 1.5971346E+000
 4.5007117E+002, 4.9969109E+004, 4.9969109E+004, 4.9969109E+004, 5.4875252E+001, 5.4915689E+001, 5.4974080E+001, 1.5976173E+000, 1.5974204E+000, 1.5971362E+000
 4.5062457E+002, 4.9969108E+004, 4.9969108E+004, 4.9969108E+004, 5.4875041E+001, 5.4914184E+001, 5.4973624E+001, 1.5976184E+000, 1.5974277E+000, 1.5971384E+000
 4.5125702E+002, 4.9969107E+004, 4.9969108E+004, 4.9969107E+004, 5.4874923E+001, 5.4912841E+001, 5.4973054E+001, 1.5976189E+000, 1.5974343E+000, 1.5971411E+000
 4.5181042E+002, 4.9969107E+004, 4.9969107E+004, 4.9969106E+004, 5.4874883E+001, 5.4911645E+001, 5.4972411E+001, 1.5976191E+000, 1.5974401E+000, 1.5971443E+000
 4.5244287E+002, 4.9969106E+004, 4.9969106E+004, 4.9969105E+004, 5.4874914E+001, 5.4910591E+001, 5.4971730E+001, 1.5976190E+000, 1.5974452E+000, 1.5971476E+000
 4.5307532E+002, 4.9969105E+004, 4.9969105E+004, 4.9969105E+004, 5.4875011E+001, 5.4909603E+001, 5.4971004E+001, 1.5976185E+000, 1.5974500E+000, 1.5971511E+000
 4.5362872E+002, 4.9969104E+004, 4.9969104E+004, 4.9969104E+004, 5.4875150E+001, 5.4908793E+001, 5.4970364E+001, 1.5976178E+000, 1.5974539E+000, 1.5971542E+000
 4.5426120E+002, 4.9969103E+004, 4.9969103E+004, 4.9969103E+004, 5.4875328E+001, 5.4908086E+001, 5.4969800E+001, 1.5976169E+000, 1.5974574E+000, 1.5971569E+000
 4.5481458E+002, 4.9969103E+004, 4.9969103E+004, 4.9969102E+004, 5.4875534E+001, 5.4907468E+001, 5.4969345E+001, 1.5976159E+000, 1.5974604E+000, 1.5971591E+000
 4.5544705E+002, 4.9969102E+004, 4.9969102E+004, 4.9969102E+004, 5.4875758E+001, 5.4906933E+001, 5.4969033E+001, 1.5976148E+000, 1.5974630E+000, 1.5971606E+000
 4.5600043E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4875993E+001, 5.4906468E+001, 5.4968887E+001, 1.5976137E+000, 1.5974652E+000, 1.5971614E+000
 4.5663290E+002, 4.9969101E+004, 4.9969101E+004, 4.9969101E+004, 5.4876228E+001, 5.4906071E+001, 5.4968939E+001, 1.5976125E+000, 1.5974672E+000, 1.5971611E+000
 4.5726535E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4876470E+001, 5.4905711E+001, 5.4969227E+001, 1.5976113E+000, 1.5974689E+000, 1.5971597E+000
 4.5781876E+002, 4.9969100E+004, 4.9969100E+004, 4.9969100E+004, 5.4876681E+001, 5.4905430E+001, 5.4969732E+001, 1.5976103E+000, 1.5974703E+000, 1.5971572E+000
 4.5845120E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4876868E+001, 5.4905201E+001, 5.4970481E+001, 1.5976094E+000, 1.5974714E+000, 1.5971536E+000
 4.5900461E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4877026E+001, 5.4905017E+001, 5.4971468E+001, 1.5976086E+000, 1.5974723E+000, 1.5971488E+000
 4.5963705E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4877144E+001, 5.4904877E+001, 5.4972703E+001, 1.5976080E+000, 1.5974730E+000, 1.5971427E+000
 4.6026950E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4877223E+001, 5.4904772E+001, 5.4974276E+001, 1.5976076E+000, 1.5974735E+000, 1.5971351E+000
 4.6082291E+002, 4.9969098E+004, 4.9969098E+004, 4.9969097E+004, 5.4877246E+001, 5.4904709E+001, 5.4975980E+001, 1.5976075E+000, 1.5974738E+000, 1.5971268E+000
 4.6145535E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4877213E+001, 5.4904681E+001, 5.4977893E+001, 1.5976077E+000, 1.5974739E+000, 1.5971175E+000
 4.6200876E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4877123E+001, 5.4904680E+001, 5.4979987E+001, 1.5976081E+000, 1.5974739E+000, 1.5971073E+000
 4.6264124E+002, 4.9969097E+004, 4.9969097E+004, 4.9969096E+004, 5.4876968E+001, 5.4904706E+001, 5.4982243E+001, 1.5976089E+000, 1.5974738E+000, 1.5970963E+000
 4.6327368E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4876731E+001, 5.4904757E+001, 5.4984790E+001, 1.5976100E+000, 1.5974735E+000, 1.5970839E+000
 4.6382709E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4876441E+001, 5.4904823E+001, 5.4987278E+001, 1.5976114E+000, 1.5974732E+000, 1.5970718E+000
 4.6445953E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4876081E+001, 5.4904904E+001, 5.4989832E+001, 1.5976132E+000, 1.5974728E+000, 1.5970593E+000
 4.6501294E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4875655E+001, 5.4904996E+001, 5.4992418E+001, 1.5976152E+000, 1.5974723E+000, 1.5970468E+000
 4.6564539E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4875159E+001, 5.4905098E+001, 5.4995004E+001, 1.5976177E+000, 1.5974719E+000, 1.5970342E+000
 4.6627783E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4874558E+001, 5.4905212E+001, 5.4997729E+001, 1.5976206E+000, 1.5974713E+000, 1.5970209E+000
 4.6683124E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4873929E+001, 5.4905323E+001, 5.5000221E+001, 1.5976236E+000, 1.5974708E+000, 1.5970088E+000
 4.6746368E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4873239E+001, 5.4905434E+001, 5.5002625E+001, 1.5976270E+000, 1.5974702E+000, 1.5969971E+000
 4.6801709E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4872492E+001, 5.4905545E+001, 5.5004922E+001, 1.5976306E+000, 1.5974697E+000, 1.5969859E+000
 4.6864954E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4871692E+001, 5.4905651E+001, 5.5007087E+001, 1.5976345E+000, 1.5974691E+000, 1.5969754E+000
 4.6920294E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4870846E+001, 5.4905751E+001, 5.5009111E+001, 1.5976387E+000, 1.5974687E+000, 1.5969655E+000
 4.6983539E+002, 4.9969094E+004, 4.9969095E+004, 4.9969095E+004, 5.4869956E+001, 5.4905843E+001, 5.5010976E+001, 1.5976430E+000, 1.5974682E+000, 1.5969564E+000
 4.7046786E+002, 4.9969094E+004, 4.9969094E+004, 4.9969095E+004, 5.4868967E+001, 5.4905930E+001, 5.5012787E+001, 1.5976478E+000, 1.5974678E+000, 1.5969476E+000
 4.7102127E+002, 4.9969094E+004, 4.9969094E+004, 4.9969094E+004, 5.4868010E+001, 5.4905999E+001, 5.5014311E+001, 1.5976525E+000, 1.5974675E+000, 1.5969402E+000
 4.7165372E+002, 4.9969094E+004, 4.9969094E+004, 4.9969094E+004, 5.4867029E+001, 5.4906053E+001, 5.5015660E+001, 1.5976572E+000, 1.5974672E+000, 1.5969336E+000
 4.7220712E+002, 4.9969094E+004, 4.9969094E+004, 4.9969094E+004, 5.4866031E+001, 5.4906091E+001, 5.5016844E+001, 1.5976621E+000, 1.5974670E+000, 1.5969279E+000
 4.7283957E+002, 4.9969094E+004, 4.9969094E+004, 4.9969095E+004, 5.4865023E+001, 5.4906111E+001, 5.5017856E+001, 1.5976670E+000, 1.5974669E+000, 1.5969229E+000
 4.7347202E+002, 4.9969094E+004, 4.9969094E+004, 4.9969095E+004, 5.4863943E+001, 5.4906112E+001, 5.5018760E+001, 1.5976723E+000, 1.5974669E+000, 1.5969186E+000
 4.7402542E+002, 4.9969094E+004, 4.9969095E+004, 4.9969095E+004, 5.4862934E+001, 5.4906093E+001, 5.5019448E+001, 1.5976772E+000, 1.5974670E+000, 1.5969152E+000
 4.7465787E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4861933E+001, 5.4906053E+001, 5.5019984E+001, 1.5976821E+000, 1.5974672E+000, 1.5969126E+000
 4.7521127E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4860946E+001, 5.4905993E+001, 5.5020383E+001, 1.5976869E+000, 1.5974675E+000, 1.5969107E+000
 4.7584372E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4859979E+001, 5.4905911E+001, 5.5020647E+001, 1.5976916E+000, 1.5974679E+000, 1.5969094E+000
 4.7647620E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4858974E+001, 5.4905803E+001, 5.5020793E+001, 1.5976965E+000, 1.5974684E+000, 1.5969087E+000
 4.7702957E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4858061E+001, 5.4905683E+001, 5.5020811E+001, 1.5977009E+000, 1.5974690E+000, 1.5969086E+000
 4.7766205E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4857181E+001, 5.4905544E+001, 5.5020719E+001, 1.5977052E+000, 1.5974697E+000, 1.5969090E+000
 4.7821545E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4856336E+001, 5.4905390E+001, 5.5020528E+001, 1.5977093E+000, 1.5974704E+000, 1.5969100E+000
 4.7884790E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4855531E+001, 5.4905223E+001, 5.5020241E+001, 1.5977132E+000, 1.5974712E+000, 1.5969113E+000
 4.7940131E+002, 4.9969095E+004, 4.9969095E+004, 4.9969095E+004, 5.4854767E+001, 5.4905044E+001, 5.5019869E+001, 1.5977170E+000, 1.5974721E+000, 1.5969132E+000
 4.8003375E+002, 4.9969095E+004, 4.9969095E+004, 4.9969096E+004, 5.4854047E+001, 5.4904855E+001, 5.5019413E+001, 1.5977205E+000, 1.5974730E+000, 1.5969154E+000
 4.8066620E+002, 4.9969095E+004, 4.9969096E+004, 4.9969096E+004, 5.4853328E+001, 5.4904647E+001, 5.5018843E+001, 1.5977240E+000, 1.5974740E+000, 1.5969182E+000
 4.8121960E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4852701E+001, 5.4904447E+001, 5.5018236E+001, 1.5977270E+000, 1.5974750E+000, 1.5969211E+000
 4.8185205E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4852124E+001, 5.4904244E+001, 5.5017562E+001, 1.5977299E+000, 1.5974760E+000, 1.5969244E+000
 4.8240546E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4851593E+001, 5.4904041E+001, 5.5016826E+001, 1.5977324E+000, 1.5974770E+000, 1.5969280E+000
 4.8303790E+002, 4.9969096E+004, 4.9969096E+004, 4.9969096E+004, 5.4851111E+001, 5.4903839E+001, 5.5016031E+001, 1.5977348E+000, 1.5974780E+000, 1.5969318E+000
 4.8367038E+002, 4.9969096E+004, 4.9969096E+004, 4.9969097E+004, 5.4850651E+001, 5.4903627E+001, 5.5015124E+001, 1.5977370E+000, 1.5974790E+000, 1.5969363E+000
 4.8422375E+002, 4.9969096E+004, 4.9969096E+004, 4.9969097E+004, 5.4850268E+001, 5.4903433E+001, 5.5014221E+001, 1.5977389E+000, 1.5974800E+000, 1.5969407E+000
 4.8485623E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4849935E+001, 5.4903245E+001, 5.5013271E+001, 1.5977405E+000, 1.5974809E+000, 1.5969453E+000
 4.8540961E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4849649E+001, 5.4903063E+001, 5.5012277E+001, 1.5977419E+000, 1.5974818E+000, 1.5969501E+000
 4.8604208E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4849411E+001, 5.4902889E+001, 5.5011241E+001, 1.5977431E+000, 1.5974826E+000, 1.5969552E+000
 4.8667453E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4849208E+001, 5.4902713E+001, 5.5010096E+001, 1.5977441E+000, 1.5974835E+000, 1.5969607E+000
 4.8722794E+002, 4.9969097E+004, 4.9969097E+004, 4.9969097E+004, 5.4849065E+001, 5.4902555E+001, 5.5008986E+001, 1.5977448E+000, 1.5974842E+000, 1.5969661E+000
 4.8786038E+002, 4.9969097E+004, 4.9969097E+004, 4.9969098E+004, 5.4848968E+001, 5.4902407E+001, 5.5007844E+001, 1.5977452E+000, 1.5974850E+000, 1.5969717E+000
 4.8841379E+002, 4.9969097E+004, 4.9969097E+004, 4.9969098E+004, 5.4848914E+001, 5.4902267E+001, 5.5006673E+001, 1.5977455E+000, 1.5974857E+000, 1.5969774E+000
 4.8904623E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4848905E+001, 5.4902136E+001, 5.5005475E+001, 1.5977456E+000, 1.5974863E+000, 1.5969832E+000
 4.8967868E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4848940E+001, 5.4902004E+001, 5.5004170E+001, 1.5977454E+000, 1.5974869E+000, 1.5969896E+000
 4.9023209E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4849015E+001, 5.4901889E+001, 5.5002925E+001, 1.5977450E+000, 1.5974875E+000, 1.5969956E+000
 4.9086456E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4849129E+001, 5.4901782E+001, 5.5001659E+001, 1.5977445E+000, 1.5974880E+000, 1.5970018E+000
 4.9141794E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4849281E+001, 5.4901681E+001, 5.5000376E+001, 1.5977437E+000, 1.5974885E+000, 1.5970081E+000
 4.9205042E+002, 4.9969098E+004, 4.9969098E+004, 4.9969098E+004, 5.4849470E+001, 5.4901588E+001, 5.4999076E+001, 1.5977428E+000, 1.5974890E+000, 1.5970144E+000
 4.9260379E+002, 4.9969098E+004, 4.9969098E+004, 4.9969099E+004, 5.4849693E+001, 5.4901501E+001, 5.4997761E+001, 1.5977417E+000, 1.5974894E+000, 1.5970208E+000
 4.9323627E+002, 4.9969098E+004, 4.9969098E+004, 4.9969099E+004, 5.4849949E+001, 5.4901419E+001, 5.4996431E+001, 1.5977405E+000, 1.5974898E+000, 1.5970273E+000
 4.9386871E+002, 4.9969098E+004, 4.9969099E+004, 4.9969099E+004, 5.4850257E+001, 5.4901339E+001, 5.4994998E+001, 1.5977390E+000, 1.5974902E+000, 1.5970342E+000
 4.9442212E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4850575E+001, 5.4901270E+001, 5.4993641E+001, 1.5977374E+000, 1.5974905E+000, 1.5970408E+000
 4.9505457E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4850921E+001, 5.4901206E+001, 5.4992271E+001, 1.5977357E+000, 1.5974908E+000, 1.5970475E+000
 4.9560797E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4851292E+001, 5.4901148E+001, 5.4990888E+001, 1.5977339E+000, 1.5974911E+000, 1.5970542E+000
 4.9624042E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4851688E+001, 5.4901095E+001, 5.4989491E+001, 1.5977320E+000, 1.5974914E+000, 1.5970610E+000
 4.9687286E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4852133E+001, 5.4901044E+001, 5.4987984E+001, 1.5977298E+000, 1.5974916E+000, 1.5970684E+000
 4.9742627E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4852570E+001, 5.4901003E+001, 5.4986556E+001, 1.5977277E+000, 1.5974918E+000, 1.5970753E+000
 4.9805875E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4853026E+001, 5.4900967E+001, 5.4985110E+001, 1.5977255E+000, 1.5974920E+000, 1.5970824E+000
 4.9861212E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4853497E+001, 5.4900938E+001, 5.4983646E+001, 1.5977232E+000, 1.5974921E+000, 1.5970895E+000
 4.9924460E+002, 4.9969099E+004, 4.9969099E+004, 4.9969099E+004, 5.4853983E+001, 5.4900915E+001, 5.4982161E+001, 1.5977208E+000, 1.5974923E+000, 1.5970967E+000
