s,Pa
FDS Time,"Pressure"
 2.0852911E+002,-1.8500401E+003
 2.0881177E+002,-1.8451839E+003
 2.0912975E+002,-1.8484851E+003
 2.0943005E+002,-1.8369162E+003
 2.0970210E+002,-1.8120173E+003
 2.1001302E+002,-1.8001430E+003
 2.1033049E+002,-1.7769375E+003
 2.1060909E+002,-1.7356889E+003
 2.1092252E+002,-1.6928409E+003
 2.1120113E+002,-1.6636983E+003
 2.1151456E+002,-1.6259927E+003
 2.1182799E+002,-1.5886017E+003
 2.1210658E+002,-1.5477515E+003
 2.1242001E+002,-1.5020186E+003
 2.1273344E+002,-1.4586856E+003
 2.1301205E+002,-1.4287864E+003
 2.1332547E+002,-1.4040734E+003
 2.1360408E+002,-1.3732259E+003
 2.1391751E+002,-1.3702477E+003
 2.1423094E+002,-1.3700635E+003
 2.1450954E+002,-1.3496601E+003
 2.1482297E+002,-1.3442967E+003
 2.1510158E+002,-1.3536860E+003
 2.1541501E+002,-1.3494028E+003
 2.1572844E+002,-1.3222015E+003
 2.1600703E+002,-1.3214562E+003
 2.1632047E+002,-1.3231397E+003
 2.1663390E+002,-1.3134041E+003
 2.1691249E+002,-1.3004432E+003
 2.1722592E+002,-1.3071655E+003
 2.1750453E+002,-1.3139839E+003
 2.1781796E+002,-1.3084206E+003
 2.1813139E+002,-1.2962517E+003
 2.1840999E+002,-1.2840198E+003
 2.1872342E+002,-1.2734636E+003
 2.1900203E+002,-1.2516197E+003
 2.1931721E+002,-1.2332585E+003
 2.1962872E+002,-1.2277951E+003
 2.1990909E+002,-1.2227358E+003
 2.2022061E+002,-1.2040185E+003
 2.2050098E+002,-1.2034778E+003
 2.2081250E+002,-1.2063926E+003
 2.2112401E+002,-1.2050501E+003
 2.2141684E+002,-1.1949498E+003
 2.2172523E+002,-1.2040762E+003
 2.2203363E+002,-1.2115310E+003
 2.2230777E+002,-1.2053208E+003
 2.2261618E+002,-1.1859107E+003
 2.2292458E+002,-1.1871842E+003
 2.2323297E+002,-1.1853076E+003
 2.2350711E+002,-1.1634151E+003
 2.2381551E+002,-1.1350102E+003
 2.2412392E+002,-1.1278092E+003
 2.2443231E+002,-1.1172922E+003
 2.2470645E+002,-1.0855964E+003
 2.2501485E+002,-1.0632279E+003
 2.2532326E+002,-1.0483699E+003
 2.2563165E+002,-1.0219458E+003
 2.2590579E+002,-9.8823013E+002
 2.2621419E+002,-9.7364283E+002
 2.2652258E+002,-9.5470750E+002
 2.2683099E+002,-9.1909275E+002
 2.2710513E+002,-8.9142042E+002
 2.2741353E+002,-8.7618477E+002
 2.2772192E+002,-8.5298954E+002
 2.2803033E+002,-8.1582023E+002
 2.2830446E+002,-7.9666273E+002
 2.2861287E+002,-7.8281536E+002
 2.2892126E+002,-7.6313980E+002
 2.2922968E+002,-7.3650153E+002
 2.2950380E+002,-7.2695212E+002
 2.2981221E+002,-7.2320446E+002
 2.3012061E+002,-7.1370989E+002
 2.3042900E+002,-6.9184633E+002
 2.3070314E+002,-6.8565055E+002
 2.3101154E+002,-6.8350016E+002
 2.3131995E+002,-6.8009256E+002
 2.3162834E+002,-6.6691809E+002
 2.3190248E+002,-6.5287129E+002
 2.3221088E+002,-6.4694644E+002
 2.3251929E+002,-6.3826719E+002
 2.3282768E+002,-6.2380775E+002
 2.3310182E+002,-6.0843775E+002
 2.3341022E+002,-5.9534320E+002
 2.3371863E+002,-5.7626915E+002
 2.3402702E+002,-5.6741015E+002
 2.3430116E+002,-5.5747083E+002
 2.3460956E+002,-5.4413590E+002
 2.3491795E+002,-5.3213033E+002
 2.3522636E+002,-5.2684216E+002
 2.3550049E+002,-5.2596829E+002
 2.3580890E+002,-5.2059312E+002
 2.3611729E+002,-5.1378095E+002
 2.3642570E+002,-5.0995897E+002
 2.3673410E+002,-5.0990533E+002
 2.3700824E+002,-5.0750395E+002
 2.3731664E+002,-4.9723842E+002
 2.3762503E+002,-4.9325913E+002
 2.3793344E+002,-4.8887795E+002
 2.3820758E+002,-4.8133438E+002
 2.3851598E+002,-4.7372457E+002
 2.3881354E+002,-4.6640718E+002
 2.3910782E+002,-4.5902629E+002
 2.3941130E+002,-4.4222880E+002
 2.3971478E+002,-4.3246815E+002
 2.4001826E+002,-4.2385841E+002
 2.4032175E+002,-4.1367024E+002
 2.4062523E+002,-4.0303331E+002
 2.4092871E+002,-3.8534511E+002
 2.4123219E+002,-3.7325771E+002
 2.4150197E+002,-3.6702024E+002
 2.4180545E+002,-3.5684950E+002
 2.4210893E+002,-3.4371050E+002
 2.4241241E+002,-3.2876343E+002
 2.4271590E+002,-3.1391603E+002
 2.4301938E+002,-3.0843920E+002
 2.4332286E+002,-2.9958215E+002
 2.4362634E+002,-2.8627381E+002
 2.4392982E+002,-2.7040033E+002
 2.4423331E+002,-2.5484673E+002
 2.4450307E+002,-2.4496561E+002
 2.4480655E+002,-2.3260534E+002
 2.4511003E+002,-2.1858210E+002
 2.4541351E+002,-2.0366647E+002
 2.4571700E+002,-1.8882550E+002
 2.4602048E+002,-1.8253723E+002
 2.4632396E+002,-1.7584092E+002
 2.4662744E+002,-1.6744723E+002
 2.4693092E+002,-1.5871204E+002
 2.4720068E+002,-1.4721090E+002
 2.4750417E+002,-1.4264683E+002
 2.4780765E+002,-1.3772253E+002
 2.4811450E+002,-1.2862882E+002
 2.4841124E+002,-1.1807503E+002
 2.4870798E+002,-1.0770301E+002
 2.4900471E+002,-1.0042970E+002
 2.4930145E+002,-9.3316832E+001
 2.4963528E+002,-8.3851552E+001
 2.4991541E+002,-7.3561478E+001
 2.5021185E+002,-6.4962945E+001
 2.5050830E+002,-5.3599534E+001
 2.5080804E+002,-4.5370039E+001
 2.5113414E+002,-3.7465774E+001
 2.5142400E+002,-2.8419504E+001
 2.5171387E+002,-1.9994388E+001
 2.5202676E+002,-1.3615675E+001
 2.5230330E+002,-1.0710705E+001
 2.5261635E+002,-6.5436890E+000
 2.5292940E+002,-2.9250193E-001
 2.5320766E+002, 7.3343728E+000
 2.5351706E+002, 1.5218496E+001
 2.5382838E+002, 2.1699106E+001
 2.5410858E+002, 2.7453122E+001
 2.5441992E+002, 3.3658878E+001
 2.5470946E+002, 4.1537825E+001
 2.5501768E+002, 5.1984857E+001
 2.5532591E+002, 6.2607714E+001
 2.5563412E+002, 7.3440313E+001
 2.5590810E+002, 8.6986577E+001
 2.5621634E+002, 1.0157755E+002
 2.5652454E+002, 1.1750294E+002
 2.5683276E+002, 1.3450387E+002
 2.5710675E+002, 1.4963833E+002
 2.5741498E+002, 1.6391453E+002
 2.5772318E+002, 1.7863742E+002
 2.5803140E+002, 1.9251992E+002
 2.5830539E+002, 2.0373500E+002
 2.5861362E+002, 2.1260837E+002
 2.5892181E+002, 2.2058690E+002
 2.5923004E+002, 2.2804087E+002
 2.5950403E+002, 2.3435978E+002
 2.5981226E+002, 2.3903544E+002
 2.6012045E+002, 2.4248660E+002
 2.6042868E+002, 2.4531382E+002
 2.6070267E+002, 2.4900032E+002
 2.6101086E+002, 2.5363914E+002
 2.6131909E+002, 2.5840148E+002
 2.6162732E+002, 2.6337557E+002
 2.6190131E+002, 2.6898485E+002
 2.6220950E+002, 2.7588577E+002
 2.6251773E+002, 2.8489094E+002
 2.6282596E+002, 2.9485611E+002
 2.6313419E+002, 3.0411731E+002
 2.6340814E+002, 3.1220780E+002
 2.6371637E+002, 3.1981650E+002
 2.6402460E+002, 3.2763696E+002
 2.6433282E+002, 3.3735907E+002
 2.6460678E+002, 3.4288623E+002
 2.6491501E+002, 3.4063172E+002
 2.6522324E+002, 3.5740655E+002
 2.6553146E+002, 3.6179439E+002
 2.6580542E+002, 3.5842807E+002
 2.6611365E+002, 3.6402151E+002
 2.6642188E+002, 3.7946981E+002
 2.6673010E+002, 3.7964423E+002
 2.6700406E+002, 3.7720070E+002
 2.6730530E+002, 3.8659809E+002
 2.6762192E+002, 4.0206946E+002
 2.6792624E+002, 4.0874661E+002
 2.6823059E+002, 4.0674848E+002
 2.6852771E+002, 4.1638637E+002
 2.6883292E+002, 4.3181046E+002
 2.6913208E+002, 4.4267215E+002
 2.6943124E+002, 4.3885729E+002
 2.6971359E+002, 4.3339982E+002
 2.7000043E+002, 4.4195923E+002
 2.7030933E+002, 4.5783943E+002
 2.7063470E+002, 4.6001418E+002
 2.7091977E+002, 4.5656341E+002
 2.7120786E+002, 4.6424585E+002
 2.7151651E+002, 4.9483081E+002
 2.7181531E+002, 5.1003248E+002
 2.7210129E+002, 5.0590398E+002
 2.7240494E+002, 4.9803559E+002
 2.7270859E+002, 4.9997839E+002
 2.7301224E+002, 5.1489245E+002
 2.7331516E+002, 5.2148989E+002
 2.7360229E+002, 5.2453492E+002
 2.7390472E+002, 5.3290797E+002
 2.7421555E+002, 5.4612461E+002
 2.7452808E+002, 5.7656548E+002
 2.7482895E+002, 6.0033016E+002
 2.7512289E+002, 6.1745759E+002
 2.7540628E+002, 5.9713911E+002
 2.7570270E+002, 6.2378890E+002
 2.7603204E+002, 6.5433402E+002
 2.7631421E+002, 6.8274997E+002
 2.7660663E+002, 6.8367600E+002
 2.7691684E+002, 6.4492429E+002
 2.7723193E+002, 6.8070716E+002
 2.7750461E+002, 7.0789371E+002
 2.7780029E+002, 7.2811322E+002
 2.7810718E+002, 7.0634702E+002
 2.7840677E+002, 6.7723367E+002
 2.7871899E+002, 7.2062068E+002
 2.7901575E+002, 7.4246770E+002
 2.7931027E+002, 7.3840064E+002
 2.7961713E+002, 6.9167825E+002
 2.7990109E+002, 6.9472747E+002
 2.8021661E+002, 7.4121431E+002
 2.8050909E+002, 7.6812272E+002
 2.8081638E+002, 7.2637811E+002
 2.8113333E+002, 6.8042108E+002
 2.8140784E+002, 7.2034370E+002
 2.8172290E+002, 7.5930089E+002
 2.8201712E+002, 7.6492652E+002
 2.8232938E+002, 6.9141966E+002
 2.8262308E+002, 6.9448355E+002
 2.8291193E+002, 7.2666514E+002
 2.8320145E+002, 7.5279593E+002
 2.8351392E+002, 7.2088511E+002
 2.8381525E+002, 6.7208293E+002
 2.8410831E+002, 7.0145227E+002
 2.8441095E+002, 7.4259497E+002
 2.8470654E+002, 7.5931278E+002
 2.8500089E+002, 7.0017617E+002
 2.8532217E+002, 6.7817741E+002
 2.8560635E+002, 7.0992534E+002
 2.8591949E+002, 7.4556772E+002
 2.8622330E+002, 7.4717993E+002
 2.8651483E+002, 6.8230108E+002
 2.8680411E+002, 6.9744006E+002
 2.8711578E+002, 7.3890310E+002
 2.8742157E+002, 7.8832662E+002
 2.8770544E+002, 7.6043071E+002
 2.8801718E+002, 6.9906854E+002
 2.8830536E+002, 7.2312002E+002
 2.8860355E+002, 7.6610057E+002
 2.8892029E+002, 8.0779583E+002
 2.8920966E+002, 7.5656061E+002
 2.8950348E+002, 7.0458164E+002
 2.8981296E+002, 7.3847660E+002
 2.9010840E+002, 7.7862845E+002
 2.9041733E+002, 7.9873111E+002
 2.9073404E+002, 7.2583138E+002
 2.9100815E+002, 7.1831346E+002
 2.9132471E+002, 7.6095037E+002
 2.9162009E+002, 7.9884304E+002
 2.9190512E+002, 7.6967922E+002
 2.9222635E+002, 7.0511173E+002
 2.9252298E+002, 7.2929190E+002
 2.9281305E+002, 7.7069780E+002
 2.9310370E+002, 8.0060374E+002
 2.9342126E+002, 7.4138452E+002
 2.9372513E+002, 6.9961679E+002
 2.9401886E+002, 7.3224875E+002
 2.9431409E+002, 7.6856204E+002
 2.9460422E+002, 7.7464043E+002
 2.9491159E+002, 7.0488579E+002
 2.9521088E+002, 7.0140137E+002
 2.9552518E+002, 7.4317886E+002
 2.9580270E+002, 7.8053174E+002
 2.9610233E+002, 7.5622531E+002
 2.9641971E+002, 6.9673739E+002
 2.9671292E+002, 7.2270541E+002
 2.9700470E+002, 7.6010921E+002
 2.9731079E+002, 7.8624212E+002
 2.9762103E+002, 7.3202876E+002
 2.9791272E+002, 6.9987038E+002
 2.9822433E+002, 7.4268329E+002
 2.9852515E+002, 7.8970000E+002
 2.9881860E+002, 7.9472057E+002
 2.9912085E+002, 7.2638202E+002
 2.9942639E+002, 7.1911836E+002
 2.9973190E+002, 7.6465074E+002
 3.0001105E+002, 8.0597327E+002
