s,kW,kW,kW,kW,kg/s,atm
 2.3853529E+002, 2.9512284E+001, 1.8293110E+001,-1.5762751E+001, 3.6031971E+001, 3.3840503E-003, 9.9672974E-001
 2.3882021E+002, 3.0347656E+001, 1.8596431E+001,-1.6035078E+001, 3.5627928E+001, 3.3840503E-003, 9.9669379E-001
 2.3910512E+002, 2.9445462E+001, 1.8260274E+001,-1.6420386E+001, 3.5343028E+001, 3.3840503E-003, 9.9663759E-001
 2.3942563E+002, 2.6689674E+001, 1.7313947E+001,-1.6389080E+001, 3.4803734E+001, 3.3840503E-003, 9.9652422E-001
 2.3971054E+002, 2.8977104E+001, 1.8159676E+001,-1.6268562E+001, 3.4364734E+001, 3.3840503E-003, 9.9648722E-001
 2.4003105E+002, 2.9406004E+001, 1.8113338E+001,-1.5988551E+001, 3.4524350E+001, 3.3840503E-003, 9.9647152E-001
 2.4031596E+002, 2.9877226E+001, 1.8220968E+001,-1.5911179E+001, 3.4459985E+001, 3.3840503E-003, 9.9645979E-001
 2.4060088E+002, 2.9941882E+001, 1.8245517E+001,-1.5850390E+001, 3.4371593E+001, 3.3840503E-003, 9.9647641E-001
 2.4092139E+002, 2.9954371E+001, 1.8175360E+001,-1.5689856E+001, 3.4354312E+001, 3.3840503E-003, 9.9648113E-001
 2.4120630E+002, 3.1526098E+001, 1.8661857E+001,-1.5788672E+001, 3.4359680E+001, 3.3840503E-003, 9.9653499E-001
 2.4152681E+002, 3.0996863E+001, 1.8289777E+001,-1.5701985E+001, 3.4598112E+001, 3.3840503E-003, 9.9663407E-001
 2.4181172E+002, 3.0973122E+001, 1.8290882E+001,-1.5539264E+001, 3.4567158E+001, 3.3840503E-003, 9.9668125E-001
 2.4213225E+002, 3.0183111E+001, 1.8121213E+001,-1.5129233E+001, 3.4468527E+001, 3.3840503E-003, 9.9671425E-001
 2.4241714E+002, 2.8607532E+001, 1.7639303E+001,-1.4867101E+001, 3.4300140E+001, 3.3840503E-003, 9.9666620E-001
 2.4270206E+002, 3.0050051E+001, 1.8211562E+001,-1.5125891E+001, 3.4089107E+001, 3.3840503E-003, 9.9667315E-001
 2.4302258E+002, 2.8731559E+001, 1.7644091E+001,-1.5331091E+001, 3.4095369E+001, 3.3840503E-003, 9.9666500E-001
 2.4330748E+002, 2.6430669E+001, 1.6830630E+001,-1.5525289E+001, 3.3809399E+001, 3.3840503E-003, 9.9659525E-001
 2.4362801E+002, 2.6305957E+001, 1.6898044E+001,-1.5491786E+001, 3.3412783E+001, 3.3840503E-003, 9.9650341E-001
 2.4391290E+002, 2.4457271E+001, 1.6353188E+001,-1.5455998E+001, 3.2968065E+001, 3.3840503E-003, 9.9635515E-001
 2.4423343E+002, 2.5896363E+001, 1.6925799E+001,-1.6021555E+001, 3.2507915E+001, 3.3840503E-003, 9.9626428E-001
 2.4451834E+002, 2.6761442E+001, 1.7091135E+001,-1.6028741E+001, 3.2409752E+001, 3.3840503E-003, 9.9622991E-001
 2.4480324E+002, 2.6974105E+001, 1.6999467E+001,-1.6218846E+001, 3.2493440E+001, 3.3840503E-003, 9.9621889E-001
 2.4512376E+002, 2.2825952E+001, 1.5563540E+001,-1.6799546E+001, 3.2140188E+001, 3.3840503E-003, 9.9609380E-001
 2.4540866E+002, 2.2420044E+001, 1.5651219E+001,-1.6820707E+001, 3.1373680E+001, 3.3840503E-003, 9.9594709E-001
 2.4570425E+002, 2.3295797E+001, 1.6012883E+001,-1.6636376E+001, 3.1044538E+001, 3.3840503E-003, 9.9583204E-001
 2.4601765E+002, 2.3500645E+001, 1.5995860E+001,-1.6377342E+001, 3.0991457E+001, 3.3840503E-003, 9.9572253E-001
 2.4633105E+002, 2.7403184E+001, 1.7236197E+001,-1.6208286E+001, 3.1117450E+001, 3.3840503E-003, 9.9570585E-001
 2.4660527E+002, 2.5531078E+001, 1.6365323E+001,-1.6164011E+001, 3.1533785E+001, 3.3840503E-003, 9.9573101E-001
 2.4691867E+002, 2.1742560E+001, 1.5053008E+001,-1.6538967E+001, 3.1337044E+001, 3.3840503E-003, 9.9556951E-001
 2.4723207E+002, 2.3030035E+001, 1.5738333E+001,-1.6894271E+001, 3.0707893E+001, 3.3840503E-003, 9.9545504E-001
 2.4750629E+002, 2.4070164E+001, 1.6076838E+001,-1.6479160E+001, 3.0621634E+001, 3.3840503E-003, 9.9538061E-001
 2.4781969E+002, 2.6983909E+001, 1.6980973E+001,-1.6224482E+001, 3.0857508E+001, 3.3840503E-003, 9.9536804E-001
 2.4813309E+002, 2.7356456E+001, 1.6922166E+001,-1.6516471E+001, 3.1230295E+001, 3.3840503E-003, 9.9543376E-001
 2.4840730E+002, 2.1251953E+001, 1.4698689E+001,-1.6938322E+001, 3.1038762E+001, 3.3840503E-003, 9.9532022E-001
 2.4871675E+002, 2.3696002E+001, 1.5702423E+001,-1.6911149E+001, 3.0435787E+001, 3.3840503E-003, 9.9526457E-001
 2.4903374E+002, 2.4149827E+001, 1.5849752E+001,-1.6822722E+001, 3.0224668E+001, 3.3840503E-003, 9.9522251E-001
 2.4931552E+002, 2.7230381E+001, 1.6776515E+001,-1.6919128E+001, 3.0431189E+001, 3.3840503E-003, 9.9530978E-001
 2.4963251E+002, 2.4754684E+001, 1.5630035E+001,-1.6949167E+001, 3.0810199E+001, 3.3840503E-003, 9.9535597E-001
 2.4991428E+002, 2.2505121E+001, 1.4958653E+001,-1.7304391E+001, 3.0354700E+001, 3.3840503E-003, 9.9531246E-001
 2.5023126E+002, 2.1961438E+001, 1.4969487E+001,-1.7363437E+001, 2.9758435E+001, 3.3840503E-003, 9.9525450E-001
 2.5052361E+002, 2.3234000E+001, 1.5435455E+001,-1.7283950E+001, 2.9480632E+001, 3.3840503E-003, 9.9522405E-001
 2.5083354E+002, 2.5933196E+001, 1.6233086E+001,-1.7090893E+001, 2.9616706E+001, 3.3840503E-003, 9.9531807E-001
 2.5110475E+002, 2.4395510E+001, 1.5488683E+001,-1.6921473E+001, 2.9876865E+001, 3.3840503E-003, 9.9535529E-001
 2.5141470E+002, 2.5582609E+001, 1.5794883E+001,-1.7041974E+001, 2.9950960E+001, 3.3840503E-003, 9.9544472E-001
 2.5171689E+002, 2.4641960E+001, 1.5423110E+001,-1.7010546E+001, 2.9956013E+001, 3.3840503E-003, 9.9551442E-001
 2.5203069E+002, 2.5057895E+001, 1.5691805E+001,-1.6936791E+001, 2.9694582E+001, 3.3840503E-003, 9.9556515E-001
 2.5230962E+002, 2.8171224E+001, 1.6670735E+001,-1.6924388E+001, 2.9948159E+001, 3.3840503E-003, 9.9571843E-001
 2.5262343E+002, 2.8092394E+001, 1.6437181E+001,-1.6585632E+001, 3.0467302E+001, 3.3840503E-003, 9.9588494E-001
 2.5291978E+002, 2.6786011E+001, 1.5970881E+001,-1.5895108E+001, 3.0546974E+001, 3.3840503E-003, 9.9597625E-001
 2.5322661E+002, 2.8201436E+001, 1.6514559E+001,-1.5643629E+001, 3.0450318E+001, 3.3840503E-003, 9.9610683E-001
 2.5353343E+002, 2.9048629E+001, 1.6738353E+001,-1.5770721E+001, 3.0605852E+001, 3.3840503E-003, 9.9627061E-001
 2.5380191E+002, 3.0135530E+001, 1.7059492E+001,-1.5448016E+001, 3.0798757E+001, 3.3840503E-003, 9.9642900E-001
 2.5410873E+002, 3.3429434E+001, 1.8149783E+001,-1.5036765E+001, 3.1067498E+001, 3.3840503E-003, 9.9673180E-001
 2.5441556E+002, 2.8921545E+001, 1.6519645E+001,-1.5003622E+001, 3.1193287E+001, 3.3840503E-003, 9.9685483E-001
 2.5472240E+002, 3.2028687E+001, 1.7614875E+001,-1.4898374E+001, 3.1220879E+001, 3.3840503E-003, 9.9707058E-001
 2.5502922E+002, 3.3750803E+001, 1.8022904E+001,-1.4584396E+001, 3.1718440E+001, 3.3840503E-003, 9.9734725E-001
 2.5533604E+002, 3.4828594E+001, 1.8250297E+001,-1.4485841E+001, 3.2184591E+001, 3.3840503E-003, 9.9766570E-001
 2.5560451E+002, 3.3362407E+001, 1.7658786E+001,-1.4243336E+001, 3.2504291E+001, 3.3840503E-003, 9.9789539E-001
 2.5591135E+002, 3.2829274E+001, 1.7526550E+001,-1.4140036E+001, 3.2514446E+001, 3.3840503E-003, 9.9811760E-001
 2.5621817E+002, 3.4050293E+001, 1.8017388E+001,-1.4076470E+001, 3.2501620E+001, 3.3840503E-003, 9.9837188E-001
 2.5652499E+002, 3.5658761E+001, 1.8458665E+001,-1.3624087E+001, 3.2806454E+001, 3.3840503E-003, 9.9866583E-001
 2.5683182E+002, 3.6094145E+001, 1.8514697E+001,-1.3612989E+001, 3.3223243E+001, 3.3840503E-003, 9.9897120E-001
 2.5711935E+002, 3.4738117E+001, 1.8039535E+001,-1.4013653E+001, 3.3373260E+001, 3.3840503E-003, 9.9922473E-001
 2.5742984E+002, 3.4408549E+001, 1.8012344E+001,-1.3571687E+001, 3.3204635E+001, 3.3840503E-003, 9.9946288E-001
 2.5770584E+002, 3.5060806E+001, 1.8258848E+001,-1.2842061E+001, 3.3228885E+001, 3.3840503E-003, 9.9967030E-001
 2.5801633E+002, 3.5541906E+001, 1.8415057E+001,-1.2302493E+001, 3.3411641E+001, 3.3840503E-003, 9.9989659E-001
 2.5832681E+002, 3.6085805E+001, 1.8592436E+001,-1.1326549E+001, 3.3662527E+001, 3.3840503E-003, 1.0001087E+000
 2.5860278E+002, 3.4910160E+001, 1.8192017E+001,-1.1704401E+001, 3.3708677E+001, 3.3840503E-003, 1.0002741E+000
 2.5891327E+002, 3.4770649E+001, 1.8161880E+001,-1.1996576E+001, 3.3427980E+001, 3.3840503E-003, 1.0004631E+000
 2.5922375E+002, 3.5421116E+001, 1.8363525E+001,-1.1333555E+001, 3.3362158E+001, 3.3840503E-003, 1.0006497E+000
 2.5953424E+002, 3.5691792E+001, 1.8431198E+001,-1.1331961E+001, 3.3482218E+001, 3.3840503E-003, 1.0008464E+000
 2.5981021E+002, 3.5660276E+001, 1.8404140E+001,-1.1237527E+001, 3.3566232E+001, 3.3840503E-003, 1.0010142E+000
 2.6012070E+002, 3.6275937E+001, 1.8609105E+001,-1.0842449E+001, 3.3630361E+001, 3.3840503E-003, 1.0012094E+000
 2.6043118E+002, 3.7943157E+001, 1.9151510E+001,-9.7520269E+000, 3.3899996E+001, 3.3840503E-003, 1.0014180E+000
 2.6070718E+002, 3.8715174E+001, 1.9363106E+001,-9.2302727E+000, 3.4350151E+001, 3.3840503E-003, 1.0016111E+000
 2.6101767E+002, 3.8432961E+001, 1.9252426E+001,-9.0889991E+000, 3.4559714E+001, 3.3840503E-003, 1.0018141E+000
 2.6132816E+002, 3.8128803E+001, 1.9196931E+001,-8.3266590E+000, 3.4543511E+001, 3.3840503E-003, 1.0019770E+000
 2.6160413E+002, 3.8114117E+001, 1.9265087E+001,-8.5263824E+000, 3.4507930E+001, 3.3840503E-003, 1.0021201E+000
 2.6191461E+002, 3.8086427E+001, 1.9238687E+001,-8.5911865E+000, 3.4474661E+001, 3.3840503E-003, 1.0022837E+000
 2.6222510E+002, 3.7960582E+001, 1.9162888E+001,-8.1003534E+000, 3.4493231E+001, 3.3840503E-003, 1.0024411E+000
 2.6250107E+002, 3.5943671E+001, 1.8466665E+001,-8.2136423E+000, 3.4454174E+001, 3.3840503E-003, 1.0025146E+000
 2.6281155E+002, 3.4152360E+001, 1.8042432E+001,-8.5887594E+000, 3.4049702E+001, 3.3840503E-003, 1.0025292E+000
 2.6312204E+002, 3.8487629E+001, 1.9620814E+001,-8.8128485E+000, 3.3947201E+001, 3.3840503E-003, 1.0026887E+000
 2.6343253E+002, 3.4508126E+001, 1.8035494E+001,-8.9446278E+000, 3.4172617E+001, 3.3840503E-003, 1.0027278E+000
 2.6370853E+002, 3.8518775E+001, 1.9417910E+001,-8.9915217E+000, 3.4039640E+001, 3.3840503E-003, 1.0029119E+000
 2.6401901E+002, 3.2840526E+001, 1.7343095E+001,-9.4146563E+000, 3.3822541E+001, 3.3840503E-003, 1.0029450E+000
 2.6431509E+002, 2.9623367E+001, 1.6524020E+001,-1.0501335E+001, 3.2906748E+001, 3.3840503E-003, 1.0028729E+000
 2.6463025E+002, 3.6348661E+001, 1.9043700E+001,-1.0505160E+001, 3.2623957E+001, 3.3840503E-003, 1.0030115E+000
 2.6490216E+002, 3.1173631E+001, 1.6935093E+001,-9.8221119E+000, 3.3083838E+001, 3.3840503E-003, 1.0030212E+000
 2.6520804E+002, 2.9233285E+001, 1.6422497E+001,-9.7043413E+000, 3.2422854E+001, 3.3840503E-003, 1.0029362E+000
 2.6551392E+002, 2.6300839E+001, 1.5608905E+001,-9.6803039E+000, 3.1648107E+001, 3.3840503E-003, 1.0027133E+000
 2.6581982E+002, 3.9700832E+001, 2.0256415E+001,-9.8963170E+000, 3.2056039E+001, 3.3840503E-003, 1.0029450E+000
 2.6612570E+002, 3.4408667E+001, 1.7752813E+001,-9.3989274E+000, 3.3380057E+001, 3.3840503E-003, 1.0030999E+000
 2.6643161E+002, 3.0862521E+001, 1.6655983E+001,-9.1051734E+000, 3.2714826E+001, 3.3840503E-003, 1.0030820E+000
 2.6670349E+002, 2.8510979E+001, 1.6134062E+001,-8.5966935E+000, 3.1837113E+001, 3.3840503E-003, 1.0029566E+000
 2.6700046E+002, 3.2452179E+001, 1.7857103E+001,-9.5339759E+000, 3.1521758E+001, 3.3840503E-003, 1.0029020E+000
 2.6732812E+002, 3.6966039E+001, 1.9062787E+001,-9.6923081E+000, 3.2352029E+001, 3.3840503E-003, 1.0031540E+000
 2.6760416E+002, 3.2843246E+001, 1.7304080E+001,-8.9446006E+000, 3.2628048E+001, 3.3840503E-003, 1.0032136E+000
 2.6792160E+002, 2.8095038E+001, 1.5688441E+001,-8.9052540E+000, 3.1930625E+001, 3.3840503E-003, 1.0030954E+000
 2.6820688E+002, 2.8937779E+001, 1.6241252E+001,-1.0585139E+001, 3.1545321E+001, 3.3840503E-003, 1.0030742E+000
 2.6852383E+002, 3.7985884E+001, 1.9472646E+001,-1.0919962E+001, 3.1857242E+001, 3.3840503E-003, 1.0033006E+000
 2.6881006E+002, 3.4463483E+001, 1.7843391E+001,-9.0927930E+000, 3.2477285E+001, 3.3840503E-003, 1.0034210E+000
 2.6911227E+002, 2.9054980E+001, 1.5846961E+001,-8.3424510E+000, 3.2144895E+001, 3.3840503E-003, 1.0033911E+000
 2.6942194E+002, 3.0777694E+001, 1.6716078E+001,-8.9381652E+000, 3.1481428E+001, 3.3840503E-003, 1.0033576E+000
 2.6971967E+002, 3.2878291E+001, 1.7844870E+001,-9.9450426E+000, 3.1478414E+001, 3.3840503E-003, 1.0033329E+000
 2.7000577E+002, 3.6793540E+001, 1.8769410E+001,-9.3968552E+000, 3.2495328E+001, 3.3840503E-003, 1.0035726E+000
 2.7032996E+002, 3.2750103E+001, 1.6988187E+001,-8.8503340E+000, 3.2611224E+001, 3.3840503E-003, 1.0036743E+000
 2.7061786E+002, 3.0207951E+001, 1.6177797E+001,-9.0966694E+000, 3.1755464E+001, 3.3840503E-003, 1.0036377E+000
 2.7090640E+002, 3.0751864E+001, 1.6519730E+001,-1.0256805E+001, 3.1636129E+001, 3.3840503E-003, 1.0036999E+000
 2.7122668E+002, 3.7574119E+001, 1.9168009E+001,-1.0230330E+001, 3.1622687E+001, 3.3840503E-003, 1.0039315E+000
 2.7153458E+002, 3.6204517E+001, 1.8258823E+001,-8.7146312E+000, 3.2313729E+001, 3.3840503E-003, 1.0041189E+000
 2.7180682E+002, 3.0407893E+001, 1.6150101E+001,-9.0250827E+000, 3.1976804E+001, 3.3840503E-003, 1.0041590E+000
 2.7212057E+002, 3.0346350E+001, 1.6363646E+001,-9.8109217E+000, 3.1240920E+001, 3.3840503E-003, 1.0041370E+000
 2.7242471E+002, 2.8151902E+001, 1.6050520E+001,-1.0337202E+001, 3.0854571E+001, 3.3840503E-003, 1.0040138E+000
 2.7272955E+002, 3.6894688E+001, 1.9090678E+001,-9.5396183E+000, 3.1225344E+001, 3.3840503E-003, 1.0042301E+000
 2.7301590E+002, 3.9025563E+001, 1.9186857E+001,-8.0086384E+000, 3.2350074E+001, 3.3840503E-003, 1.0044836E+000
 2.7332477E+002, 3.3298920E+001, 1.6943059E+001,-7.6477177E+000, 3.2587455E+001, 3.3840503E-003, 1.0045365E+000
 2.7362122E+002, 3.0367345E+001, 1.6415346E+001,-8.5301594E+000, 3.1864772E+001, 3.3840503E-003, 1.0045206E+000
 2.7390247E+002, 3.2965692E+001, 1.7661998E+001,-9.1124508E+000, 3.1630820E+001, 3.3840503E-003, 1.0044746E+000
 2.7422528E+002, 3.9969228E+001, 1.9583353E+001,-8.0334471E+000, 3.2768720E+001, 3.3840503E-003, 1.0048086E+000
 2.7450854E+002, 3.7078141E+001, 1.8124349E+001,-6.9217777E+000, 3.3220852E+001, 3.3840503E-003, 1.0050088E+000
 2.7482751E+002, 3.0472799E+001, 1.5932013E+001,-6.6625366E+000, 3.2428316E+001, 3.3840503E-003, 1.0049462E+000
 2.7512277E+002, 2.3658896E+001, 1.4321633E+001,-8.1188881E+000, 3.1423087E+001, 3.3840503E-003, 1.0047165E+000
 2.7541824E+002, 3.9004742E+001, 2.0059247E+001,-9.4366321E+000, 3.0751233E+001, 3.3840503E-003, 1.0049285E+000
 2.7570880E+002, 4.0703091E+001, 1.9554358E+001,-8.1599804E+000, 3.2351038E+001, 3.3840503E-003, 1.0052774E+000
 2.7602777E+002, 3.3878808E+001, 1.6780711E+001,-7.7465075E+000, 3.2613115E+001, 3.3840503E-003, 1.0054478E+000
 2.7632590E+002, 2.6767808E+001, 1.4841659E+001,-8.6923485E+000, 3.1535945E+001, 3.3840503E-003, 1.0053636E+000
 2.7660968E+002, 2.1934214E+001, 1.4416335E+001,-9.4635561E+000, 2.9699929E+001, 3.3840503E-003, 1.0049470E+000
 2.7692310E+002, 4.1828435E+001, 2.0934508E+001,-7.3418921E+000, 3.0413155E+001, 3.3840503E-003, 1.0053244E+000
 2.7722229E+002, 3.7237950E+001, 1.8045994E+001,-6.5925783E+000, 3.2556465E+001, 3.3840503E-003, 1.0055509E+000
 2.7751111E+002, 2.9169922E+001, 1.5397736E+001,-7.0761633E+000, 3.1792179E+001, 3.3840503E-003, 1.0055217E+000
 2.7780450E+002, 1.6741694E+001, 1.2163108E+001,-8.0001082E+000, 3.0073671E+001, 3.3840503E-003, 1.0050409E+000
 2.7812286E+002, 3.6087084E+001, 1.9352229E+001,-7.7612211E+000, 2.9561482E+001, 3.3840503E-003, 1.0051336E+000
 2.7841574E+002, 4.5362124E+001, 2.1274894E+001,-5.7884180E+000, 3.2040600E+001, 3.3840503E-003, 1.0055254E+000
 2.7871423E+002, 3.5710574E+001, 1.7223826E+001,-5.0975103E+000, 3.3384690E+001, 3.3840503E-003, 1.0056767E+000
 2.7902768E+002, 2.0234528E+001, 1.2814806E+001,-6.5724555E+000, 3.1843704E+001, 3.3840503E-003, 1.0052872E+000
 2.7932431E+002, 3.0416006E+001, 1.7775683E+001,-7.2519262E+000, 2.9731703E+001, 3.3840503E-003, 1.0050650E+000
 2.7963977E+002, 4.1369350E+001, 2.0579012E+001,-5.6185352E+000, 3.1212466E+001, 3.3840503E-003, 1.0053343E+000
 2.7993140E+002, 3.7323501E+001, 1.8109385E+001,-5.3903469E+000, 3.2648002E+001, 3.3840503E-003, 1.0055770E+000
 2.8020453E+002, 2.6647197E+001, 1.4676063E+001,-5.8771537E+000, 3.1944400E+001, 3.3840503E-003, 1.0054123E+000
 2.8051285E+002, 2.2184950E+001, 1.4561296E+001,-7.1289045E+000, 3.0168103E+001, 3.3840503E-003, 1.0049000E+000
 2.8082843E+002, 4.3787167E+001, 2.1816303E+001,-6.9570366E+000, 3.0752072E+001, 3.3840503E-003, 1.0052400E+000
 2.8112790E+002, 4.1369322E+001, 1.9667835E+001,-5.5153704E+000, 3.2689840E+001, 3.3840503E-003, 1.0055283E+000
 2.8140701E+002, 3.3416330E+001, 1.6693046E+001,-5.8142425E+000, 3.2690824E+001, 3.3840503E-003, 1.0055752E+000
 2.8171805E+002, 1.8047867E+001, 1.2478558E+001,-6.9717429E+000, 3.0976360E+001, 3.3840503E-003, 1.0050137E+000
 2.8203427E+002, 3.7137582E+001, 2.0001114E+001,-6.4303326E+000, 2.9797059E+001, 3.3840503E-003, 1.0050509E+000
 2.8230902E+002, 4.3590194E+001, 2.0872064E+001,-4.4898871E+000, 3.2021393E+001, 3.3840503E-003, 1.0053287E+000
 2.8262515E+002, 3.6227637E+001, 1.7591144E+001,-4.8506464E+000, 3.2994220E+001, 3.3840503E-003, 1.0054860E+000
 2.8291470E+002, 2.3429909E+001, 1.3520789E+001,-6.5289906E+000, 3.2097544E+001, 3.3840503E-003, 1.0052315E+000
 2.8320059E+002, 2.3621143E+001, 1.5201279E+001,-8.1977884E+000, 2.9684050E+001, 3.3840503E-003, 1.0048010E+000
 2.8353622E+002, 3.9829848E+001, 2.0262185E+001,-7.2245845E+000, 3.0444162E+001, 3.3840503E-003, 1.0050634E+000
 2.8383762E+002, 3.8272828E+001, 1.8527514E+001,-6.7349343E+000, 3.2064998E+001, 3.3840503E-003, 1.0052926E+000
 2.8411575E+002, 2.9934395E+001, 1.5498096E+001,-7.8006116E+000, 3.1741366E+001, 3.3840503E-003, 1.0052703E+000
 2.8440634E+002, 1.7555408E+001, 1.2128349E+001,-9.5950599E+000, 3.0077052E+001, 3.3840503E-003, 1.0048513E+000
 2.8470956E+002, 3.5823119E+001, 1.9100211E+001,-9.2704543E+000, 2.9238422E+001, 3.3840503E-003, 1.0049438E+000
 2.8501694E+002, 3.9817498E+001, 1.9400478E+001,-7.1356837E+000, 3.1060544E+001, 3.3840503E-003, 1.0052735E+000
 2.8532800E+002, 3.5800127E+001, 1.7219147E+001,-7.3320695E+000, 3.2033874E+001, 3.3840503E-003, 1.0054384E+000
 2.8562198E+002, 2.4840587E+001, 1.3867716E+001,-8.0008812E+000, 3.1296198E+001, 3.3840503E-003, 1.0053285E+000
 2.8592856E+002, 2.5745198E+001, 1.5359405E+001,-8.3938940E+000, 2.9828279E+001, 3.3840503E-003, 1.0050067E+000
 2.8620593E+002, 4.0732826E+001, 2.0203135E+001,-6.3675290E+000, 3.0494502E+001, 3.3840503E-003, 1.0052686E+000
 2.8653577E+002, 3.8691948E+001, 1.8589196E+001,-6.4647543E+000, 3.2037201E+001, 3.3840503E-003, 1.0055480E+000
 2.8681607E+002, 3.0941519E+001, 1.5785112E+001,-7.4918444E+000, 3.1639139E+001, 3.3840503E-003, 1.0055908E+000
 2.8710220E+002, 1.7871024E+001, 1.2056598E+001,-8.5049998E+000, 2.9960537E+001, 3.3840503E-003, 1.0051717E+000
 2.8740927E+002, 3.1353911E+001, 1.7479764E+001,-9.1463698E+000, 2.8767497E+001, 3.3840503E-003, 1.0051538E+000
 2.8773947E+002, 4.1736040E+001, 1.9988137E+001,-8.1865242E+000, 3.0605821E+001, 3.3840503E-003, 1.0055650E+000
 2.8800806E+002, 4.0210321E+001, 1.8600681E+001,-7.2184532E+000, 3.2046763E+001, 3.3840503E-003, 1.0059157E+000
 2.8830170E+002, 2.8604639E+001, 1.4662757E+001,-7.3619546E+000, 3.1815628E+001, 3.3840503E-003, 1.0059166E+000
 2.8860596E+002, 1.6483718E+001, 1.2231845E+001,-7.6888974E+000, 2.9241562E+001, 3.3840503E-003, 1.0053319E+000
 2.8892236E+002, 4.1481070E+001, 2.1294974E+001,-6.7117436E+000, 2.8950808E+001, 3.3840503E-003, 1.0055448E+000
 2.8922165E+002, 4.4638992E+001, 2.0569283E+001,-5.7072559E+000, 3.2133788E+001, 3.3840503E-003, 1.0059615E+000
 2.8951291E+002, 3.9115696E+001, 1.7922902E+001,-6.1689493E+000, 3.3019620E+001, 3.3840503E-003, 1.0062381E+000
 2.8981430E+002, 1.8384358E+001, 1.1682031E+001,-6.6841139E+000, 3.1442129E+001, 3.3840503E-003, 1.0058623E+000
 2.9010220E+002, 2.6128174E+001, 1.6087085E+001,-7.2812679E+000, 2.8893536E+001, 3.3840503E-003, 1.0055052E+000
 2.9042776E+002, 4.6592662E+001, 2.2204914E+001,-6.2197334E+000, 3.0404192E+001, 3.3840503E-003, 1.0060017E+000
 2.9071426E+002, 4.3635562E+001, 1.9672089E+001,-5.1371976E+000, 3.2741574E+001, 3.3840503E-003, 1.0064478E+000
 2.9102582E+002, 2.7385921E+001, 1.4153261E+001,-5.6753103E+000, 3.2305962E+001, 3.3840503E-003, 1.0063456E+000
 2.9132370E+002, 1.5824274E+001, 1.2190442E+001,-7.7929583E+000, 2.9355353E+001, 3.3840503E-003, 1.0057153E+000
 2.9162082E+002, 4.4805351E+001, 2.2031375E+001,-7.2340716E+000, 2.9370246E+001, 3.3840503E-003, 1.0060452E+000
 2.9192627E+002, 4.7980977E+001, 2.1460216E+001,-6.0272951E+000, 3.2032383E+001, 3.3840503E-003, 1.0065935E+000
 2.9221759E+002, 3.0225861E+001, 1.4782895E+001,-5.8025457E+000, 3.2304871E+001, 3.3840503E-003, 1.0066791E+000
 2.9251483E+002, 1.2325739E+001, 1.0772805E+001,-7.9951962E+000, 2.9134183E+001, 3.3840503E-003, 1.0059627E+000
 2.9281601E+002, 3.9341116E+001, 2.0737538E+001,-6.4905070E+000, 2.8116447E+001, 3.3840503E-003, 1.0061485E+000
 2.9310632E+002, 4.9988613E+001, 2.2561943E+001,-5.2128958E+000, 3.1162147E+001, 3.3840503E-003, 1.0067350E+000
 2.9341080E+002, 3.6195679E+001, 1.6579293E+001,-3.8145212E+000, 3.2969116E+001, 3.3840503E-003, 1.0069459E+000
 2.9370981E+002, 1.4091265E+001, 1.0980494E+001,-4.2301571E+000, 3.0345904E+001, 3.3840503E-003, 1.0062453E+000
 2.9403574E+002, 3.9991858E+001, 2.1143770E+001,-3.7288208E+000, 2.8968264E+001, 3.3840503E-003, 1.0063045E+000
 2.9432303E+002, 4.9853699E+001, 2.2702378E+001,-4.0223360E+000, 3.1922269E+001, 3.3840503E-003, 1.0068320E+000
 2.9460080E+002, 4.0502755E+001, 1.8098163E+001,-3.3881974E+000, 3.3591471E+001, 3.3840503E-003, 1.0070470E+000
 2.9490991E+002, 1.5830906E+001, 1.0831336E+001,-4.5066794E+000, 3.1629555E+001, 3.3840503E-003, 1.0064924E+000
 2.9521851E+002, 3.1295123E+001, 1.8115304E+001,-4.6400757E+000, 2.8682340E+001, 3.3840503E-003, 1.0062903E+000
 2.9551639E+002, 4.9239514E+001, 2.2747112E+001,-3.6619751E+000, 3.1064754E+001, 3.3840503E-003, 1.0067760E+000
 2.9581787E+002, 4.2096657E+001, 1.8801881E+001,-3.0562278E+000, 3.3398611E+001, 3.3840503E-003, 1.0070626E+000
 2.9611111E+002, 1.9224004E+001, 1.1712301E+001,-4.2956163E+000, 3.2036942E+001, 3.3840503E-003, 1.0066623E+000
 2.9640994E+002, 2.7437724E+001, 1.6777370E+001,-4.7628889E+000, 2.8908084E+001, 3.3840503E-003, 1.0062783E+000
 2.9670312E+002, 4.6450131E+001, 2.2106767E+001,-4.3300072E+000, 3.0693568E+001, 3.3840503E-003, 1.0066455E+000
 2.9702405E+002, 4.3000098E+001, 1.9086722E+001,-3.2800617E+000, 3.3328333E+001, 3.3840503E-003, 1.0070474E+000
 2.9732321E+002, 2.3975934E+001, 1.2989515E+001,-4.0945019E+000, 3.2406928E+001, 3.3840503E-003, 1.0068007E+000
 2.9762949E+002, 2.3822775E+001, 1.5359241E+001,-5.4969335E+000, 2.8784670E+001, 3.3840503E-003, 1.0062624E+000
 2.9790192E+002, 4.3958139E+001, 2.1457541E+001,-3.4638338E+000, 2.9945148E+001, 3.3840503E-003, 1.0065803E+000
