T,U
0,100
0.025,38.8985
0.05,24.1453
0.1,13.7303
0.2,7.3712
0.3,5.0379
0.4,3.8266
0.5,3.084903339
1,1.566615963
1.5,1.049893241
2,0.789492137
2.5,0.632592563
3,0.527716852
3.5,0.45266999
4,0.396310488
4.5,0.352431181
5,0.317299889
