s,C,kg/m3,Pa,kg/kg,%,C,kg/m3,kJ,kJ
Time,Temp,dens,pres,H2O,humid,temp_w,con_w,h_gas,h_water
45000,23.5519011,0.01920182,-59830.99291,0.040517307,100,23.5519011,8.16204818,-30.96536107,27.13617162
50000,23.5519011,0.01920182,-59830.99291,0.040517307,100,23.5519011,8.16204818,-30.96536107,27.13617162
