#FILE:                        13WaT18 2 K min N2 15.2.2007.dsu
#FORMAT:                      NETZSCH4                        
#IDENTITY:                    13 WaT18 2 K min N2             
#DECIMAL:                     POINT                           
#SEPARATOR:                   SEMICOLON                       
#MTYPE:                       TG                              
#INSTRUMENT:                  NETZSCH STA 449C                
#PROJECT:                     vtt                             
#DATE/TIME:                   15.2.2007 12:04:57              
#CORR. FILE:                  correction 2K min N2 800 C.bsu  
#LABORATORY:                  EO                              
#OPERATOR:                    TL                              
#REMARK:                                                      
#SAMPLE:                      13 WaT18                        
#SAMPLE MASS /mg:             12.065                          
#MATERIAL:                    Empty crucibles                 
#REFERENCE:                   al2o3                           
#REFERENCE MASS /mg:          40.312                          
#TYPE OF CRUCIBLE:            DSC/TG pan Al2O3                
#SAMPLE CRUCIBLE MASS /mg:    0.000                           
#REFERENCE CRUCIBLE MASS /mg: 0.000                           
#PROTECTIVE GAS:              N2                              
#PURGE GAS 1:                 air                             
#FLOW RATE 1 /(ml/min):       40                              
#PURGE GAS 2:                 N2                              
#FLOW RATE 2:                                                 
#DSC RANGE /æm:               5000                            
#TG RANGE /æm:                5000                            
#CORR. CODE:                  020                             
#EXO:                         +1                              
#RANGE:                       20.0/2.00(K/min)/800.0          
#SEGMENT:                     S1/2                            

##Temp./øC,Mass/%
113.85012, 97.25739
114.85012, 97.25942
115.85012, 97.25844
116.85012, 97.25865
117.85012, 97.26192
118.85012, 97.26188
119.85012, 97.26146
120.85012, 97.26398
121.85012, 97.26063
122.85012, 97.26445
123.85012, 97.26620
124.85012, 97.26810
125.85012, 97.27506
126.85012, 97.27561
127.85012, 97.27717
128.85012, 97.27396
129.85012, 97.27211
130.85012, 97.27111
131.85012, 97.27271
132.85012, 97.27441
133.85012, 97.27594
134.85012, 97.27624
135.85012, 97.28373
136.85012, 97.27987
137.85012, 97.28697
138.85012, 97.28518
139.85012, 97.28368
140.85012, 97.28714
141.85012, 97.29064
142.85012, 97.28896
143.85012, 97.29114
144.85012, 97.29222
145.85012, 97.29781
146.85012, 97.29965
147.85012, 97.29714
148.85012, 97.29780
149.85012, 97.30193
150.85012, 97.29818
151.85012, 97.30128
152.85012, 97.29866
153.85012, 97.30542
154.85012, 97.30472
155.85012, 97.30059
156.85012, 97.30117
157.85012, 97.30040
158.85012, 97.29961
159.85012, 97.29965
160.85012, 97.29548
161.85012, 97.29879
162.85012, 97.29797
163.85012, 97.29557
164.85012, 97.29218
165.85012, 97.29123
166.85012, 97.28805
167.85012, 97.28380
168.85012, 97.28116
169.85012, 97.27820
170.85012, 97.27693
171.85012, 97.27235
172.85012, 97.26791
173.85012, 97.26065
174.85012, 97.25820
175.85012, 97.25205
176.85012, 97.24546
177.85012, 97.24338
178.85012, 97.23632
179.85012, 97.23598
180.85012, 97.22799
181.85012, 97.22308
182.85012, 97.21191
183.85012, 97.20619
184.85012, 97.19882
185.85012, 97.19267
186.85012, 97.18063
187.85012, 97.17572
188.85012, 97.16844
189.85012, 97.15669
190.85012, 97.14763
191.85012, 97.13998
192.85012, 97.13139
193.85012, 97.11945
194.85012, 97.10801
195.85012, 97.09581
196.85012, 97.08723
197.85012, 97.07708
198.85012, 97.06380
199.85012, 97.05143
200.85012, 97.03788
201.85012, 97.02304
202.85012, 97.00797
203.85012, 96.98716
204.85012, 96.97227
205.85012, 96.95897
206.85012, 96.93905
207.85012, 96.91745
208.85012, 96.89664
209.85012, 96.87099
210.85012, 96.84775
211.85012, 96.82296
212.85012, 96.79784
213.85012, 96.77066
214.85012, 96.73797
215.85012, 96.70593
216.85012, 96.67270
217.85012, 96.64005
218.85012, 96.60265
219.85012, 96.55917
220.85012, 96.51478
221.85012, 96.47095
222.85012, 96.42779
223.85012, 96.37636
224.85012, 96.31918
225.85012, 96.26454
226.85012, 96.20452
227.85012, 96.14503
228.85012, 96.07594
229.85012, 96.00729
230.85012, 95.93029
231.85012, 95.85207
232.85012, 95.77062
233.85012, 95.68061
234.85012, 95.59090
235.85012, 95.49256
236.85012, 95.39078
237.85012, 95.27866
238.85012, 95.16160
239.85012, 95.04218
240.85012, 94.90858
241.85012, 94.76614
242.85012, 94.61884
243.85012, 94.46372
244.85012, 94.29193
245.85012, 94.10582
246.85012, 93.91550
247.85012, 93.70949
248.85012, 93.49493
249.85012, 93.26486
250.85012, 93.01902
251.85012, 92.76234
252.85012, 92.48827
253.85012, 92.19968
254.85012, 91.89874
255.85012, 91.57952
256.85012, 91.25566
257.85012, 90.91327
258.85012, 90.55519
259.85012, 90.18714
260.85012, 89.80877
261.85012, 89.41973
262.85012, 89.01803
263.85012, 88.61078
264.85012, 88.18925
265.85012, 87.76468
266.85012, 87.32487
267.85012, 86.88738
268.85012, 86.44537
269.85012, 85.99597
270.85012, 85.54414
271.85012, 85.09178
272.85012, 84.62490
273.85012, 84.16582
274.85012, 83.70366
275.85012, 83.24105
276.85012, 82.77594
277.85012, 82.31354
278.85012, 81.84438
279.85012, 81.38122
280.85012, 80.90446
281.85012, 80.43601
282.85012, 79.97595
283.85012, 79.50769
284.85012, 79.04646
285.85012, 78.58560
286.85012, 78.12501
287.85012, 77.64733
288.85012, 77.18973
289.85012, 76.72143
290.85012, 76.25310
291.85012, 75.78807
292.85012, 75.32514
293.85012, 74.84810
294.85012, 74.37235
295.85012, 73.90221
296.85012, 73.41927
297.85012, 72.93994
298.85012, 72.46087
299.85012, 71.96938
300.85012, 71.47231
301.85012, 70.97949
302.85012, 70.48632
303.85012, 69.99711
304.85012, 69.49733
305.85012, 68.99238
306.85012, 68.47934
307.85012, 67.97521
308.85012, 67.46419
309.85012, 66.95681
310.85012, 66.44790
311.85012, 65.92705
312.85012, 65.41140
313.85012, 64.89515
314.85012, 64.37301
315.85012, 63.84379
316.85012, 63.32582
317.85012, 62.79031
318.85012, 62.25115
319.85012, 61.69541
320.85012, 61.14887
321.85012, 60.57834
322.85012, 60.01178
323.85012, 59.42573
324.85012, 58.80447
325.85012, 58.18192
326.85012, 57.53204
327.85012, 56.83686
328.85012, 56.12581
329.85012, 55.37648
330.85012, 54.58036
331.85012, 53.74622
332.85012, 52.85367
333.85012, 51.91654
334.85012, 50.89997
335.85012, 49.82475
336.85012, 48.68191
337.85012, 47.45939
338.85012, 46.17146
339.85012, 44.81970
340.85012, 43.40924
341.85012, 41.95058
342.85012, 40.47836
343.85012, 38.98221
344.85012, 37.48887
345.85012, 36.04304
346.85012, 34.64506
347.85012, 33.32904
348.85012, 32.12681
349.85012, 31.03539
350.85012, 30.06491
351.85012, 29.23640
352.85012, 28.55216
353.85012, 27.97211
354.85012, 27.51279
355.85012, 27.14497
356.85012, 26.84787
357.85012, 26.61318
358.85012, 26.43400
359.85012, 26.28086
360.85012, 26.15249
361.85012, 26.03590
362.85012, 25.93378
363.85012, 25.84518
364.85012, 25.75931
365.85012, 25.67271
366.85012, 25.59088
367.85012, 25.51793
368.85012, 25.43635
369.85012, 25.35673
370.85012, 25.28137
371.85012, 25.20264
372.85012, 25.12986
373.85012, 25.05163
374.85012, 24.97832
375.85012, 24.90784
376.85012, 24.83017
377.85012, 24.75275
378.85012, 24.68321
379.85012, 24.61280
380.85012, 24.53243
381.85012, 24.45627
382.85012, 24.38616
383.85012, 24.31043
384.85012, 24.24021
385.85012, 24.16171
386.85012, 24.08977
387.85012, 24.01599
388.85012, 23.94060
389.85012, 23.86961
390.85012, 23.79508
391.85012, 23.72622
392.85012, 23.65312
393.85012, 23.57946
394.85012, 23.50936
395.85012, 23.43754
396.85012, 23.36896
397.85012, 23.29671
398.85012, 23.22622
399.85012, 23.16376
400.85012, 23.09384
401.85012, 23.02254
402.85012, 22.95963
403.85012, 22.88853
404.85012, 22.82911
405.85012, 22.76171
406.85012, 22.69791
407.85012, 22.63297
408.85012, 22.57493
409.85012, 22.51163
410.85012, 22.44693
411.85012, 22.38854
412.85012, 22.33378
413.85012, 22.27511
414.85012, 22.21681
415.85012, 22.16205
416.85012, 22.10706
417.85012, 22.04859
418.85012, 22.00115
419.85012, 21.94666
420.85012, 21.89679
421.85012, 21.84320
422.85012, 21.79317
423.85012, 21.74401
424.85012, 21.69432
425.85012, 21.65060
426.85012, 21.60101
427.85012, 21.55790
428.85012, 21.51427
429.85012, 21.47077
430.85012, 21.42255
431.85012, 21.38329
432.85012, 21.34506
433.85012, 21.30615
434.85012, 21.26078
435.85012, 21.22371
436.85012, 21.18042
437.85012, 21.14909
438.85012, 21.10803
439.85012, 21.07564
440.85012, 21.04495
441.85012, 21.00883
442.85012, 20.97077
443.85012, 20.93533
444.85012, 20.89781
445.85012, 20.86384
446.85012, 20.83191
447.85012, 20.80368
448.85012, 20.76779
449.85012, 20.73957
450.85012, 20.70231
451.85012, 20.67675
452.85012, 20.64365
453.85012, 20.61282
454.85012, 20.58234
455.85012, 20.55614
456.85012, 20.52856
457.85012, 20.49815
458.85012, 20.47373
459.85012, 20.44357
460.85012, 20.41874
461.85012, 20.38767
462.85012, 20.35960
463.85012, 20.33227
464.85012, 20.30638
465.85012, 20.27413
466.85012, 20.24676
467.85012, 20.22276
468.85012, 20.19233
469.85012, 20.16924
470.85012, 20.14527
471.85012, 20.12117
472.85012, 20.09732
473.85012, 20.06913
474.85012, 20.04768
475.85012, 20.02777
476.85012, 19.99989
477.85012, 19.97068
478.85012, 19.94913
479.85012, 19.91997
480.85012, 19.89644
481.85012, 19.88031
482.85012, 19.85572
483.85012, 19.83167
484.85012, 19.80848
485.85012, 19.78580
486.85012, 19.76957
487.85012, 19.73986
488.85012, 19.72103
489.85012, 19.69910
490.85012, 19.67304
491.85012, 19.65298
492.85012, 19.63280
493.85012, 19.61342
494.85012, 19.59296
495.85012, 19.56772
496.85012, 19.55226
497.85012, 19.53706
498.85012, 19.50986
499.85012, 19.49317
500.85012, 19.47002
501.85012, 19.45140
502.85012, 19.43425
503.85012, 19.41432
504.85012, 19.39668
505.85012, 19.37539
506.85012, 19.35260
507.85012, 19.33357
508.85012, 19.31210
509.85012, 19.28710
510.85012, 19.26846
511.85012, 19.25378
512.85012, 19.23936
513.85012, 19.21903
514.85012, 19.19689
515.85012, 19.18166
516.85012, 19.16208
517.85012, 19.14293
518.85012, 19.12728
519.85012, 19.10853
520.85012, 19.09389
521.85012, 19.07844
522.85012, 19.06025
523.85012, 19.04268
524.85012, 19.02401
525.85012, 19.00167
526.85012, 18.98014
527.85012, 18.96680
528.85012, 18.94328
529.85012, 18.93127
530.85012, 18.91368
531.85012, 18.89795
532.85012, 18.88266
533.85012, 18.86606
534.85012, 18.84482
535.85012, 18.82754
536.85012, 18.80689
537.85012, 18.79712
538.85012, 18.77961
539.85012, 18.76392
540.85012, 18.75421
541.85012, 18.74016
542.85012, 18.72684
543.85012, 18.70527
544.85012, 18.69272
545.85012, 18.67039
546.85012, 18.65517
547.85012, 18.64562
548.85012, 18.62897
549.85012, 18.61304
550.85012, 18.59890
551.85012, 18.58701
552.85012, 18.56580
553.85012, 18.55343
554.85012, 18.53835
555.85012, 18.52937
556.85012, 18.51176
557.85012, 18.49797
558.85012, 18.48388
559.85012, 18.46734
560.85012, 18.45404
561.85012, 18.44667
562.85012, 18.43485
563.85012, 18.42261
564.85012, 18.40514
565.85012, 18.39190
566.85012, 18.37874
567.85012, 18.37388
568.85012, 18.35636
569.85012, 18.33728
570.85012, 18.33232
571.85012, 18.31649
572.85012, 18.29832
573.85012, 18.28920
574.85012, 18.28096
575.85012, 18.26606
576.85012, 18.25196
577.85012, 18.24119
578.85012, 18.23042
579.85012, 18.22129
580.85012, 18.20314
581.85012, 18.18820
582.85012, 18.17827
583.85012, 18.17244
584.85012, 18.16172
585.85012, 18.14925
586.85012, 18.13523
587.85012, 18.12528
588.85012, 18.11350
589.85012, 18.10375
590.85012, 18.09698
591.85012, 18.08968
592.85012, 18.07791
593.85012, 18.06714
594.85012, 18.05885
595.85012, 18.05089
596.85012, 18.03403
597.85012, 18.02672
598.85012, 18.01919
599.85012, 18.00672
600.85012, 17.99108
601.85012, 17.98175
602.85012, 17.98017
603.85012, 17.97692
604.85012, 17.96286
605.85012, 17.95613
606.85012, 17.94482
607.85012, 17.93472
608.85012, 17.92545
609.85012, 17.91714
610.85012, 17.91131
611.85012, 17.90052
612.85012, 17.89805
613.85012, 17.88974
614.85012, 17.87977
615.85012, 17.86817
616.85012, 17.86817
617.85012, 17.86157
618.85012, 17.85411
619.85012, 17.84916
620.85012, 17.83753
621.85012, 17.82589
622.85012, 17.81687
623.85012, 17.81602
624.85012, 17.80937
625.85012, 17.80279
626.85012, 17.79257
627.85012, 17.78945
628.85012, 17.78192
629.85012, 17.77610
630.85012, 17.76945
631.85012, 17.76283
632.85012, 17.75631
633.85012, 17.75374
634.85012, 17.74330
635.85012, 17.73969
636.85012, 17.73519
637.85012, 17.72917
638.85012, 17.72059
639.85012, 17.71682
640.85012, 17.70673
641.85012, 17.70766
642.85012, 17.70045
643.85012, 17.69700
644.85012, 17.69197
645.85012, 17.68543
646.85012, 17.67681
647.85012, 17.67381
648.85012, 17.67283
649.85012, 17.66957
650.85012, 17.65843
651.85012, 17.65669
652.85012, 17.64949
653.85012, 17.64214
654.85012, 17.63781
655.85012, 17.63303
656.85012, 17.62394
657.85012, 17.62202
658.85012, 17.61241
659.85012, 17.61524
660.85012, 17.60439
661.85012, 17.60132
662.85012, 17.59573
663.85012, 17.59218
664.85012, 17.59221
665.85012, 17.58504
666.85012, 17.57448
667.85012, 17.56613
668.85012, 17.55968
669.85012, 17.55470
670.85012, 17.54662
671.85012, 17.53675
672.85012, 17.53761
673.85012, 17.53082
674.85012, 17.52701
675.85012, 17.51890
676.85012, 17.52019
677.85012, 17.51285
678.85012, 17.50872
679.85012, 17.50548
680.85012, 17.49852
681.85012, 17.49289
682.85012, 17.48707
683.85012, 17.47964
684.85012, 17.47374
685.85012, 17.47363
686.85012, 17.46784
687.85012, 17.46564
688.85012, 17.45637
689.85012, 17.45382
690.85012, 17.44800
691.85012, 17.43890
692.85012, 17.43308
693.85012, 17.43223
694.85012, 17.42892
695.85012, 17.42478
696.85012, 17.41815
697.85012, 17.41069
698.85012, 17.40572
699.85012, 17.40404
700.85012, 17.39824
701.85012, 17.39323
702.85012, 17.38500
703.85012, 17.38093
704.85012, 17.37997
705.85012, 17.37564
706.85012, 17.37077
707.85012, 17.36312
708.85012, 17.35873
709.85012, 17.35426
710.85012, 17.35085
711.85012, 17.34846
712.85012, 17.34342
713.85012, 17.33684
714.85012, 17.33094
715.85012, 17.32986
716.85012, 17.32373
717.85012, 17.32268
718.85012, 17.31119
719.85012, 17.30619
720.85012, 17.29856
721.85012, 17.29532
722.85012, 17.28954
723.85012, 17.28436
724.85012, 17.27852
725.85012, 17.27545
726.85012, 17.27196
727.85012, 17.26668
728.85012, 17.26398
729.85012, 17.25627
730.85012, 17.25112
731.85012, 17.24540
732.85012, 17.23624
733.85012, 17.23705
734.85012, 17.22761
735.85012, 17.22093
736.85012, 17.21381
737.85012, 17.21157
738.85012, 17.20710
739.85012, 17.20448
740.85012, 17.20078
741.85012, 17.19974
742.85012, 17.19252
743.85012, 17.18468
744.85012, 17.17822
745.85012, 17.17524
746.85012, 17.16833
747.85012, 17.17094
748.85012, 17.16115
749.85012, 17.15870
750.85012, 17.15242
751.85012, 17.15146
752.85012, 17.14456
753.85012, 17.14072
754.85012, 17.13634
755.85012, 17.13111
756.85012, 17.12342
757.85012, 17.11990
758.85012, 17.11580
759.85012, 17.11152
760.85012, 17.10498
761.85012, 17.10536
762.85012, 17.09866
763.85012, 17.09837
764.85012, 17.09445
765.85012, 17.08585
766.85012, 17.08251
767.85012, 17.07719
768.85012, 17.07202
769.85012, 17.06797
770.85012, 17.06137
771.85012, 17.06294
772.85012, 17.05885
773.85012, 17.05466
774.85012, 17.04647
775.85012, 17.04644
776.85012, 17.04354
777.85012, 17.03899
778.85012, 17.03680
779.85012, 17.03038
780.85012, 17.02357
781.85012, 17.01948
782.85012, 17.01573
783.85012, 17.01289
784.85012, 17.01029
785.85012, 17.00761
786.85012, 17.00219
787.85012, 16.99420
788.85012, 16.99598
789.85012, 16.99189
790.85012, 16.98785
791.85012, 16.98251
792.85012, 16.97980
793.85012, 16.97565
794.85012, 16.97315
795.85012, 16.96596
796.85012, 16.96548
797.85012, 16.96244
