s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
FDS Time,"Device_1","Device_2","Device_3","Device_4","Device_5","Device_6","Device_7","Device_8","Device_9","Device_10","Device_11","Device_12","Device_13","Device_14","Device_15","Device_16","Device_17","Device_18","Device_19","Device_20"
 0.0000000E+000, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001, 4.1873827E-001
