Exp_Filename,Exp_Header_Row,Exp_Data_Row,Exp_x_Col_Name,Exp_y_Col_Name,Exp_y_Error_Col_Name,Exp_Data_Markevery,Exp_Error_Absolute,Exp_Error_Relative,Exp_Data_Label,Exp_Marker_Style,Exp_Marker_Edge_Color,Exp_Marker_Fill_Color,Exp_Marker_Size,Exp_Line_Style,Exp_Line_Color,Exp_Line_Width,Cmp_Filename,Cmp_Header_Row,Cmp_Data_Row,Cmp_x_Col_Name,Cmp_y_Col_Name,Cmp_Data_Markevery,Cmp_Data_Label,Cmp_Marker_Style,Cmp_Marker_Edge_Color,Cmp_Marker_Fill_Color,Cmp_Marker_Size,Cmp_Line_Style,Cmp_Line_Color,Cmp_Line_Width,Plot_Title,Plot_Subtitle,Plot_x_Label,Plot_y_Label,Plot_x_Min,Plot_x_Max,Plot_x_Tick,Plot_x_Nticks,Plot_y_Min,Plot_y_Max,Plot_y_Tick,Plot_y_Nticks,Plot_x_Axis_Exponent_Min,Plot_x_Axis_Exponent_Max,Plot_y_Axis_Exponent_Min,Plot_y_Axis_Exponent_Max,Plot_Left_Adjust,Plot_Bottom_Adjust,Plot_Right_Adjust,Plot_Top_Adjust,Plot_Figure_Width,Plot_Figure_Height,Plot_Flip_Axis,Plot_Show_Legend,Plot_Legend_Location,Plot_Filename
Chemistry/cantera_ignition_delay.csv,1,2,Time1,TMP1,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time1,TMP1,,FDS,,,,,--,,,Ignition Delay,900 K; $\phi=0.6$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_900_0p6.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time2,TMP2,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time2,TMP2,,FDS,,,,,--,,,Ignition Delay,1000 K; $\phi=0.6$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1000_0p6.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time3,TMP3,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time3,TMP3,,FDS,,,,,--,,,Ignition Delay,1100 K; $\phi=0.6$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1100_0p6.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time4,TMP4,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time4,TMP4,,FDS,,,,,--,,,Ignition Delay,1200 K; $\phi=0.6$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1200_0p6.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time5,TMP5,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time5,TMP5,,FDS,,,,,--,,,Ignition Delay,900 K; $\phi=1.0$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_900_1p0.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time6,TMP6,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time6,TMP6,,FDS,,,,,--,,,Ignition Delay,1000 K; $\phi=1.0$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1000_1p0.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time7,TMP7,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time7,TMP7,,FDS,,,,,--,,,Ignition Delay,1100 K; $\phi=1.0$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1100_1p0.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time8,TMP8,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time8,TMP8,,FDS,,,,,--,,,Ignition Delay,1200 K; $\phi=1.0$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1200_1p0.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time9,TMP9,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time9,TMP9,,FDS,,,,,--,,,Ignition Delay,900 K; $\phi=1.4$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_900_1p4.pdf
Chemistry/cantera_ignition_delay.csv,1,2,Time10,TMP10,,,,,Cantera,o,,,,,,,Chemistry/cantera_ignition_delay.csv,1,2,Time10,TMP10,,FDS,,,,,--,,,Ignition Delay,1000 K; $\phi=1.4$,Time (s),Temperature (K),0.0,10.0,,,750,3000,,,,,-4,4,0.15,,,,,,,,lower right,ignition_delay_1000_1p4.pdf
