s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000,-2.7105054E-019, 1.6278116E-004, 2.4990405E-002, 1.1984476E+000
 2.3240365E-001, 1.7979336E-001, 1.9460283E-001, 2.4990405E-002, 1.1984476E+000
 4.6480730E-001, 3.4436378E-001, 3.8984432E-001, 2.4990405E-002, 1.1984476E+000
 6.9721091E-001, 4.9712058E-001, 5.8415700E-001, 2.4990405E-002, 1.1984476E+000
 9.2961460E-001, 6.4021849E-001, 7.7572195E-001, 2.4990405E-002, 1.1984476E+000
 1.1620182E+000, 7.7508265E-001, 9.6308882E-001, 2.4990405E-002, 1.1984476E+000
 1.3944218E+000, 9.0270081E-001, 1.1452218E+000, 2.4990405E-002, 1.1984476E+000
 1.6268256E+000, 1.0237910E+000, 1.3214503E+000, 2.4990405E-002, 1.1984476E+000
 1.8592292E+000, 1.1388999E+000, 1.4913922E+000, 2.4990405E-002, 1.1984476E+000
 2.0916328E+000, 1.2484621E+000, 1.6548765E+000, 2.4990405E-002, 1.1984476E+000
 2.3240364E+000, 1.3528363E+000, 1.8118729E+000, 2.4990405E-002, 1.1984476E+000
 2.5564401E+000, 1.4523291E+000, 1.9624362E+000, 2.4990405E-002, 1.1984476E+000
 2.7888436E+000, 1.5472089E+000, 2.1066633E+000, 2.4990405E-002, 1.1984476E+000
 3.0212474E+000, 1.6377168E+000, 2.2446676E+000, 2.4990405E-002, 1.1984476E+000
 3.2536511E+000, 1.7240726E+000, 2.3765693E+000, 2.4990405E-002, 1.1984476E+000
 3.4860547E+000, 1.8064795E+000, 2.5024981E+000, 2.4990405E-002, 1.1984476E+000
 3.7184584E+000, 1.8851268E+000, 2.6226040E+000, 2.4990405E-002, 1.1984476E+000
 3.9508619E+000, 1.9601924E+000, 2.7370686E+000, 2.4990405E-002, 1.1984476E+000
 4.1832657E+000, 2.0318441E+000, 2.8461101E+000, 2.4990405E-002, 1.1984476E+000
 4.4156694E+000, 2.1002403E+000, 2.9499803E+000, 2.4990405E-002, 1.1984476E+000
 4.6480727E+000, 2.1655315E+000, 3.0489513E+000, 2.4990405E-002, 1.1984476E+000
 4.8804765E+000, 2.2278600E+000, 3.1432998E+000, 2.4990405E-002, 1.1984476E+000
 5.1128802E+000, 2.2873616E+000, 3.2332913E+000, 2.4990405E-002, 1.1984476E+000
 5.3452840E+000, 2.3441650E+000, 3.3191699E+000, 2.4990405E-002, 1.1984476E+000
 5.5776873E+000, 2.3983931E+000, 3.4011548E+000, 2.4990405E-002, 1.1984476E+000
 5.8100910E+000, 2.4501627E+000, 3.4794413E+000, 2.4990405E-002, 1.1984476E+000
 6.0424948E+000, 2.4995856E+000, 3.5542058E+000, 2.4990405E-002, 1.1984476E+000
 6.2748985E+000, 2.5467682E+000, 3.6256102E+000, 2.4990405E-002, 1.1984476E+000
 6.5073023E+000, 2.5918120E+000, 3.6938059E+000, 2.4990405E-002, 1.1984476E+000
 6.7397056E+000, 2.6348139E+000, 3.7589364E+000, 2.4990405E-002, 1.1984476E+000
