s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000,-4.0657581E-020,-2.1590777E-003, 1.8089887E-005, 1.1984476E+000
 1.9764236E-001, 1.6437149E-001, 1.6235453E-001, 5.3520109E-005, 1.1984476E+000
 3.9528471E-001, 3.2922107E-001, 3.2577813E-001, 5.6340338E-005, 1.1984476E+000
 5.9292704E-001, 4.9404096E-001, 4.8794736E-001, 5.2066123E-005, 1.1984476E+000
 7.5906020E-001, 6.3255796E-001, 6.2583927E-001, 1.8089887E-005, 1.1984476E+000
 9.0112823E-001, 7.5099229E-001, 7.4496006E-001, 1.8089887E-005, 1.1984476E+000
 1.0277706E+000, 8.5655285E-001, 8.5264027E-001, 1.8089887E-005, 1.1984476E+000
 1.1544131E+000, 9.6209927E-001, 9.6209905E-001, 1.8089887E-005, 1.1984476E+000
 1.2579744E+000, 1.0483983E+000, 1.0515649E+000, 7.7884234E-005, 1.1984476E+000
 1.3615358E+000, 1.1346878E+000, 1.1396691E+000, 1.8089887E-005, 1.1984476E+000
 1.4521888E+000, 1.2102136E+000, 1.2139625E+000, 1.8089887E-005, 1.1984476E+000
 1.5428419E+000, 1.2857317E+000, 1.2873807E+000, 1.8089887E-005, 1.1984476E+000
 1.6242803E+000, 1.3535668E+000, 1.3555292E+000, 1.8089887E-005, 1.1984476E+000
 1.7057188E+000, 1.4213957E+000, 1.4259534E+000, 5.6709686E-005, 1.1984476E+000
 1.7871572E+000, 1.4892180E+000, 1.4957804E+000, 1.2418334E-004, 1.1984476E+000
 1.8585161E+000, 1.5486406E+000, 1.5543074E+000, 4.1140420E-005, 1.1984476E+000
 1.9298749E+000, 1.6080582E+000, 1.6125048E+000, 8.9705526E-005, 1.1984476E+000
 2.0012338E+000, 1.6674707E+000, 1.6721510E+000, 1.2778721E-004, 1.1984476E+000
 2.0725927E+000, 1.7268780E+000, 1.7331069E+000, 2.4880477E-005, 1.1984476E+000
 2.1348288E+000, 1.7786863E+000, 1.7856050E+000, 4.6134846E-005, 1.1984476E+000
 2.1970651E+000, 1.8304908E+000, 1.8365015E+000, 1.4011284E-004, 1.1984476E+000
