s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000,-3.2526065E-019,-3.1015863E-002, 1.2495203E-002, 1.1984476E+000
 1.0324009E-001, 4.4487427E-002, 4.4684723E-002, 1.2495203E-002, 1.1984476E+000
 2.0648018E-001, 1.2453302E-001, 1.3384611E-001, 1.2495203E-002, 1.1984476E+000
 3.0234596E-001, 1.9912136E-001, 2.1654342E-001, 1.2495203E-002, 1.1984476E+000
 4.0558606E-001, 2.7177300E-001, 2.9951661E-001, 1.2495203E-002, 1.1984476E+000
 5.0145185E-001, 3.4283565E-001, 3.8263582E-001, 1.2495203E-002, 1.1984476E+000
 6.0469192E-001, 4.1246296E-001, 4.6582448E-001, 1.2495203E-002, 1.1984476E+000
 7.0055771E-001, 4.8082371E-001, 5.4904356E-001, 1.2495203E-002, 1.1984476E+000
 8.0379784E-001, 5.4798983E-001, 6.3227343E-001, 1.2495203E-002, 1.1984476E+000
 9.0703791E-001, 6.1649125E-001, 7.1858013E-001, 1.2495203E-002, 1.1984476E+000
 1.0029037E+000, 6.8150196E-001, 8.0178098E-001, 1.2495203E-002, 1.1984476E+000
 1.1061438E+000, 7.4552553E-001, 8.8493565E-001, 1.2495203E-002, 1.1984476E+000
 1.2020096E+000, 8.0863269E-001, 9.6801877E-001, 1.2495203E-002, 1.1984476E+000
 1.3052497E+000, 8.7084197E-001, 1.0509971E+000, 1.2495203E-002, 1.1984476E+000
 1.4011154E+000, 9.3221080E-001, 1.1338396E+000, 1.2495203E-002, 1.1984476E+000
 1.5043555E+000, 9.9275046E-001, 1.2165061E+000, 1.2495203E-002, 1.1984476E+000
 1.6002214E+000, 1.0525094E+000, 1.2989645E+000, 1.2495203E-002, 1.1984476E+000
 1.7034614E+000, 1.1114942E+000, 1.3811721E+000, 1.2495203E-002, 1.1984476E+000
 1.8067015E+000, 1.1718858E+000, 1.4661260E+000, 1.2495203E-002, 1.1984476E+000
