s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000, 0.0000000E+000,-1.0755442E-002, 2.4990405E-002, 1.1984476E+000
 5.8779132E-002, 4.7063606E-002, 4.3257933E-002, 2.4990405E-002, 1.1984476E+000
 1.1755826E-001, 9.2167218E-002, 9.5265218E-002, 2.4990405E-002, 1.1984476E+000
 1.7633739E-001, 1.3574962E-001, 1.4611368E-001, 2.4990405E-002, 1.1984476E+000
 2.3511653E-001, 1.7808970E-001, 1.9623729E-001, 2.4990405E-002, 1.1984476E+000
 2.9389566E-001, 2.1937248E-001, 2.4590990E-001, 2.4990405E-002, 1.1984476E+000
 3.5267478E-001, 2.5972629E-001, 2.9529802E-001, 2.4990405E-002, 1.1984476E+000
 4.1145393E-001, 2.9924421E-001, 3.4449853E-001, 2.4990405E-002, 1.1984476E+000
 4.7023305E-001, 3.3799652E-001, 3.9356312E-001, 2.4990405E-002, 1.1984476E+000
 5.2901220E-001, 3.7603829E-001, 4.4251395E-001, 2.4990405E-002, 1.1984476E+000
 5.8779132E-001, 4.1341399E-001, 4.9135388E-001, 2.4990405E-002, 1.1984476E+000
 6.4657044E-001, 4.5016052E-001, 5.4007331E-001, 2.4990405E-002, 1.1984476E+000
 7.0534956E-001, 4.8630911E-001, 5.8865484E-001, 2.4990405E-002, 1.1984476E+000
 7.6412874E-001, 5.2188665E-001, 6.3707643E-001, 2.4990405E-002, 1.1984476E+000
 8.2290787E-001, 5.5691668E-001, 6.8531363E-001, 2.4990405E-002, 1.1984476E+000
 8.8168699E-001, 5.9141996E-001, 7.3334113E-001, 2.4990405E-002, 1.1984476E+000
 9.4046611E-001, 6.2541508E-001, 7.8113377E-001, 2.4990405E-002, 1.1984476E+000
 9.9924523E-001, 6.5891874E-001, 8.2866729E-001, 2.4990405E-002, 1.1984476E+000
 1.0580244E+000, 6.9194609E-001, 8.7591875E-001, 2.4990405E-002, 1.1984476E+000
 1.1168035E+000, 7.2451097E-001, 9.2286684E-001, 2.4990405E-002, 1.1984476E+000
 1.1755826E+000, 7.5662608E-001, 9.6949199E-001, 2.4990405E-002, 1.1984476E+000
 1.2343618E+000, 7.8830312E-001, 1.0157765E+000, 2.4990405E-002, 1.1984476E+000
 1.2931409E+000, 8.1955293E-001, 1.0617044E+000, 2.4990405E-002, 1.1984476E+000
 1.3519200E+000, 8.5038561E-001, 1.1072615E+000, 2.4990405E-002, 1.1984476E+000
 1.4106991E+000, 8.8081057E-001, 1.1524354E+000, 2.4990405E-002, 1.1984476E+000
 1.4694782E+000, 9.1083664E-001, 1.1972153E+000, 2.4990405E-002, 1.1984476E+000
 1.5282575E+000, 9.4047212E-001, 1.2415917E+000, 2.4990405E-002, 1.1984476E+000
 1.5870366E+000, 9.6972484E-001, 1.2855567E+000, 2.4990405E-002, 1.1984476E+000
 1.6458157E+000, 9.9860219E-001, 1.3291035E+000, 2.4990405E-002, 1.1984476E+000
 1.7045949E+000, 1.0271112E+000, 1.3722265E+000, 2.4990405E-002, 1.1984476E+000
 1.7633740E+000, 1.0552585E+000, 1.4149213E+000, 2.4990405E-002, 1.1984476E+000
 1.8221531E+000, 1.0830505E+000, 1.4571844E+000, 2.4990405E-002, 1.1984476E+000
 1.8809322E+000, 1.1104933E+000, 1.4990130E+000, 2.4990405E-002, 1.1984476E+000
 1.9397113E+000, 1.1375926E+000, 1.5404053E+000, 2.4990405E-002, 1.1984476E+000
 1.9984905E+000, 1.1643541E+000, 1.5813602E+000, 2.4990405E-002, 1.1984476E+000
 2.0572696E+000, 1.1907831E+000, 1.6218770E+000, 2.4990405E-002, 1.1984476E+000
 2.1160488E+000, 1.2168848E+000, 1.6619558E+000, 2.4990405E-002, 1.1984476E+000
 2.1748278E+000, 1.2426642E+000, 1.7015973E+000, 2.4990405E-002, 1.1984476E+000
 2.2336071E+000, 1.2681260E+000, 1.7408023E+000, 2.4990405E-002, 1.1984476E+000
 2.2923861E+000, 1.2932750E+000, 1.7795723E+000, 2.4990405E-002, 1.1984476E+000
 2.3511653E+000, 1.3181156E+000, 1.8179091E+000, 2.4990405E-002, 1.1984476E+000
 2.4099443E+000, 1.3426524E+000, 1.8558148E+000, 2.4990405E-002, 1.1984476E+000
 2.4687235E+000, 1.3668894E+000, 1.8932917E+000, 2.4990405E-002, 1.1984476E+000
 2.5275028E+000, 1.3908309E+000, 1.9303424E+000, 2.4990405E-002, 1.1984476E+000
 2.5862818E+000, 1.4144809E+000, 1.9669698E+000, 2.4990405E-002, 1.1984476E+000
 2.6450610E+000, 1.4378434E+000, 2.0031768E+000, 2.4990405E-002, 1.1984476E+000
 2.7038400E+000, 1.4609223E+000, 2.0389668E+000, 2.4990405E-002, 1.1984476E+000
 2.7626193E+000, 1.4837212E+000, 2.0743430E+000, 2.4990405E-002, 1.1984476E+000
 2.8213983E+000, 1.5062439E+000, 2.1093089E+000, 2.4990405E-002, 1.1984476E+000
 2.8801775E+000, 1.5284940E+000, 2.1438680E+000, 2.4990405E-002, 1.1984476E+000
 2.9389565E+000, 1.5504750E+000, 2.1780240E+000, 2.4990405E-002, 1.1984476E+000
 2.9977357E+000, 1.5721904E+000, 2.2117807E+000, 2.4990405E-002, 1.1984476E+000
 3.0565150E+000, 1.5936435E+000, 2.2451418E+000, 2.4990405E-002, 1.1984476E+000
 3.1152940E+000, 1.6148378E+000, 2.2781112E+000, 2.4990405E-002, 1.1984476E+000
 3.1740732E+000, 1.6357765E+000, 2.3106928E+000, 2.4990405E-002, 1.1984476E+000
 3.2328522E+000, 1.6564629E+000, 2.3428904E+000, 2.4990405E-002, 1.1984476E+000
 3.2916315E+000, 1.6769000E+000, 2.3747081E+000, 2.4990405E-002, 1.1984476E+000
 3.3504105E+000, 1.6970910E+000, 2.4061498E+000, 2.4990405E-002, 1.1984476E+000
 3.4091897E+000, 1.7170390E+000, 2.4372195E+000, 2.4990405E-002, 1.1984476E+000
 3.4679687E+000, 1.7367469E+000, 2.4679212E+000, 2.4990405E-002, 1.1984476E+000
 3.5267479E+000, 1.7562179E+000, 2.4982588E+000, 2.4990405E-002, 1.1984476E+000
 3.5855269E+000, 1.7754547E+000, 2.5282363E+000, 2.4990405E-002, 1.1984476E+000
 3.6443062E+000, 1.7944603E+000, 2.5578577E+000, 2.4990405E-002, 1.1984476E+000
 3.7030854E+000, 1.8132374E+000, 2.5871268E+000, 2.4990405E-002, 1.1984476E+000
 3.7618644E+000, 1.8317890E+000, 2.6160478E+000, 2.4990405E-002, 1.1984476E+000
 3.8206437E+000, 1.8501177E+000, 2.6446244E+000, 2.4990405E-002, 1.1984476E+000
 3.8794227E+000, 1.8682263E+000, 2.6728606E+000, 2.4990405E-002, 1.1984476E+000
 3.9382019E+000, 1.8861175E+000, 2.7007602E+000, 2.4990405E-002, 1.1984476E+000
 3.9969809E+000, 1.9037939E+000, 2.7283271E+000, 2.4990405E-002, 1.1984476E+000
 4.0557599E+000, 1.9212580E+000, 2.7555651E+000, 2.4990405E-002, 1.1984476E+000
 4.1145391E+000, 1.9385126E+000, 2.7824780E+000, 2.4990405E-002, 1.1984476E+000
 4.1733184E+000, 1.9555601E+000, 2.8090695E+000, 2.4990405E-002, 1.1984476E+000
 4.2320976E+000, 1.9724031E+000, 2.8353434E+000, 2.4990405E-002, 1.1984476E+000
 4.2908769E+000, 1.9890440E+000, 2.8613033E+000, 2.4990405E-002, 1.1984476E+000
 4.3496556E+000, 2.0054852E+000, 2.8869530E+000, 2.4990405E-002, 1.1984476E+000
 4.4084349E+000, 2.0217292E+000, 2.9122959E+000, 2.4990405E-002, 1.1984476E+000
 4.4672141E+000, 2.0377784E+000, 2.9373359E+000, 2.4990405E-002, 1.1984476E+000
 4.5259933E+000, 2.0536350E+000, 2.9620763E+000, 2.4990405E-002, 1.1984476E+000
 4.5847721E+000, 2.0693015E+000, 2.9865207E+000, 2.4990405E-002, 1.1984476E+000
 4.6435513E+000, 2.0847801E+000, 3.0106726E+000, 2.4990405E-002, 1.1984476E+000
 4.7023306E+000, 2.1000731E+000, 3.0345355E+000, 2.4990405E-002, 1.1984476E+000
 4.7611098E+000, 2.1151827E+000, 3.0581127E+000, 2.4990405E-002, 1.1984476E+000
 4.8198886E+000, 2.1301112E+000, 3.0814077E+000, 2.4990405E-002, 1.1984476E+000
 4.8786678E+000, 2.1448606E+000, 3.1044237E+000, 2.4990405E-002, 1.1984476E+000
 4.9374471E+000, 2.1594332E+000, 3.1271642E+000, 2.4990405E-002, 1.1984476E+000
 4.9962263E+000, 2.1738310E+000, 3.1496323E+000, 2.4990405E-002, 1.1984476E+000
 5.0550056E+000, 2.1880563E+000, 3.1718313E+000, 2.4990405E-002, 1.1984476E+000
 5.1137843E+000, 2.2021110E+000, 3.1937644E+000, 2.4990405E-002, 1.1984476E+000
 5.1725636E+000, 2.2159972E+000, 3.2154348E+000, 2.4990405E-002, 1.1984476E+000
 5.2313428E+000, 2.2297169E+000, 3.2368456E+000, 2.4990405E-002, 1.1984476E+000
 5.2901220E+000, 2.2432722E+000, 3.2579999E+000, 2.4990405E-002, 1.1984476E+000
 5.3489008E+000, 2.2566649E+000, 3.2789007E+000, 2.4990405E-002, 1.1984476E+000
 5.4076800E+000, 2.2698971E+000, 3.2995511E+000, 2.4990405E-002, 1.1984476E+000
 5.4664593E+000, 2.2829707E+000, 3.3199541E+000, 2.4990405E-002, 1.1984476E+000
 5.5252385E+000, 2.2958876E+000, 3.3401126E+000, 2.4990405E-002, 1.1984476E+000
 5.5840178E+000, 2.3086497E+000, 3.3600295E+000, 2.4990405E-002, 1.1984476E+000
 5.6427965E+000, 2.3212587E+000, 3.3797078E+000, 2.4990405E-002, 1.1984476E+000
 5.7015758E+000, 2.3337166E+000, 3.3991502E+000, 2.4990405E-002, 1.1984476E+000
 5.7603550E+000, 2.3460252E+000, 3.4183596E+000, 2.4990405E-002, 1.1984476E+000
 5.8191342E+000, 2.3581863E+000, 3.4373389E+000, 2.4990405E-002, 1.1984476E+000
 5.8779130E+000, 2.3702016E+000, 3.4560907E+000, 2.4990405E-002, 1.1984476E+000
 5.9366922E+000, 2.3820729E+000, 3.4746177E+000, 2.4990405E-002, 1.1984476E+000
 5.9954715E+000, 2.3938018E+000, 3.4929228E+000, 2.4990405E-002, 1.1984476E+000
 6.0542507E+000, 2.4053902E+000, 3.5110084E+000, 2.4990405E-002, 1.1984476E+000
 6.1130300E+000, 2.4168397E+000, 3.5288773E+000, 2.4990405E-002, 1.1984476E+000
 6.1718087E+000, 2.4281520E+000, 3.5465321E+000, 2.4990405E-002, 1.1984476E+000
 6.2305880E+000, 2.4393286E+000, 3.5639752E+000, 2.4990405E-002, 1.1984476E+000
 6.2893672E+000, 2.4503713E+000, 3.5812093E+000, 2.4990405E-002, 1.1984476E+000
 6.3481464E+000, 2.4612817E+000, 3.5982369E+000, 2.4990405E-002, 1.1984476E+000
 6.4069252E+000, 2.4720612E+000, 3.6150604E+000, 2.4990405E-002, 1.1984476E+000
 6.4657044E+000, 2.4827116E+000, 3.6316823E+000, 2.4990405E-002, 1.1984476E+000
 6.5244837E+000, 2.4932343E+000, 3.6481049E+000, 2.4990405E-002, 1.1984476E+000
 6.5832629E+000, 2.5036309E+000, 3.6643308E+000, 2.4990405E-002, 1.1984476E+000
 6.6420417E+000, 2.5139029E+000, 3.6803622E+000, 2.4990405E-002, 1.1984476E+000
 6.7008209E+000, 2.5240518E+000, 3.6962014E+000, 2.4990405E-002, 1.1984476E+000
 6.7596002E+000, 2.5340790E+000, 3.7118509E+000, 2.4990405E-002, 1.1984476E+000
 6.8183794E+000, 2.5439860E+000, 3.7273127E+000, 2.4990405E-002, 1.1984476E+000
 6.8771586E+000, 2.5537743E+000, 3.7425893E+000, 2.4990405E-002, 1.1984476E+000
 6.9359374E+000, 2.5634453E+000, 3.7576828E+000, 2.4990405E-002, 1.1984476E+000
 6.9947166E+000, 2.5730004E+000, 3.7725954E+000, 2.4990405E-002, 1.1984476E+000
 7.0534959E+000, 2.5824409E+000, 3.7873293E+000, 2.4990405E-002, 1.1984476E+000
 7.1122751E+000, 2.5917683E+000, 3.8018866E+000, 2.4990405E-002, 1.1984476E+000
 7.1710539E+000, 2.6009839E+000, 3.8162694E+000, 2.4990405E-002, 1.1984476E+000
 7.2298331E+000, 2.6100891E+000, 3.8304799E+000, 2.4990405E-002, 1.1984476E+000
 7.2886124E+000, 2.6190851E+000, 3.8445200E+000, 2.4990405E-002, 1.1984476E+000
 7.3473916E+000, 2.6279733E+000, 3.8583919E+000, 2.4990405E-002, 1.1984476E+000
 7.4061708E+000, 2.6367549E+000, 3.8720976E+000, 2.4990405E-002, 1.1984476E+000
 7.4649496E+000, 2.6454313E+000, 3.8856390E+000, 2.4990405E-002, 1.1984476E+000
 7.5237288E+000, 2.6540037E+000, 3.8990181E+000, 2.4990405E-002, 1.1984476E+000
 7.5825081E+000, 2.6624734E+000, 3.9122368E+000, 2.4990405E-002, 1.1984476E+000
 7.6412873E+000, 2.6708416E+000, 3.9252971E+000, 2.4990405E-002, 1.1984476E+000
 7.7000661E+000, 2.6791094E+000, 3.9382009E+000, 2.4990405E-002, 1.1984476E+000
 7.7588453E+000, 2.6872782E+000, 3.9509501E+000, 2.4990405E-002, 1.1984476E+000
 7.8176246E+000, 2.6953491E+000, 3.9635464E+000, 2.4990405E-002, 1.1984476E+000
 7.8764038E+000, 2.7033232E+000, 3.9759918E+000, 2.4990405E-002, 1.1984476E+000
 7.9351830E+000, 2.7112017E+000, 3.9882880E+000, 2.4990405E-002, 1.1984476E+000
 7.9939618E+000, 2.7189859E+000, 4.0004369E+000, 2.4990405E-002, 1.1984476E+000
 8.0527411E+000, 2.7266767E+000, 4.0124401E+000, 2.4990405E-002, 1.1984476E+000
 8.1115198E+000, 2.7342753E+000, 4.0242995E+000, 2.4990405E-002, 1.1984476E+000
 8.1702995E+000, 2.7417829E+000, 4.0360167E+000, 2.4990405E-002, 1.1984476E+000
 8.2290783E+000, 2.7492005E+000, 4.0475935E+000, 2.4990405E-002, 1.1984476E+000
 8.2878580E+000, 2.7565292E+000, 4.0590316E+000, 2.4990405E-002, 1.1984476E+000
 8.3466368E+000, 2.7637700E+000, 4.0703326E+000, 2.4990405E-002, 1.1984476E+000
 8.4054155E+000, 2.7709241E+000, 4.0814981E+000, 2.4990405E-002, 1.1984476E+000
 8.4641953E+000, 2.7779924E+000, 4.0925298E+000, 2.4990405E-002, 1.1984476E+000
 8.5229740E+000, 2.7849760E+000, 4.1034293E+000, 2.4990405E-002, 1.1984476E+000
 8.5817537E+000, 2.7918759E+000, 4.1141981E+000, 2.4990405E-002, 1.1984476E+000
 8.6405325E+000, 2.7986931E+000, 4.1248379E+000, 2.4990405E-002, 1.1984476E+000
 8.6993113E+000, 2.8054286E+000, 4.1353501E+000, 2.4990405E-002, 1.1984476E+000
 8.7580910E+000, 2.8120834E+000, 4.1457364E+000, 2.4990405E-002, 1.1984476E+000
 8.8168697E+000, 2.8186584E+000, 4.1559981E+000, 2.4990405E-002, 1.1984476E+000
 8.8756485E+000, 2.8251546E+000, 4.1661369E+000, 2.4990405E-002, 1.1984476E+000
 8.9344282E+000, 2.8315729E+000, 4.1761542E+000, 2.4990405E-002, 1.1984476E+000
 8.9932070E+000, 2.8379144E+000, 4.1860514E+000, 2.4990405E-002, 1.1984476E+000
 9.0519867E+000, 2.8441798E+000, 4.1958299E+000, 2.4990405E-002, 1.1984476E+000
 9.1107655E+000, 2.8503701E+000, 4.2054913E+000, 2.4990405E-002, 1.1984476E+000
 9.1695442E+000, 2.8564862E+000, 4.2150369E+000, 2.4990405E-002, 1.1984476E+000
 9.2283239E+000, 2.8625290E+000, 4.2244680E+000, 2.4990405E-002, 1.1984476E+000
