s,status
 1.3020068E+001,-1
 1.3120068E+001,-1
 1.3220068E+001,-1
 1.3320068E+001,-1
 1.3420068E+001,-1
 1.3520068E+001,-1
 1.3620068E+001,-1
 1.3720068E+001,-1
 1.3820068E+001,-1
 1.3920068E+001,-1
 1.4020068E+001,-1
 1.4120068E+001,-1
 1.4220068E+001,-1
 1.4320068E+001,-1
 1.4420068E+001,-1
 1.4520068E+001,-1
 1.4620068E+001,-1
 1.4720068E+001,-1
 1.4820068E+001,-1
 1.4920068E+001,-1
 1.5020068E+001,-1
 1.5120068E+001,-1
 1.5220068E+001,-1
 1.5320068E+001,-1
 1.5420068E+001,-1
 1.5520068E+001,-1
 1.5620068E+001,-1
 1.5720068E+001,-1
 1.5820068E+001,-1
 1.5920068E+001,-1
 1.6020067E+001,-1
 1.6120068E+001,-1
 1.6220068E+001,-1
 1.6320068E+001,-1
 1.6420069E+001,-1
 1.6520067E+001,-1
 1.6620068E+001,-1
 1.6720068E+001,-1
 1.6820068E+001,-1
 1.6920069E+001,-1
 1.7020067E+001,-1
 1.7120068E+001,-1
 1.7220068E+001,-1
 1.7320068E+001,-1
 1.7420069E+001,-1
 1.7520067E+001,-1
 1.7620068E+001,-1
 1.7720068E+001,-1
 1.7820068E+001,-1
 1.7920069E+001,-1
 1.8020067E+001,-1
 1.8120068E+001,-1
 1.8220068E+001,-1
 1.8320068E+001,-1
 1.8420069E+001,-1
 1.8520067E+001,-1
 1.8620068E+001,-1
 1.8720068E+001,-1
 1.8820068E+001,-1
 1.8920069E+001,-1
 1.9020067E+001,-1
 1.9120068E+001,-1
 1.9220068E+001,-1
 1.9320068E+001,-1
 1.9420069E+001,-1
 1.9520067E+001,-1
 1.9620068E+001,-1
 1.9720068E+001,-1
 1.9820068E+001,-1
 1.9920069E+001,-1
 2.0020067E+001,-1
 2.0120068E+001,-1
 2.0220068E+001,-1
 2.0320068E+001,-1
 2.0420069E+001,-1
 2.0520067E+001,-1
 2.0620068E+001,-1
 2.0720068E+001,-1
 2.0820068E+001,-1
 2.0920069E+001,-1
 2.1020067E+001,-1
 2.1120068E+001,-1
 2.1220068E+001,-1
 2.1320068E+001,-1
 2.1420069E+001,-1
 2.1520067E+001,-1
 2.1620068E+001,-1
 2.1720068E+001,-1
 2.1820068E+001,-1
 2.1920069E+001,-1
 2.2020067E+001,-1
 2.2120068E+001,-1
 2.2220068E+001,-1
 2.2320068E+001,-1
 2.2420069E+001,-1
 2.2520067E+001,-1
 2.2620068E+001,-1
 2.2720068E+001,-1
 2.2820068E+001,-1
 2.2920069E+001,-1
 2.3020067E+001,-1
 2.3120068E+001,-1
 2.3220068E+001,-1
 2.3320068E+001,-1
 2.3420069E+001,-1
 2.3520067E+001,-1
 2.3620068E+001,-1
 2.3720068E+001,-1
 2.3820068E+001,-1
 2.3920069E+001,-1
 2.4020067E+001,-1
 2.4120068E+001,-1
 2.4220068E+001,-1
 2.4320068E+001,-1
 2.4420069E+001,-1
 2.4520067E+001,-1
 2.4620068E+001,-1
 2.4720068E+001,-1
 2.4820068E+001,-1
 2.4920069E+001,-1
 2.5020067E+001,-1
 2.5120068E+001,-1
 2.5220068E+001,-1
 2.5320068E+001,-1
 2.5420069E+001,-1
 2.5520067E+001,-1
 2.5620068E+001,-1
 2.5720068E+001,-1
 2.5820068E+001,-1
 2.5920069E+001,-1
 2.6020067E+001,-1
 2.6120068E+001,-1
 2.6220068E+001,-1
 2.6320068E+001,-1
 2.6420069E+001,-1
 2.6520067E+001,-1
 2.6620068E+001,-1
 2.6720068E+001,-1
 2.6820068E+001,-1
 2.6920069E+001,-1
 2.7020067E+001,-1
 2.7120068E+001,-1
 2.7220068E+001,-1
 2.7320068E+001,-1
 2.7420069E+001,-1
 2.7520067E+001,-1
 2.7620068E+001,-1
 2.7720068E+001,-1
 2.7820068E+001,-1
 2.7920069E+001,-1
 2.8020067E+001,-1
 2.8120068E+001,-1
 2.8220068E+001,-1
 2.8320068E+001,-1
 2.8420069E+001,-1
 2.8520067E+001,-1
 2.8620068E+001,-1
 2.8720068E+001,-1
 2.8820068E+001,-1
 2.8920069E+001,-1
 2.9020067E+001,-1
 2.9120068E+001,-1
 2.9220068E+001,-1
 2.9320068E+001,-1
 2.9420069E+001,-1
 2.9520067E+001,-1
 2.9620068E+001,-1
 2.9720068E+001,-1
 2.9820068E+001,-1
 2.9920069E+001,-1
 3.0020067E+001,-1
 3.0120068E+001,-1
 3.0220068E+001,-1
 3.0320068E+001,-1
 3.0420069E+001,-1
 3.0520067E+001,-1
 3.0620068E+001,-1
 3.0720068E+001,-1
 3.0820068E+001,-1
 3.0920069E+001,-1
 3.1020067E+001,-1
 3.1120068E+001,-1
 3.1220068E+001,-1
 3.1320068E+001,-1
 3.1420069E+001,-1
 3.1520067E+001,-1
 3.1620068E+001,-1
 3.1720068E+001,-1
 3.1820068E+001,-1
 3.1920069E+001,-1
 3.2020069E+001,-1
 3.2120068E+001,-1
 3.2220070E+001,-1
 3.2320068E+001,-1
 3.2420067E+001,-1
 3.2520069E+001,-1
 3.2620068E+001,-1
 3.2720070E+001,-1
 3.2820068E+001,-1
 3.2920067E+001,-1
 3.3020069E+001,-1
 3.3120068E+001,-1
 3.3220070E+001,-1
 3.3320068E+001,-1
 3.3420067E+001,-1
 3.3520069E+001,-1
 3.3620068E+001,-1
 3.3720070E+001,-1
 3.3820068E+001,-1
 3.3920067E+001,-1
 3.4020069E+001,-1
 3.4120068E+001,-1
 3.4220070E+001,-1
 3.4320068E+001,-1
 3.4420067E+001,-1
 3.4520069E+001,-1
 3.4620068E+001,-1
 3.4720070E+001,-1
 3.4820068E+001,-1
 3.4920067E+001,-1
 3.5020069E+001,-1
 3.5120068E+001,-1
 3.5220070E+001,-1
 3.5320068E+001,-1
 3.5420067E+001,-1
 3.5520069E+001,-1
 3.5620068E+001,-1
 3.5720070E+001,-1
 3.5820068E+001,-1
 3.5920067E+001,-1
 3.6020069E+001,-1
 3.6120068E+001,-1
 3.6220070E+001,-1
 3.6320068E+001,-1
 3.6420067E+001,-1
 3.6520069E+001,-1
 3.6620068E+001,-1
 3.6720070E+001,-1
 3.6820068E+001,-1
 3.6920067E+001,-1
 3.7020069E+001,-1
 3.7120068E+001,-1
 3.7220070E+001,-1
 3.7320068E+001,-1
 3.7420067E+001,-1
 3.7520069E+001,-1
 3.7620068E+001,-1
 3.7720070E+001,-1
 3.7820068E+001,-1
 3.7920067E+001,-1
 3.8020069E+001,-1
 3.8120068E+001,-1
 3.8220070E+001,-1
 3.8320068E+001,-1
 3.8420067E+001,-1
 3.8520069E+001,-1
 3.8620068E+001,-1
 3.8720070E+001,-1
 3.8820068E+001,-1
 3.8920067E+001,-1
 3.9020069E+001,-1
 3.9120068E+001,-1
 3.9220070E+001,-1
 3.9320068E+001,-1
 3.9420067E+001,-1
 3.9520069E+001,-1
 3.9620068E+001,-1
 3.9720070E+001,-1
 3.9820068E+001,-1
 3.9920067E+001,-1
 4.0020069E+001,-1
 4.0120068E+001,-1
 4.0220070E+001,-1
 4.0320068E+001,-1
 4.0420067E+001,-1
 4.0520069E+001,-1
 4.0620068E+001,-1
 4.0720070E+001,-1
 4.0820068E+001,-1
 4.0920067E+001,-1
 4.1020069E+001,-1
 4.1120068E+001,-1
 4.1220070E+001,-1
 4.1320068E+001,-1
 4.1420067E+001,-1
 4.1520069E+001,-1
 4.1620068E+001,-1
 4.1720070E+001,-1
 4.1820068E+001,-1
 4.1920067E+001,-1
 4.2020069E+001,-1
 4.2120068E+001,-1
 4.2220070E+001,-1
 4.2320068E+001,-1
 4.2420067E+001,-1
 4.2520069E+001,-1
 4.2620068E+001,-1
 4.2720070E+001,-1
 4.2820068E+001,-1
 4.2920067E+001,-1
 4.3020069E+001,-1
 4.3120068E+001,-1
 4.3220070E+001,-1
 4.3320068E+001,-1
 4.3420067E+001,-1
 4.3520069E+001,-1
 4.3620068E+001,-1
 4.3720070E+001,-1
 4.3820068E+001,-1
 4.3920067E+001,-1
 4.4020069E+001,-1
 4.4120068E+001,-1
 4.4220070E+001,-1
 4.4320068E+001,-1
 4.4420067E+001,-1
 4.4520069E+001,-1
 4.4620068E+001,-1
 4.4720070E+001,-1
 4.4820068E+001,-1
 4.4920067E+001,-1
 4.5020069E+001,-1
 4.5120068E+001,-1
 4.5220070E+001,-1
 4.5320068E+001,-1
 4.5420067E+001,-1
 4.5520069E+001,-1
 4.5620068E+001,-1
 4.5720070E+001,-1
 4.5820068E+001,-1
 4.5920067E+001,-1
 4.6020069E+001,-1
 4.6120068E+001,-1
 4.6220070E+001,-1
 4.6320068E+001,-1
 4.6420067E+001,-1
 4.6520069E+001,-1
 4.6620068E+001,-1
 4.6720070E+001,-1
 4.6820068E+001,-1
 4.6920067E+001,-1
 4.7020069E+001,-1
 4.7120068E+001,-1
 4.7220070E+001,-1
 4.7320068E+001,-1
 4.7420067E+001,-1
 4.7520069E+001,-1
 4.7620068E+001,-1
 4.7720070E+001,-1
 4.7820068E+001,-1
 4.7920067E+001,-1
 4.8020069E+001,-1
 4.8120068E+001,-1
 4.8220070E+001,-1
 4.8320068E+001,-1
 4.8420067E+001,-1
 4.8520069E+001,-1
 4.8620068E+001,-1
 4.8720070E+001,-1
 4.8820068E+001,-1
 4.8920067E+001,-1
 4.9020069E+001,-1
 4.9120068E+001,-1
 4.9220070E+001,-1
 4.9320068E+001,-1
 4.9420067E+001,-1
 4.9520069E+001,-1
 4.9620068E+001,-1
 4.9720070E+001,-1
 4.9820068E+001,-1
 4.9920067E+001,-1
 5.0020069E+001,-1
 5.0120068E+001,-1
 5.0220070E+001,-1
 5.0320068E+001,-1
 5.0420067E+001,-1
 5.0520069E+001,-1
 5.0620068E+001,-1
 5.0720070E+001,-1
 5.0820068E+001,-1
 5.0920067E+001,-1
 5.1020069E+001,-1
 5.1120068E+001,-1
 5.1220070E+001,-1
 5.1320068E+001,-1
 5.1420067E+001,-1
 5.1520069E+001,-1
 5.1620068E+001,-1
 5.1720070E+001,-1
 5.1820068E+001,-1
 5.1920067E+001,-1
 5.2020069E+001,-1
 5.2120068E+001,-1
 5.2220070E+001,-1
 5.2320068E+001,-1
 5.2420067E+001,-1
 5.2520069E+001,-1
 5.2620068E+001,-1
 5.2720070E+001,-1
 5.2820068E+001,-1
 5.2920067E+001,-1
 5.3020069E+001,-1
 5.3120068E+001,-1
 5.3220070E+001,-1
 5.3320068E+001,-1
 5.3420067E+001,-1
 5.3520069E+001,-1
 5.3620068E+001,-1
 5.3720070E+001,-1
 5.3820068E+001,-1
 5.3920067E+001,-1
 5.4020069E+001,-1
 5.4120068E+001,-1
 5.4220070E+001,-1
 5.4320068E+001,-1
 5.4420067E+001,-1
 5.4520069E+001,-1
 5.4620068E+001,-1
 5.4720070E+001,-1
 5.4820068E+001,-1
 5.4920067E+001,-1
 5.5020069E+001,-1
 5.5120068E+001,-1
 5.5220070E+001,-1
 5.5320068E+001,-1
 5.5420067E+001,-1
 5.5520069E+001,-1
 5.5620068E+001,-1
 5.5720070E+001,-1
 5.5820068E+001,-1
 5.5920067E+001,-1
 5.6020069E+001,-1
 5.6120068E+001,-1
 5.6220070E+001,-1
 5.6320068E+001,-1
 5.6420067E+001,-1
 5.6520069E+001,-1
 5.6620068E+001,-1
 5.6720070E+001,-1
 5.6820068E+001,-1
 5.6920067E+001,-1
 5.7020069E+001,-1
 5.7120068E+001,-1
 5.7220070E+001,-1
 5.7320068E+001,-1
 5.7420067E+001,-1
 5.7520069E+001,-1
 5.7620068E+001,-1
 5.7720070E+001,-1
 5.7820068E+001,-1
 5.7920067E+001,-1
 5.8020069E+001,-1
 5.8120068E+001,-1
 5.8220070E+001,-1
 5.8320068E+001,-1
 5.8420067E+001,-1
 5.8520069E+001,-1
 5.8620068E+001,-1
 5.8720070E+001,-1
 5.8820068E+001,-1
 5.8920067E+001,-1
 5.9020069E+001,-1
 5.9120068E+001,-1
 5.9220070E+001,-1
 5.9320068E+001,-1
 5.9420067E+001,-1
 5.9520069E+001,-1
 5.9620068E+001,-1
 5.9720070E+001,-1
 5.9820068E+001,-1
 5.9920067E+001,-1
 6.0020069E+001,-1
 6.0120068E+001,-1
 6.0220070E+001,-1
 6.0320068E+001,-1
 6.0420067E+001,-1
 6.0520069E+001,-1
 6.0620068E+001,-1
 6.0720070E+001,-1
 6.0820068E+001,-1
 6.0920067E+001,-1
 6.1020069E+001,-1
 6.1120068E+001,-1
 6.1220070E+001,-1
 6.1320068E+001,-1
 6.1420067E+001,-1
 6.1520069E+001,-1
 6.1620068E+001,-1
 6.1720070E+001,-1
 6.1820068E+001,-1
 6.1920067E+001,-1
 6.2020069E+001,-1
 6.2120068E+001,-1
 6.2220070E+001,-1
 6.2320068E+001,-1
 6.2420067E+001,-1
 6.2520069E+001,-1
 6.2620068E+001,-1
 6.2720070E+001,-1
 6.2820068E+001,-1
 6.2920067E+001,-1
 6.3020069E+001,-1
 6.3120068E+001,-1
 6.3220070E+001,-1
 6.3320068E+001,-1
 6.3420067E+001,-1
 6.3520069E+001,-1
 6.3620068E+001,-1
 6.3720070E+001,-1
 6.3820068E+001,-1
 6.3920067E+001,-1
 6.4020065E+001,-1
 6.4120071E+001,-1
 6.4220070E+001,-1
 6.4320068E+001,-1
 6.4420067E+001,-1
 6.4520065E+001,-1
 6.4620071E+001,-1
 6.4720070E+001,-1
 6.4820068E+001,-1
 6.4920067E+001,-1
 6.5020065E+001,-1
 6.5120071E+001,-1
 6.5220070E+001,-1
 6.5320068E+001,-1
 6.5420067E+001,-1
 6.5520065E+001,-1
 6.5620071E+001,-1
 6.5720070E+001,-1
 6.5820068E+001,-1
 6.5920067E+001,-1
 6.6020065E+001,-1
 6.6120071E+001,-1
 6.6220070E+001,-1
 6.6320068E+001,-1
 6.6420067E+001,-1
 6.6520065E+001,-1
 6.6620071E+001,-1
 6.6720070E+001,-1
 6.6820068E+001,-1
 6.6920067E+001,-1
 6.7020065E+001,-1
 6.7120071E+001,-1
 6.7220070E+001,-1
 6.7320068E+001,-1
 6.7420067E+001,-1
 6.7520065E+001,-1
 6.7620071E+001,-1
 6.7720070E+001,-1
 6.7820068E+001,-1
 6.7920067E+001,-1
 6.8020065E+001,-1
 6.8120071E+001,-1
 6.8220070E+001,-1
 6.8320068E+001,-1
 6.8420067E+001,-1
 6.8520065E+001,-1
 6.8620071E+001,-1
 6.8720070E+001,-1
 6.8820068E+001,-1
 6.8920067E+001,-1
 6.9020065E+001,-1
 6.9120071E+001,-1
 6.9220070E+001,-1
 6.9320068E+001,-1
 6.9420067E+001,-1
 6.9520065E+001,-1
 6.9620071E+001,-1
 6.9720070E+001,-1
 6.9820068E+001,-1
 6.9920067E+001,-1
 7.0020065E+001,-1
 7.0120071E+001,-1
 7.0220070E+001,-1
 7.0320068E+001,-1
 7.0420067E+001,-1
 7.0520065E+001,-1
 7.0620071E+001,-1
 7.0720070E+001,-1
 7.0820068E+001,-1
 7.0920067E+001,-1
 7.1020065E+001,-1
 7.1120071E+001,-1
 7.1220070E+001,-1
 7.1320068E+001,-1
 7.1420067E+001,-1
 7.1520065E+001,-1
 7.1620071E+001,-1
 7.1720070E+001,-1
 7.1820068E+001,-1
 7.1920067E+001,-1
 7.2020065E+001,-1
 7.2120071E+001,-1
 7.2220070E+001,-1
 7.2320068E+001,-1
 7.2420067E+001,-1
 7.2520065E+001,-1
 7.2620071E+001,-1
 7.2720070E+001,-1
 7.2820068E+001,-1
 7.2920067E+001,-1
 7.3020065E+001,-1
 7.3120071E+001,-1
 7.3220070E+001,-1
 7.3320068E+001,-1
 7.3420067E+001,-1
 7.3520065E+001,-1
 7.3620071E+001,-1
 7.3720070E+001,-1
 7.3820068E+001,-1
 7.3920067E+001,-1
 7.4020065E+001,-1
 7.4120071E+001,-1
 7.4220070E+001,-1
 7.4320068E+001,-1
 7.4420067E+001,-1
 7.4520065E+001,-1
 7.4620071E+001,-1
 7.4720070E+001,-1
 7.4820068E+001,-1
 7.4920067E+001,-1
 7.5020065E+001,-1
 7.5120071E+001,-1
 7.5220070E+001,-1
 7.5320068E+001,-1
 7.5420067E+001,-1
 7.5520065E+001,-1
 7.5620071E+001,-1
 7.5720070E+001,-1
 7.5820068E+001,-1
 7.5920067E+001,-1
 7.6020065E+001,-1
 7.6120071E+001,-1
 7.6220070E+001,-1
 7.6320068E+001,-1
 7.6420067E+001,-1
 7.6520065E+001,-1
 7.6620071E+001,-1
 7.6720070E+001,-1
 7.6820068E+001,-1
 7.6920067E+001,-1
 7.7020065E+001,-1
 7.7120071E+001,-1
 7.7220070E+001,-1
 7.7320068E+001,-1
 7.7420067E+001,-1
 7.7520065E+001,-1
 7.7620071E+001,-1
 7.7720070E+001,-1
 7.7820068E+001,-1
 7.7920067E+001,-1
 7.8020065E+001,-1
 7.8120071E+001,-1
 7.8220070E+001,-1
 7.8320068E+001,-1
 7.8420067E+001,-1
 7.8520065E+001,-1
 7.8620071E+001,-1
 7.8720070E+001,-1
 7.8820068E+001,-1
 7.8920067E+001,-1
 7.9020065E+001,-1
 7.9120071E+001,-1
 7.9220070E+001,-1
 7.9320068E+001,-1
 7.9420067E+001,-1
 7.9520065E+001,-1
 7.9620071E+001,-1
 7.9720070E+001,-1
 7.9820068E+001,-1
 7.9920067E+001,-1
 8.0020065E+001,-1
 8.0120071E+001,-1
 8.0220070E+001,-1
 8.0320068E+001,-1
 8.0420067E+001,-1
 8.0520065E+001,-1
 8.0620071E+001,-1
 8.0720070E+001,-1
 8.0820068E+001,-1
 8.0920067E+001,-1
 8.1020065E+001,-1
 8.1120071E+001,-1
 8.1220070E+001,-1
 8.1320068E+001,-1
 8.1420067E+001,-1
 8.1520065E+001,-1
 8.1620071E+001,-1
 8.1720070E+001,-1
 8.1820068E+001,-1
 8.1920067E+001,-1
 8.2020065E+001,-1
 8.2120071E+001,-1
 8.2220070E+001,-1
 8.2320068E+001,-1
 8.2420067E+001,-1
 8.2520065E+001,-1
 8.2620071E+001,-1
 8.2720070E+001,-1
 8.2820068E+001,-1
 8.2920067E+001,-1
 8.3020065E+001,-1
 8.3120071E+001,-1
 8.3220070E+001,-1
 8.3320068E+001,-1
 8.3420067E+001,-1
 8.3520065E+001,-1
 8.3620071E+001,-1
 8.3720070E+001,-1
 8.3820068E+001,-1
 8.3920067E+001,-1
 8.4020065E+001,-1
 8.4120071E+001,-1
 8.4220070E+001,-1
 8.4320068E+001,-1
 8.4420067E+001,-1
 8.4520065E+001,-1
 8.4620071E+001,-1
 8.4720070E+001,-1
 8.4820068E+001,-1
 8.4920067E+001,-1
 8.5020065E+001,-1
 8.5120071E+001,-1
 8.5220070E+001,-1
 8.5320068E+001,-1
 8.5420067E+001,-1
 8.5520065E+001,-1
 8.5620071E+001,-1
 8.5720070E+001,-1
 8.5820068E+001,-1
 8.5920067E+001,-1
 8.6020065E+001,-1
 8.6120071E+001,-1
 8.6220070E+001,-1
 8.6320068E+001,-1
 8.6420067E+001,-1
 8.6520065E+001,-1
 8.6620071E+001,-1
 8.6720070E+001,-1
 8.6820068E+001,-1
 8.6920067E+001,-1
 8.7020065E+001,-1
 8.7120071E+001,-1
 8.7220070E+001,-1
 8.7320068E+001,-1
 8.7420067E+001,-1
 8.7520065E+001,-1
 8.7620071E+001,-1
 8.7720070E+001,-1
 8.7820068E+001,-1
 8.7920067E+001,-1
 8.8020065E+001,-1
 8.8120071E+001,-1
 8.8220070E+001,-1
 8.8320068E+001,-1
 8.8420067E+001,-1
 8.8520065E+001,-1
 8.8620071E+001,-1
 8.8720070E+001,-1
 8.8820068E+001,-1
 8.8920067E+001,-1
 8.9020065E+001,-1
 8.9120071E+001,-1
 8.9220070E+001,-1
 8.9320068E+001,-1
 8.9420067E+001,-1
 8.9520065E+001,-1
 8.9620071E+001,-1
 8.9720070E+001,-1
 8.9820068E+001,-1
 8.9920067E+001,-1
 9.0020065E+001,-1
 9.0120071E+001,-1
 9.0220070E+001,-1
 9.0320068E+001,-1
 9.0420067E+001,-1
 9.0520065E+001,-1
 9.0620071E+001,-1
 9.0720070E+001,-1
 9.0820068E+001,-1
 9.0920067E+001,-1
 9.1020065E+001,-1
 9.1120071E+001,-1
 9.1220070E+001,-1
 9.1320068E+001,-1
 9.1420067E+001,-1
 9.1520065E+001,-1
 9.1620071E+001,-1
 9.1720070E+001,-1
 9.1820068E+001,-1
 9.1920067E+001,-1
 9.2020065E+001,-1
 9.2120071E+001,-1
 9.2220070E+001,-1
 9.2320068E+001,-1
 9.2420067E+001,-1
 9.2520065E+001,-1
 9.2620071E+001,-1
 9.2720070E+001,-1
 9.2820068E+001,-1
 9.2920067E+001,-1
 9.3020065E+001,-1
 9.3120071E+001,-1
 9.3220070E+001,-1
 9.3320068E+001,-1
 9.3420067E+001,-1
 9.3520065E+001,-1
 9.3620071E+001,-1
 9.3720070E+001,-1
 9.3820068E+001,-1
 9.3920067E+001,-1
 9.4020065E+001,-1
 9.4120071E+001,-1
 9.4220070E+001,-1
 9.4320068E+001,-1
 9.4420067E+001,-1
 9.4520065E+001,-1
 9.4620071E+001,-1
 9.4720070E+001,-1
 9.4820068E+001,-1
 9.4920067E+001,-1
 9.5020065E+001,-1
 9.5120071E+001,-1
 9.5220070E+001,-1
 9.5320068E+001,-1
 9.5420067E+001,-1
 9.5520065E+001,-1
 9.5620071E+001,-1
 9.5720070E+001,-1
 9.5820068E+001,-1
 9.5920067E+001,-1
 9.6020065E+001,-1
 9.6120071E+001,-1
 9.6220070E+001,-1
 9.6320068E+001,-1
 9.6420067E+001,-1
 9.6520065E+001,-1
 9.6620071E+001,-1
 9.6720070E+001,-1
 9.6820068E+001,-1
 9.6920067E+001,-1
 9.7020065E+001,-1
 9.7120071E+001,-1
 9.7220070E+001,-1
 9.7320068E+001,-1
 9.7420067E+001,-1
 9.7520065E+001,-1
 9.7620071E+001,-1
 9.7720070E+001,-1
 9.7820068E+001,-1
 9.7920067E+001,-1
 9.8020065E+001,-1
 9.8120071E+001,-1
 9.8220070E+001,-1
 9.8320068E+001,-1
 9.8420067E+001,-1
 9.8520065E+001,-1
 9.8620071E+001,-1
 9.8720070E+001,-1
 9.8820068E+001,-1
 9.8920067E+001,-1
 9.9020065E+001,-1
 9.9120071E+001,-1
 9.9220070E+001,-1
 9.9320068E+001,-1
 9.9420067E+001,-1
 9.9520065E+001,-1
 9.9620071E+001,-1
 9.9720070E+001,-1
 9.9820068E+001,-1
 9.9920067E+001,-1
 1.0002007E+002,-1
