s,m/s,m/s,kg/m/s,kg/m3
FDS Time,"Device_1","Device_2","Device_3","Device_4"
 0.0000000E+000, 2.2022857E-020,-3.1837293E-004, 1.8089887E-005, 1.1984476E+000
 5.4351646E-001, 2.4709611E-003, 2.1309112E-003, 1.8089887E-005, 1.1984476E+000
 1.0376223E+000, 6.7866105E-003, 6.4420662E-003, 1.8089887E-005, 1.1984476E+000
 1.5317283E+000, 1.0886450E-002, 1.0628812E-002, 1.8089887E-005, 1.1984476E+000
 2.0258341E+000, 1.4977412E-002, 1.4932383E-002, 1.8089887E-005, 1.1984476E+000
 2.5199399E+000, 1.9060198E-002, 1.9374656E-002, 1.9743395E-005, 1.1984476E+000
 3.0140460E+000, 2.3135779E-002, 2.3937092E-002, 2.9656310E-005, 1.1984476E+000
 3.5081518E+000, 2.7204896E-002, 2.8455010E-002, 3.3213243E-005, 1.1984476E+000
 4.0022578E+000, 3.1267835E-002, 3.2670044E-002, 3.8263837E-005, 1.1984476E+000
 4.5457740E+000, 3.5527271E-002, 3.6574996E-002, 4.1614508E-005, 1.1984476E+000
 5.0398798E+000, 3.9779961E-002, 3.9875790E-002, 3.3743999E-005, 1.1984476E+000
 5.5339861E+000, 4.3823583E-002, 4.2575211E-002, 2.5006845E-005, 1.1984476E+000
 6.0280919E+000, 4.7860833E-002, 4.5253696E-002, 1.8663581E-005, 1.1984476E+000
 6.5221977E+000, 5.1891753E-002, 4.8353482E-002, 1.8089887E-005, 1.1984476E+000
 7.0163035E+000, 5.5916363E-002, 5.2258265E-002, 1.8089887E-005, 1.1984476E+000
 7.5104094E+000, 5.9934672E-002, 5.7142418E-002, 2.0013316E-005, 1.1984476E+000
 8.0045156E+000, 6.3946729E-002, 6.3170547E-002, 2.0660341E-005, 1.1984476E+000
 8.5480318E+000, 6.8152666E-002, 7.0312930E-002, 1.8163401E-005, 1.1984476E+000
 9.0421381E+000, 7.2351937E-002, 7.6871082E-002, 1.8089887E-005, 1.1984476E+000
 9.5362434E+000, 7.6344958E-002, 8.0948227E-002, 2.1869115E-005, 1.1984476E+000
 1.0030350E+001, 8.0331964E-002, 8.2949969E-002, 2.0028546E-005, 1.1984476E+000
 1.0524455E+001, 8.4313046E-002, 8.4765658E-002, 1.8089887E-005, 1.1984476E+000
 1.1018561E+001, 8.8288293E-002, 8.7999184E-002, 1.8089887E-005, 1.1984476E+000
 1.1512667E+001, 9.2257786E-002, 9.2990133E-002, 1.8089887E-005, 1.1984476E+000
 1.2006773E+001, 9.6221608E-002, 9.8889230E-002, 2.1633526E-005, 1.1984476E+000
 1.2500879E+001, 1.0017985E-001, 1.0418121E-001, 2.0784481E-005, 1.1984476E+000
 1.3044395E+001, 1.0433000E-001, 1.0835698E-001, 1.9048382E-005, 1.1984476E+000
 1.3538501E+001, 1.0847426E-001, 1.1195195E-001, 1.8674234E-005, 1.1984476E+000
 1.4032607E+001, 1.1241566E-001, 1.1539569E-001, 2.0614102E-005, 1.1984476E+000
 1.4526713E+001, 1.1635181E-001, 1.1859795E-001, 2.1167470E-005, 1.1984476E+000
 1.5020819E+001, 1.2028277E-001, 1.2209321E-001, 1.9660091E-005, 1.1984476E+000
 1.5514925E+001, 1.2420863E-001, 1.2692280E-001, 1.8089887E-005, 1.1984476E+000
 1.6009031E+001, 1.2812947E-001, 1.3193411E-001, 1.9474990E-005, 1.1984476E+000
 1.6503136E+001, 1.3204536E-001, 1.3528084E-001, 1.9983989E-005, 1.1984476E+000
 1.7046654E+001, 1.3615176E-001, 1.3993627E-001, 1.9321306E-005, 1.1984476E+000
 1.7540758E+001, 1.4025292E-001, 1.4651125E-001, 1.8319677E-005, 1.1984476E+000
 1.8034864E+001, 1.4415385E-001, 1.4997821E-001, 1.8089887E-005, 1.1984476E+000
 1.8528971E+001, 1.4805007E-001, 1.5289130E-001, 1.8210841E-005, 1.1984476E+000
 1.9023077E+001, 1.5194163E-001, 1.5737219E-001, 2.1937565E-005, 1.1984476E+000
 1.9517183E+001, 1.5582854E-001, 1.6164192E-001, 1.9496866E-005, 1.1984476E+000
 2.0011288E+001, 1.5971088E-001, 1.6755732E-001, 1.9396464E-005, 1.1984476E+000
 2.0505394E+001, 1.6358868E-001, 1.7098905E-001, 1.8089887E-005, 1.1984476E+000
 2.1048910E+001, 1.6765550E-001, 1.7408180E-001, 1.8098848E-005, 1.1984476E+000
 2.1543016E+001, 1.7171749E-001, 1.7912241E-001, 1.8089887E-005, 1.1984476E+000
 2.2037123E+001, 1.7558151E-001, 1.8221695E-001, 1.8214369E-005, 1.1984476E+000
 2.2531229E+001, 1.7944117E-001, 1.8611132E-001, 1.8850369E-005, 1.1984476E+000
