s,status
 1.3010000E+001,-1
 1.3110000E+001,-1
 1.3210000E+001,-1
 1.3310000E+001,-1
 1.3410000E+001,-1
 1.3510000E+001,-1
 1.3610000E+001,-1
 1.3710000E+001,-1
 1.3810000E+001,-1
 1.3910000E+001,-1
 1.4010000E+001,-1
 1.4110000E+001,-1
 1.4210000E+001,-1
 1.4310000E+001,-1
 1.4410000E+001,-1
 1.4510000E+001,-1
 1.4610000E+001,-1
 1.4710000E+001,-1
 1.4810000E+001,-1
 1.4910000E+001,-1
 1.5010000E+001,-1
 1.5110000E+001,-1
 1.5210000E+001,-1
 1.5310000E+001,-1
 1.5410000E+001,-1
 1.5510000E+001,-1
 1.5610000E+001,-1
 1.5710000E+001,-1
 1.5810000E+001,-1
 1.5910000E+001,-1
 1.6010000E+001,-1
 1.6110001E+001,-1
 1.6209999E+001,-1
 1.6309999E+001,-1
 1.6410000E+001,-1
 1.6510000E+001,-1
 1.6610001E+001,-1
 1.6709999E+001,-1
 1.6809999E+001,-1
 1.6910000E+001,-1
 1.7010000E+001,-1
 1.7110001E+001,-1
 1.7209999E+001,-1
 1.7309999E+001,-1
 1.7410000E+001,-1
 1.7510000E+001,-1
 1.7610001E+001,-1
 1.7709999E+001,-1
 1.7799999E+001,-1
 1.7900000E+001,-1
 1.8000000E+001,-1
 1.8100000E+001,-1
 1.8200001E+001,-1
 1.8299999E+001,-1
 1.8400000E+001,-1
 1.8500000E+001,-1
 1.8600000E+001,-1
 1.8700001E+001,-1
 1.8799999E+001,-1
 1.8900000E+001,-1
 1.9000000E+001,-1
 1.9100000E+001,-1
 1.9200001E+001,-1
 1.9299999E+001,-1
 1.9400000E+001,-1
 1.9500000E+001,-1
 1.9600000E+001,-1
 1.9700001E+001,-1
 1.9799999E+001,-1
 1.9900000E+001,-1
 2.0000000E+001,-1
 2.0100000E+001,-1
 2.0200001E+001,-1
 2.0299999E+001,-1
 2.0400000E+001,-1
 2.0500000E+001,-1
 2.0600000E+001,-1
 2.0700001E+001,-1
 2.0799999E+001,-1
 2.0900000E+001,-1
 2.1000000E+001,-1
 2.1100000E+001,-1
 2.1200001E+001,-1
 2.1299999E+001,-1
 2.1400000E+001,-1
 2.1500000E+001,-1
 2.1600000E+001,-1
 2.1700001E+001,-1
 2.1799999E+001,-1
 2.1900000E+001,-1
 2.2000000E+001,-1
 2.2100000E+001,-1
 2.2200001E+001,-1
 2.2299999E+001,-1
 2.2400000E+001,-1
 2.2500000E+001,-1
 2.2600000E+001,-1
 2.2700001E+001,-1
 2.2799999E+001,-1
 2.2900000E+001,-1
 2.3000000E+001,-1
 2.3100000E+001,-1
 2.3200001E+001,-1
 2.3299999E+001,-1
 2.3400000E+001,-1
 2.3500000E+001,-1
 2.3600000E+001,-1
 2.3700001E+001,-1
 2.3799999E+001,-1
 2.3900000E+001,-1
 2.4000000E+001,-1
 2.4100000E+001,-1
 2.4200001E+001,-1
 2.4299999E+001,-1
 2.4400000E+001,-1
 2.4500000E+001,-1
 2.4600000E+001,-1
 2.4700001E+001,-1
 2.4799999E+001,-1
 2.4900000E+001,-1
 2.5000000E+001,-1
 2.5100000E+001,-1
 2.5200001E+001,-1
 2.5299999E+001,-1
 2.5400000E+001,-1
 2.5500000E+001,-1
 2.5600000E+001,-1
 2.5700001E+001,-1
 2.5799999E+001,-1
 2.5900000E+001,-1
 2.6000000E+001,-1
 2.6100000E+001,-1
 2.6200001E+001,-1
 2.6299999E+001,-1
 2.6400000E+001,-1
 2.6500000E+001,-1
 2.6600000E+001,-1
 2.6700001E+001,-1
 2.6799999E+001,-1
 2.6900000E+001,-1
 2.7000000E+001,-1
 2.7100000E+001,-1
 2.7200001E+001,-1
 2.7299999E+001,-1
 2.7400000E+001,-1
 2.7500000E+001,-1
 2.7600000E+001,-1
 2.7700001E+001,-1
 2.7799999E+001,-1
 2.7900000E+001,-1
 2.8000000E+001,-1
 2.8100000E+001,-1
 2.8200001E+001,-1
 2.8299999E+001,-1
 2.8400000E+001,-1
 2.8500000E+001,-1
 2.8600000E+001,-1
 2.8700001E+001,-1
 2.8799999E+001,-1
 2.8900000E+001,-1
 2.9000000E+001,-1
 2.9100000E+001,-1
 2.9200001E+001,-1
 2.9299999E+001,-1
 2.9400000E+001,-1
 2.9500000E+001,-1
 2.9600000E+001,-1
 2.9700001E+001,-1
 2.9799999E+001,-1
 2.9900000E+001,-1
 3.0000000E+001,-1
 3.0100000E+001,-1
 3.0200001E+001,-1
 3.0299999E+001,-1
 3.0400000E+001,-1
 3.0500000E+001,-1
 3.0600000E+001,-1
 3.0700001E+001,-1
 3.0799999E+001,-1
 3.0900000E+001,-1
 3.1000000E+001,-1
 3.1100000E+001,-1
 3.1200001E+001,-1
 3.1299999E+001,-1
 3.1400000E+001,-1
 3.1500000E+001,-1
 3.1600000E+001,-1
 3.1700001E+001,-1
 3.1799999E+001,-1
 3.1900000E+001,-1
 3.2000000E+001,-1
 3.2099998E+001,-1
 3.2200001E+001,-1
 3.2299999E+001,-1
 3.2400002E+001,-1
 3.2500000E+001,-1
 3.2599998E+001,-1
 3.2700001E+001,-1
 3.2799999E+001,-1
 3.2900002E+001,-1
 3.3000000E+001,-1
 3.3099998E+001,-1
 3.3200001E+001,-1
 3.3299999E+001,-1
 3.3400002E+001,-1
 3.3500000E+001,-1
 3.3599998E+001,-1
 3.3700001E+001,-1
 3.3799999E+001,-1
 3.3900002E+001,-1
 3.4000000E+001,-1
 3.4099998E+001,-1
 3.4200001E+001,-1
 3.4299999E+001,-1
 3.4400002E+001,-1
 3.4500000E+001,-1
 3.4599998E+001,-1
 3.4700001E+001,-1
 3.4799999E+001,-1
 3.4900002E+001,-1
 3.5000000E+001,-1
 3.5099998E+001,-1
 3.5200001E+001,-1
 3.5299999E+001,-1
 3.5400002E+001,-1
 3.5500000E+001,-1
 3.5599998E+001,-1
 3.5700001E+001,-1
 3.5799999E+001,-1
 3.5900002E+001,-1
 3.6000000E+001,-1
 3.6099998E+001,-1
 3.6200001E+001,-1
 3.6299999E+001,-1
 3.6400002E+001,-1
 3.6500000E+001,-1
 3.6599998E+001,-1
 3.6700001E+001,-1
 3.6799999E+001,-1
 3.6900002E+001,-1
 3.7000000E+001,-1
 3.7099998E+001,-1
 3.7200001E+001,-1
 3.7299999E+001,-1
 3.7400002E+001,-1
 3.7500000E+001,-1
 3.7599998E+001,-1
 3.7700001E+001,-1
 3.7799999E+001,-1
 3.7900002E+001,-1
 3.8000000E+001,-1
 3.8099998E+001,-1
 3.8200001E+001,-1
 3.8299999E+001,-1
 3.8400002E+001,-1
 3.8500000E+001,-1
 3.8599998E+001,-1
 3.8700001E+001,-1
 3.8799999E+001,-1
 3.8900002E+001,-1
 3.9000000E+001,-1
 3.9099998E+001,-1
 3.9200001E+001,-1
 3.9299999E+001,-1
 3.9400002E+001,-1
 3.9500000E+001,-1
 3.9599998E+001,-1
 3.9700001E+001,-1
 3.9799999E+001,-1
 3.9900002E+001,-1
 4.0000000E+001,-1
 4.0099998E+001,-1
 4.0200001E+001,-1
 4.0299999E+001,-1
 4.0400002E+001,-1
 4.0500000E+001,-1
 4.0599998E+001,-1
 4.0700001E+001,-1
 4.0799999E+001,-1
 4.0900002E+001,-1
 4.1000000E+001,-1
 4.1099998E+001,-1
 4.1200001E+001,-1
 4.1299999E+001,-1
 4.1400002E+001,-1
 4.1509998E+001,-1
 4.1610001E+001,-1
 4.1709999E+001,-1
 4.1810001E+001,-1
 4.1910000E+001,-1
 4.2009998E+001,-1
 4.2110001E+001,-1
 4.2209999E+001,-1
 4.2310001E+001,-1
 4.2410000E+001,-1
 4.2509998E+001,-1
 4.2610001E+001,-1
 4.2709999E+001,-1
 4.2810001E+001,-1
 4.2910000E+001,-1
 4.3009998E+001,-1
 4.3110001E+001,-1
 4.3209999E+001,-1
 4.3310001E+001,-1
 4.3410000E+001,-1
 4.3509998E+001,-1
 4.3610001E+001,-1
 4.3709999E+001,-1
 4.3810001E+001,-1
 4.3910000E+001,-1
 4.4009998E+001,-1
 4.4110001E+001,-1
 4.4209999E+001,-1
 4.4310001E+001,-1
 4.4410000E+001,-1
 4.4509998E+001,-1
 4.4610001E+001,-1
 4.4709999E+001,-1
 4.4810001E+001,-1
 4.4910000E+001,-1
 4.5009998E+001,-1
 4.5110001E+001,-1
 4.5209999E+001,-1
 4.5310001E+001,-1
 4.5410000E+001,-1
 4.5509998E+001,-1
 4.5610001E+001,-1
 4.5709999E+001,-1
 4.5810001E+001,-1
 4.5910000E+001,-1
 4.6009998E+001,-1
 4.6110001E+001,-1
 4.6209999E+001,-1
 4.6310001E+001,-1
 4.6410000E+001,-1
 4.6509998E+001,-1
 4.6610001E+001,-1
 4.6709999E+001,-1
 4.6810001E+001,-1
 4.6910000E+001,-1
 4.7009998E+001,-1
 4.7110001E+001,-1
 4.7209999E+001,-1
 4.7310001E+001,-1
 4.7410000E+001,-1
 4.7509998E+001,-1
 4.7610001E+001,-1
 4.7709999E+001,-1
 4.7810001E+001,-1
 4.7910000E+001,-1
 4.8009998E+001,-1
 4.8110001E+001,-1
 4.8209999E+001,-1
 4.8310001E+001,-1
 4.8410000E+001,-1
 4.8509998E+001,-1
 4.8610001E+001,-1
 4.8709999E+001,-1
 4.8810001E+001,-1
 4.8910000E+001,-1
 4.9009998E+001,-1
 4.9110001E+001,-1
 4.9209999E+001,-1
 4.9310001E+001,-1
 4.9410000E+001,-1
 4.9509998E+001,-1
 4.9610001E+001,-1
 4.9709999E+001,-1
 4.9810001E+001,-1
 4.9910000E+001,-1
 5.0009998E+001,-1
 5.0110001E+001,-1
 5.0209999E+001,-1
 5.0310001E+001,-1
 5.0410000E+001,-1
 5.0509998E+001,-1
 5.0610001E+001,-1
 5.0709999E+001,-1
 5.0810001E+001,-1
 5.0910000E+001,-1
 5.1009998E+001,-1
 5.1110001E+001,-1
 5.1209999E+001,-1
 5.1310001E+001,-1
 5.1410000E+001,-1
 5.1509998E+001,-1
 5.1610001E+001,-1
 5.1709999E+001,-1
 5.1810001E+001,-1
 5.1910000E+001,-1
 5.2009998E+001,-1
 5.2110001E+001,-1
 5.2209999E+001,-1
 5.2310001E+001,-1
 5.2410000E+001,-1
 5.2509998E+001,-1
 5.2610001E+001,-1
 5.2709999E+001,-1
 5.2810001E+001,-1
 5.2910000E+001,-1
 5.3009998E+001,-1
 5.3110001E+001,-1
 5.3209999E+001,-1
 5.3310001E+001,-1
 5.3410000E+001,-1
 5.3509998E+001,-1
 5.3610001E+001,-1
 5.3709999E+001,-1
 5.3810001E+001,-1
 5.3910000E+001,-1
 5.4009998E+001,-1
 5.4110001E+001,-1
 5.4209999E+001,-1
 5.4310001E+001,-1
 5.4410000E+001,-1
 5.4509998E+001,-1
 5.4610001E+001,-1
 5.4709999E+001,-1
 5.4810001E+001,-1
 5.4910000E+001,-1
 5.5009998E+001,-1
 5.5110001E+001,-1
 5.5209999E+001,-1
 5.5310001E+001,-1
 5.5410000E+001,-1
 5.5509998E+001,-1
 5.5610001E+001,-1
 5.5709999E+001,-1
 5.5810001E+001,-1
 5.5910000E+001,-1
 5.6009998E+001,-1
 5.6110001E+001,-1
 5.6209999E+001,-1
 5.6310001E+001,-1
 5.6410000E+001,-1
 5.6509998E+001,-1
 5.6610001E+001,-1
 5.6709999E+001,-1
 5.6810001E+001,-1
 5.6910000E+001,-1
 5.7009998E+001,-1
 5.7110001E+001,-1
 5.7209999E+001,-1
 5.7310001E+001,-1
 5.7410000E+001,-1
 5.7509998E+001,-1
 5.7610001E+001,-1
 5.7709999E+001,-1
 5.7810001E+001,-1
 5.7910000E+001,-1
 5.8009998E+001,-1
 5.8110001E+001,-1
 5.8209999E+001,-1
 5.8310001E+001,-1
 5.8410000E+001,-1
 5.8509998E+001,-1
 5.8610001E+001,-1
 5.8709999E+001,-1
 5.8810001E+001,-1
 5.8910000E+001,-1
 5.9009998E+001,-1
 5.9110001E+001,-1
 5.9209999E+001,-1
 5.9310001E+001,-1
 5.9410000E+001,-1
 5.9509998E+001,-1
 5.9610001E+001,-1
 5.9709999E+001,-1
 5.9810001E+001,-1
 5.9910000E+001,-1
 6.0009998E+001,-1
 6.0110001E+001,-1
 6.0209999E+001,-1
 6.0310001E+001,-1
 6.0410000E+001,-1
 6.0509998E+001,-1
 6.0610001E+001,-1
 6.0709999E+001,-1
 6.0810001E+001,-1
 6.0910000E+001,-1
 6.1009998E+001,-1
 6.1110001E+001,-1
 6.1209999E+001,-1
 6.1310001E+001,-1
 6.1410000E+001,-1
 6.1509998E+001,-1
 6.1610001E+001,-1
 6.1709999E+001,-1
 6.1810001E+001,-1
 6.1910000E+001,-1
 6.2009998E+001,-1
 6.2110001E+001,-1
 6.2209999E+001,-1
 6.2310001E+001,-1
 6.2410000E+001,-1
 6.2509998E+001,-1
 6.2610001E+001,-1
 6.2709999E+001,-1
 6.2810001E+001,-1
 6.2910000E+001,-1
 6.3009998E+001,-1
 6.3110001E+001,-1
 6.3209999E+001,-1
 6.3310001E+001,-1
 6.3410000E+001,-1
 6.3509998E+001,-1
 6.3610001E+001,-1
 6.3709999E+001,-1
 6.3810001E+001,-1
 6.3910000E+001,-1
 6.4010002E+001,-1
 6.4110001E+001,-1
 6.4209999E+001,-1
 6.4309998E+001,-1
 6.4410004E+001,-1
 6.4510002E+001,-1
 6.4610001E+001,-1
 6.4709999E+001,-1
 6.4809998E+001,-1
 6.4910004E+001,-1
 6.5010002E+001,-1
 6.5110001E+001,-1
 6.5209999E+001,-1
 6.5309998E+001,-1
 6.5410004E+001,-1
 6.5510002E+001,-1
 6.5610001E+001,-1
 6.5709999E+001,-1
 6.5809998E+001,-1
 6.5910004E+001,-1
 6.6010002E+001,-1
 6.6110001E+001,-1
 6.6209999E+001,-1
 6.6309998E+001,-1
 6.6410004E+001,-1
 6.6510002E+001,-1
 6.6610001E+001,-1
 6.6709999E+001,-1
 6.6809998E+001,-1
 6.6910004E+001,-1
 6.7010002E+001,-1
 6.7110001E+001,-1
 6.7209999E+001,-1
 6.7309998E+001,-1
 6.7410004E+001,-1
 6.7510002E+001,-1
 6.7610001E+001,-1
 6.7709999E+001,-1
 6.7809998E+001,-1
 6.7910004E+001,-1
 6.8010002E+001,-1
 6.8110001E+001,-1
 6.8209999E+001,-1
 6.8309998E+001,-1
 6.8410004E+001,-1
 6.8510002E+001,-1
 6.8610001E+001,-1
 6.8709999E+001,-1
 6.8809998E+001,-1
 6.8910004E+001,-1
 6.9010002E+001,-1
 6.9110001E+001,-1
 6.9209999E+001,-1
 6.9309998E+001,-1
 6.9410004E+001,-1
 6.9510002E+001,-1
 6.9610001E+001,-1
 6.9709999E+001,-1
 6.9809998E+001,-1
 6.9910004E+001,-1
 7.0010002E+001,-1
 7.0110001E+001,-1
 7.0209999E+001,-1
 7.0309998E+001,-1
 7.0410004E+001,-1
 7.0510002E+001,-1
 7.0610001E+001,-1
 7.0709999E+001,-1
 7.0809998E+001,-1
 7.0910004E+001,-1
 7.1010002E+001,-1
 7.1110001E+001,-1
 7.1209999E+001,-1
 7.1309998E+001,-1
 7.1410004E+001,-1
 7.1510002E+001,-1
 7.1610001E+001,-1
 7.1709999E+001,-1
 7.1809998E+001,-1
 7.1910004E+001,-1
 7.2010002E+001,-1
 7.2110001E+001,-1
 7.2209999E+001,-1
 7.2309998E+001,-1
 7.2410004E+001,-1
 7.2500000E+001,-1
 7.2599998E+001,-1
 7.2699997E+001,-1
 7.2800003E+001,-1
 7.2900002E+001,-1
 7.3000000E+001,-1
 7.3099998E+001,-1
 7.3199997E+001,-1
 7.3300003E+001,-1
 7.3400002E+001,-1
 7.3500000E+001,-1
 7.3599998E+001,-1
 7.3699997E+001,-1
 7.3800003E+001,-1
 7.3900002E+001,-1
 7.4000000E+001,-1
 7.4099998E+001,-1
 7.4199997E+001,-1
 7.4300003E+001,-1
 7.4400002E+001,-1
 7.4500000E+001,-1
 7.4599998E+001,-1
 7.4699997E+001,-1
 7.4800003E+001,-1
 7.4900002E+001,-1
 7.5000000E+001,-1
 7.5099998E+001,-1
 7.5199997E+001,-1
 7.5300003E+001,-1
 7.5400002E+001,-1
 7.5500000E+001,-1
 7.5599998E+001,-1
 7.5699997E+001,-1
 7.5800003E+001,-1
 7.5900002E+001,-1
 7.6000000E+001,-1
 7.6099998E+001,-1
 7.6199997E+001,-1
 7.6300003E+001,-1
 7.6400002E+001,-1
 7.6500000E+001,-1
 7.6599998E+001,-1
 7.6699997E+001,-1
 7.6800003E+001,-1
 7.6900002E+001,-1
 7.7000000E+001,-1
 7.7099998E+001,-1
 7.7199997E+001,-1
 7.7300003E+001,-1
 7.7400002E+001,-1
 7.7500000E+001,-1
 7.7599998E+001,-1
 7.7699997E+001,-1
 7.7800003E+001,-1
 7.7900002E+001,-1
 7.8000000E+001,-1
 7.8099998E+001,-1
 7.8199997E+001,-1
 7.8300003E+001,-1
 7.8400002E+001,-1
 7.8500000E+001,-1
 7.8599998E+001,-1
 7.8699997E+001,-1
 7.8800003E+001,-1
 7.8900002E+001,-1
 7.9000000E+001,-1
 7.9099998E+001,-1
 7.9199997E+001,-1
 7.9300003E+001,-1
 7.9400002E+001,-1
 7.9500000E+001,-1
 7.9599998E+001,-1
 7.9699997E+001,-1
 7.9800003E+001,-1
 7.9900002E+001,-1
 8.0000000E+001,-1
 8.0099998E+001,-1
 8.0199997E+001,-1
 8.0300003E+001,-1
 8.0400002E+001,-1
 8.0500000E+001,-1
 8.0599998E+001,-1
 8.0699997E+001,-1
 8.0800003E+001,-1
 8.0900002E+001,-1
 8.1000000E+001,-1
 8.1099998E+001,-1
 8.1199997E+001,-1
 8.1300003E+001,-1
 8.1400002E+001,-1
 8.1500000E+001,-1
 8.1599998E+001,-1
 8.1699997E+001,-1
 8.1800003E+001,-1
 8.1900002E+001,-1
 8.2000000E+001,-1
 8.2099998E+001,-1
 8.2199997E+001,-1
 8.2300003E+001,-1
 8.2400002E+001,-1
 8.2500000E+001,-1
 8.2599998E+001,-1
 8.2699997E+001,-1
 8.2800003E+001,-1
 8.2900002E+001,-1
 8.3000000E+001,-1
 8.3099998E+001,-1
 8.3199997E+001,-1
 8.3300003E+001,-1
 8.3400002E+001,-1
 8.3500000E+001,-1
 8.3599998E+001,-1
 8.3699997E+001,-1
 8.3800003E+001,-1
 8.3900002E+001,-1
 8.4000000E+001,-1
 8.4099998E+001,-1
 8.4199997E+001,-1
 8.4300003E+001,-1
 8.4400002E+001,-1
 8.4500000E+001,-1
 8.4599998E+001,-1
 8.4699997E+001,-1
 8.4800003E+001,-1
 8.4900002E+001,-1
 8.5000000E+001,-1
 8.5099998E+001,-1
 8.5199997E+001,-1
 8.5300003E+001,-1
 8.5400002E+001,-1
 8.5500000E+001,-1
 8.5599998E+001,-1
 8.5699997E+001,-1
 8.5800003E+001,-1
 8.5900002E+001,-1
 8.6000000E+001,-1
 8.6099998E+001,-1
 8.6199997E+001,-1
 8.6300003E+001,-1
 8.6400002E+001,-1
 8.6500000E+001,-1
 8.6599998E+001,-1
 8.6699997E+001,-1
 8.6800003E+001,-1
 8.6900002E+001,-1
 8.7000000E+001,-1
 8.7099998E+001,-1
 8.7199997E+001,-1
 8.7300003E+001,-1
 8.7400002E+001,-1
 8.7500000E+001,-1
 8.7599998E+001,-1
 8.7699997E+001,-1
 8.7800003E+001,-1
 8.7900002E+001,-1
 8.8000000E+001,-1
 8.8099998E+001,-1
 8.8199997E+001,-1
 8.8300003E+001,-1
 8.8400002E+001,-1
 8.8500000E+001,-1
 8.8599998E+001,-1
 8.8699997E+001,-1
 8.8800003E+001,-1
 8.8900002E+001,-1
 8.9000000E+001,-1
 8.9099998E+001,-1
 8.9199997E+001,-1
 8.9300003E+001,-1
 8.9400002E+001,-1
 8.9500000E+001,-1
 8.9599998E+001,-1
 8.9699997E+001,-1
 8.9800003E+001,-1
 8.9900002E+001,-1
 9.0000000E+001,-1
 9.0099998E+001,-1
 9.0199997E+001,-1
 9.0300003E+001,-1
 9.0400002E+001,-1
 9.0500000E+001,-1
 9.0599998E+001,-1
 9.0699997E+001,-1
 9.0800003E+001,-1
 9.0900002E+001,-1
 9.1000000E+001,-1
 9.1099998E+001,-1
 9.1199997E+001,-1
 9.1300003E+001,-1
 9.1400002E+001,-1
 9.1500000E+001,-1
 9.1599998E+001,-1
 9.1699997E+001,-1
 9.1800003E+001,-1
 9.1900002E+001,-1
 9.2000000E+001,-1
 9.2099998E+001,-1
 9.2199997E+001,-1
 9.2300003E+001,-1
 9.2400002E+001,-1
 9.2500000E+001,-1
 9.2599998E+001,-1
 9.2699997E+001,-1
 9.2800003E+001,-1
 9.2900002E+001,-1
 9.3000000E+001,-1
 9.3099998E+001,-1
 9.3199997E+001,-1
 9.3300003E+001,-1
 9.3400002E+001,-1
 9.3500000E+001,-1
 9.3599998E+001,-1
 9.3699997E+001,-1
 9.3800003E+001,-1
 9.3900002E+001,-1
 9.4000000E+001,-1
 9.4099998E+001,-1
 9.4199997E+001,-1
 9.4300003E+001,-1
 9.4400002E+001,-1
 9.4500000E+001,-1
 9.4599998E+001,-1
 9.4699997E+001,-1
 9.4800003E+001,-1
 9.4900002E+001,-1
 9.5000000E+001,-1
 9.5099998E+001,-1
 9.5199997E+001,-1
 9.5300003E+001,-1
 9.5400002E+001,-1
 9.5500000E+001,-1
 9.5599998E+001,-1
 9.5699997E+001,-1
 9.5800003E+001,-1
 9.5900002E+001,-1
 9.6000000E+001,-1
 9.6099998E+001,-1
 9.6199997E+001,-1
 9.6300003E+001,-1
 9.6400002E+001,-1
 9.6500000E+001,-1
 9.6599998E+001,-1
 9.6699997E+001,-1
 9.6800003E+001,-1
 9.6900002E+001,-1
 9.7000000E+001,-1
 9.7099998E+001,-1
 9.7199997E+001,-1
 9.7300003E+001,-1
 9.7400002E+001,-1
 9.7500000E+001,-1
 9.7599998E+001,-1
 9.7699997E+001,-1
 9.7800003E+001,-1
 9.7900002E+001,-1
 9.8000000E+001,-1
 9.8099998E+001,-1
 9.8199997E+001,-1
 9.8300003E+001,-1
 9.8400002E+001,-1
 9.8500000E+001,-1
 9.8599998E+001,-1
 9.8699997E+001,-1
 9.8800003E+001,-1
 9.8900002E+001,-1
 9.9000000E+001,-1
 9.9099998E+001,-1
 9.9199997E+001,-1
 9.9300003E+001,-1
 9.9400002E+001,-1
 9.9500000E+001,-1
 9.9599998E+001,-1
 9.9699997E+001,-1
 9.9800003E+001,-1
 9.9900002E+001,-1
 1.0000000E+002,-1
