s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.2259155E-004, 5.7476876E-007, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.2201679E-004, 0.0000000E+000, 0.0000000E+000
 3.4232661E-001, 3.8437836E-002,-2.0893199E-003, 6.1693710E-004,-3.6018471E-005, 6.0889576E-006, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0692403E-002, 3.6935524E-002, 1.9255746E-006, 1.9255746E-006
 6.1618787E-001, 1.4913480E-001,-3.5480548E-003, 2.4667089E-003,-9.0699730E-004, 1.4007552E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1737639E-001, 1.4716046E-001, 4.8138424E-006, 4.8138424E-006
 9.5851445E-001, 3.1562114E-001,-6.7421020E-003, 5.1877555E-003,-5.4788559E-003, 2.4444238E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7275672E-001, 3.0861239E-001, 7.7018471E-006, 7.7018471E-006
 1.2323757E+000, 4.6763068E-001,-2.0267622E-002, 7.4357005E-003,-1.5583581E-002, 3.7354868E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1972790E-001, 4.3925253E-001, 1.0589461E-005, 1.0589461E-005
 1.5062370E+000, 5.1622114E-001,-3.1956287E-002, 7.8526720E-003,-2.5113759E-002, 4.7687227E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6150934E-001, 4.6705145E-001, 1.3155758E-005, 1.3155758E-005
 1.8485637E+000, 5.6673542E-001,-4.3991071E-002, 8.1210532E-003,-2.9758160E-002, 5.8573506E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9043371E-001, 5.0116581E-001, 1.6042166E-005, 1.6042166E-005
 2.1224248E+000, 6.5743615E-001,-5.0405501E-002, 9.2957784E-003,-3.3879338E-002, 6.9169315E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5919364E-001, 5.8251625E-001, 1.8927760E-005, 1.8927760E-005
 2.4647515E+000, 7.8927388E-001,-4.9668470E-002, 1.1464322E-002,-4.1995582E-002, 7.9539674E-005, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7875732E-001, 7.0915369E-001, 2.1812321E-005, 2.1812321E-005
